"RepNumber","Month","Site","Zone","Replicate","Plot","TIMESTAMP","HM81_AIC","HM81_flux.estimate","HM81_p.value","HM81_r.squared","HM81_RMSE","lin_AIC","lin_flux.estimate","lin_flux.std.error","lin_int.estimate","lin_int.std.error","lin_p.value","lin_r.squared","lin_RMSE","poly_AIC","poly_r.squared","poly_RMSE","rob_AIC","rob_converged","rob_flux.estimate","rob_flux.std.error","rob_RMSE","TIMESTAMP_min","TIMESTAMP_max","soilp_c","soilp_m","soilp_t","qaqc_flag"
"1","Apr","GCW","TR","1","1-Apr-GCW-TR-1",2025-04-16 10:58:18.5,NA,NA,NA,NA,NA,471.518764859292,6.24657148946232,0.160323651806428,3745.92998528209,5.63456480185583,3.72538556075633e-40,0.966880194944329,18.3621331791064,277.024798072264,0.999161115928152,2.98021015953883,472.005208558991,TRUE,6.34031395879236,0.159716085496841,21.5535894172902,2025-04-16 10:57:52,2025-04-16 10:58:45,0.033,0.506,17.5779661016949,NA
"1","Apr","GCW","TR","2","1-Apr-GCW-TR-2",2025-04-16 11:07:21.5,415.102619226537,2.76743861960672,1.62090469049495e-31,0.928875502984662,10.8908048976915,299.816220313533,2.56030931683454,0.0326993833669992,3820.19682120306,1.14921780090526,1.2279542072798e-55,0.991589352124217,3.74511449492458,285.714441346151,0.99398485546428,3.22990744268734,299.821579786759,TRUE,2.55842698531465,0.0318580441402611,4.2360809606773,2025-04-16 11:06:55,2025-04-16 11:07:48,0.022,0.334,16.8661016949153,NA
"1","Apr","GCW","TR","3","1-Apr-GCW-TR-3",2025-04-16 11:11:25.5,417.93954025976,2.71583600177118,2.23666420325082e-31,0.927990441088526,11.1806726701341,314.595000247544,2.609335496773,0.0374945944802055,3865.56426159373,1.31774519815144,5.32589969102027e-53,0.989377110127418,4.29431795985647,275.580475582194,0.995210405160074,2.94062006323788,314.596259367989,TRUE,2.60971005609907,0.0386364675339686,5.16589477220709,2025-04-16 11:10:59,2025-04-16 11:11:52,0.0123898305084746,0.244881355932203,16.6271186440678,NA
"1","Apr","GCW","TR","4","1-Apr-GCW-TR-4",2025-04-16 11:15:46.5,350.525370006146,1.57922295971739,7.54491129855052e-33,0.936780297788758,5.98934078249886,308.608214061803,1.47780988674913,0.0354727065061997,3821.67784913834,1.24668607067233,1.27381818891618e-41,0.970910643018224,4.06274778394285,292.648632087706,0.979899383637188,3.44408735669717,308.76538336187,TRUE,1.46687434126814,0.0342161946443476,3.83712902598701,2025-04-16 11:15:20,2025-04-16 11:16:13,0.027,0.375067796610169,16.6203389830508,NA
"1","Apr","GCW","TR","5","1-Apr-GCW-TR-5",2025-04-16 11:20:03.5,407.144263182604,1.85965465374011,7.86095334263057e-29,0.909811788017079,10.1171334110802,302.436747024301,2.10728482245301,0.0335025098412156,3867.92467345433,1.17744363104367,9.63020556784333e-51,0.987026995078264,3.83709789920128,296.056174832529,0.989295782361707,3.55448530737085,302.481371557783,TRUE,2.10647040959526,0.034357003279237,4.05665939421513,2025-04-16 11:19:37,2025-04-16 11:20:30,0.024,0.43335593220339,17.464406779661,NA
"1","Apr","GCW","UP","1","1-Apr-GCW-UP-1",2025-04-16 11:25:26.5,NA,NA,NA,NA,NA,292.189608298885,1.79161013526379,0.0304699040055152,3823.87361870419,1.07086288698495,3.05580760292949e-49,0.985182491688971,3.48976853383666,295.644342771294,0.985331358765663,3.5409569413256,292.296547614464,TRUE,1.78435068055001,0.0332190924295424,3.73728323297892,2025-04-16 11:25:00,2025-04-16 11:25:53,0.013,0.270237288135593,17.2745762711864,NA
"1","Apr","GCW","UP","2","1-Apr-GCW-UP-2",2025-04-16 11:33:34.5,NA,NA,NA,NA,NA,312.497514172747,1.31606682702938,0.0367734312687739,3835.44671600567,1.29239996180145,2.64367089085724e-38,0.96098493381917,4.21172194371677,273.067739074715,0.982543836604782,2.87299312263863,312.594191979722,TRUE,1.32425830506974,0.0384772331937308,5.00192405959433,2025-04-16 11:33:08,2025-04-16 11:34:01,0.00528813559322034,0.130440677966102,17.3,NA
"1","Apr","GCW","UP","3","1-Apr-GCW-UP-3",2025-04-16 11:38:36.5,NA,NA,NA,NA,NA,393.320973058985,5.54636689618055,0.0777222028943288,3800.71379945413,2.73154200154966,1.46299648253886e-53,0.989892024480922,8.90165252873795,331.497614050095,0.997012688930777,4.93509413207991,394.357825464561,TRUE,5.49206776167888,0.0687128292370107,7.24452308848239,2025-04-16 11:38:10,2025-04-16 11:39:03,0.012,0.146830508474576,17.6,NA
"1","Apr","GCW","UP","4","1-Apr-GCW-UP-4",2025-04-16 11:43:33.5,NA,NA,NA,NA,NA,278.115784343628,1.94242828554147,0.0267471053898794,3827.6455437957,0.940025360470863,5.93819196066506e-54,0.990236492564626,3.06339024710805,275.679337261646,0.991333558746834,2.94331309783728,278.146175911322,TRUE,1.94550287777799,0.0272687114059831,3.73084301876004,2025-04-16 11:43:07,2025-04-16 11:44:00,0.00691525423728814,0.102864406779661,17.5135593220339,NA
"1","Apr","GCW","UP","5","1-Apr-GCW-UP-5",2025-04-16 11:29:21.5,NA,NA,NA,NA,NA,350.397159654324,2.21292976736748,0.0522321523868739,3820.56096788054,1.83569575697782,5.44369877668395e-42,0.971845919822457,5.98223485775604,270.933370119884,0.993998157195814,2.81677245700496,350.828450380514,TRUE,2.24418213291603,0.050093635458314,6.25332430321684,2025-04-16 11:28:55,2025-04-16 11:29:48,0.007,0.196966101694915,17.5322033898305,NA
"1","Jul","GCW","TR","1","1-Jul-GCW-TR-1",2025-07-16 15:06:09.5,1408.3902180954,11.0050768582106,6.04864880872884e-56,0.891959141651745,114.519549365513,866.075719062885,10.4892167606673,0.0302084772067179,3946.2020236278,2.10706384215446,1.15184409652603e-171,0.999071918061908,10.6139925346853,798.117577149236,0.999506309771308,7.81134018892757,873.437823462874,TRUE,10.4154065995773,0.0213896763599046,6.35663984717232,2025-07-16 15:05:13,2025-07-16 15:07:06,0.016,0.414,28.8747899159664,NA
"1","Jul","GCW","TR","2","1-Jul-GCW-TR-2",2025-07-16 14:59:37.5,1408.50154268605,13.6969404623882,5.23920716564345e-60,0.908564375701126,114.575478992146,1010.5460468199,11.3969094799207,0.0569266943214854,4010.83989626096,3.97067943668168,6.31734898033564e-145,0.997213468919127,20.0016539866562,827.27881926234,0.999460923342522,8.87711603064947,1021.67844365702,TRUE,11.2348572666366,0.0400353393704854,13.6812217488654,2025-07-16 14:58:41,2025-07-16 15:00:34,0.019,0.312,29,NA
"1","Jul","GCW","TR","3","1-Jul-GCW-TR-3",2025-07-16 14:50:55.5,1086.92677979887,18.005150527168,1.57787505735183e-70,0.940657061595749,27.961209769306,1236.9152116328,3.05102887617453,0.153639905699249,4004.63442942354,10.7164981470472,1.72351525774664e-38,0.778810205792073,53.9826221945059,993.239262446207,0.974810554314404,18.3820273639485,1237.26030694406,TRUE,2.97400190624988,0.149436290631513,67.5989496716095,2025-07-16 14:49:59,2025-07-16 14:51:52,0.0146386554621849,0.386638655462185,29.3865546218487,NA
"1","Jul","GCW","TR","4","1-Jul-GCW-TR-4",2025-07-16 14:43:55.5,1382.51672323028,13.0583252269568,2.20889154854683e-61,0.913586578722078,102.234102350544,1020.44989370365,10.456332831629,0.0594539641036116,4178.94466893523,4.14695839112376,1.21114712779706e-138,0.996392127793091,20.8896306435748,777.420578032464,0.999586792602719,7.13348743603572,1029.38827379884,TRUE,10.3065764254374,0.0466335482726154,15.5788027263217,2025-07-16 14:42:59,2025-07-16 14:44:52,0.022,0.396504201680672,29.8226890756303,NA
"1","Jul","GCW","TR","5","1-Jul-GCW-TR-5",2025-07-16 14:37:10.5,1315.17216306778,10.0395269593688,5.14669302568705e-63,0.919192796967207,76.0882938155086,1001.49107263575,8.04135085325984,0.0547101678767702,4073.78154856869,3.81607506205931,5.95230730474065e-130,0.994842367814292,19.2228595119745,700.2454484614,0.999645524341284,5.08509049554501,1006.66374448176,TRUE,7.93570880439352,0.0472840663373328,18.4335016475214,2025-07-16 14:36:14,2025-07-16 14:38:07,0.02,0.429,30.4974789915966,NA
"1","Jul","GCW","UP","1","1-Jul-GCW-UP-1",2025-07-16 15:15:37.5,591.559694376519,29.2521187613957,1.02083139062242e-40,0.968487897596762,55.8003785152431,565.586507058581,19.5975971407393,0.383060219858366,4322.76818706507,13.4626276752421,3.76060475853326e-46,0.980520030646394,43.8725209499941,490.451434869884,0.995500697318064,21.502439295588,577.495943192322,TRUE,18.4380149056841,0.190393953403223,19.3366696263972,2025-07-16 15:15:11,2025-07-16 15:16:04,0.016,0.260474576271186,28.6,NA
"1","Jul","GCW","UP","2","1-Jul-GCW-UP-2",2025-07-16 15:23:18.5,637.328221173629,25.8987312163512,1.64692192734504e-34,0.945418908049387,85.2478851575931,515.489658202292,22.9083431073325,0.240888096840669,3793.1990938011,8.46599722717924,5.359505179201e-60,0.994283150672021,27.5893124040759,411.987066287494,0.999219148979635,10.3983220625204,515.490078960639,TRUE,22.9043571683757,0.244905139305356,35.3478285556703,2025-07-16 15:22:52,2025-07-16 15:23:45,0.0131525423728814,0.227457627118644,28.4305084745763,NA
"1","Jul","GCW","UP","3","1-Jul-GCW-UP-3",2025-07-16 15:27:16.5,610.927443203838,29.3571869417933,1.72352554040444e-38,0.961621154449678,66.7605048182158,542.350868233407,21.3401038477059,0.308909206891151,3881.51412822787,10.8565949222489,7.77710953397587e-53,0.989221322930326,35.379882713974,431.642755178558,0.998711671655163,12.4739388057761,548.824307470323,TRUE,20.6860906493883,0.235019111348612,22.6516773293455,2025-07-16 15:26:50,2025-07-16 15:27:43,0.024,0.301118644067797,28.8881355932203,NA
"1","Jul","GCW","UP","4","1-Jul-GCW-UP-4",2025-07-16 15:30:55.5,603.409498146536,15.7876950265364,1.74342908466769e-32,0.934713240520818,62.2713256916695,418.141588006608,15.3282462200425,0.0978036088693389,4020.81340413683,3.43730176939218,3.07146493805202e-71,0.997887436737756,11.2016091900423,352.310432308985,0.999420313317234,5.98396281906545,418.4985263297,TRUE,15.2748358106384,0.0946821127537892,11.7624874264078,2025-07-16 15:30:29,2025-07-16 15:31:22,0.0280677966101695,0.320440677966102,28.7,NA
"1","Jul","GCW","UP","5","1-Jul-GCW-UP-5",2025-07-16 15:19:26.5,669.691053603919,35.0422927832017,2.08819617875729e-34,0.944918812858617,115.033013854061,545.443270050328,30.7748228946459,0.31788216221919,3962.90275483834,11.1719488808841,2.12956638194565e-60,0.994482508348543,36.4075701380514,478.820617054403,0.998508031425767,19.3071139560874,546.254327330301,TRUE,30.5450937533048,0.320027269578931,37.3865911170927,2025-07-16 15:19:00,2025-07-16 15:19:53,0.008,0.228576271186441,28.6,NA
"1","Jul","GWI","TR","1","1-Jul-GWI-TR-1",2025-07-23 11:50:54.938053,NA,NA,NA,NA,NA,1084.38488130308,8.62687781845238,0.0829026868147713,3297.54985374965,5.80730031214313,1.70389703062047e-112,0.989853325175038,28.8354287066305,995.362431697555,0.99554539438901,19.2804609050572,1085.36391775274,TRUE,8.54709541933676,0.056835764736698,15.1810908751607,2025-07-23 11:49:58,2025-07-23 11:51:51,0.279,0.731135593220339,32.8,NA
"1","Jul","GWI","TR","2","1-Jul-GWI-TR-2",2025-07-23 11:59:02.084906,1239.13090391592,26.9902228523005,2.29027705030309e-77,0.964738153007888,82.0427761351163,1262.65351372784,12.8788410692371,0.271004423204556,4021.29560745206,18.3213066223849,2.36224590732352e-72,0.955976967142086,91.6701197318733,1037.7419490703,0.994920718024525,31.4416670576133,1266.43499636015,TRUE,12.4433832405743,0.231646176439068,86.2254769130661,2025-07-23 11:58:08,2025-07-23 12:00:01,0.163,0.342189189189189,33.0810810810811,NA
"1","Jul","GWI","TR","3","1-Jul-GWI-TR-3",2025-07-23 12:05:40.5,1429.36047605783,11.497893013608,3.22444262693852e-56,0.893164761634834,125.552043375301,1035.16927302353,11.5503096360754,0.0634188402271575,3411.83217425456,4.42351146135556,2.45060326180527e-140,0.996634857705369,22.2827219036304,991.479443528443,0.997785252478565,18.2406917631242,1035.45342392657,TRUE,11.5403882574277,0.0524831292804651,15.7148229485605,2025-07-23 12:04:44,2025-07-23 12:06:37,0.165478991596639,0.348949579831933,32.6,NA
"1","Jul","GWI","TR","4","1-Jul-GWI-TR-4",2025-07-23 12:26:18.5,1149.92874342417,11.879715150277,5.9378356456657e-85,0.967198357093468,36.8605762704679,1164.96153711415,6.01437668944483,0.112058975307263,3772.16847798296,7.81619720329051,9.58761428092587e-82,0.962574764829565,39.3728263499252,895.923089511493,0.996588093887879,11.9956980979038,1179.87839226926,TRUE,5.64513914435675,0.0765483017275727,28.920291071265,2025-07-23 12:25:22,2025-07-23 12:27:15,0.056,0.199840336134454,32.3336134453781,NA
"1","Jul","GWI","TR","5","1-Jul-GWI-TR-5",2025-07-23 12:34:50.5,1102.37025942627,3.72048802298824,4.93751206507129e-68,0.934248694005672,29.9207656910356,1081.70716825772,3.41687954007536,0.07777923998622,3276.66737720546,5.42516006761087,1.91787861862232e-72,0.94514878442925,27.3283643832153,982.456670660755,0.977826048836377,17.5329390701213,1084.67811276551,TRUE,3.30239504456431,0.0742441787753166,24.4590861656292,2025-07-23 12:33:54,2025-07-23 12:35:47,0.266394957983193,0.563705882352941,32.5705882352941,NA
