,1,2,3,4,5,6,7,8,9,10,11,12
A,0.054,0.052,0.054,0.058,0.061,0.059,0.265,0.22,0.214,2.271,2.243,2.449
B,0.153,0.13,0.109,0.067,0.058,0.059,0.054,0.056,0.055,1.865,2.316,2.576
C,0.271,0.235,0.199,0.093,0.095,0.097,0.218,0.197,0.206,2.263,1.937,2.309
D,0.436,0.404,0.371,0.054,0.055,0.055,0.344,0.361,0.41,0.107,0.126,0.098
E,0.63,0.727,0.642,0.087,0.078,0.087,0.069,0.07,0.072,0.199,0.135,0.114
F,1.346,1.267,1.285,0.105,0.119,0.115,2.211,2.348,2.112,0.053,0.053,0.052
G,1.055,1.071,1.146,0.153,0.15,0.139,1.922,2.467,2.486,2.24,2.281,2.641
H,1.244,1.195,1.047,0.057,0.058,0.058,0.094,0.087,0.09,0.698,0.785,0.736
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,1,1,1,9,9,9,14,14,14
B,Std 1,Std 1,Std 1,2,2,2,ChkStd 0,ChkStd 0,ChkStd 0,15,15,15
C,Std 2,Std 2,Std 2,3,3,3,9 Dup,9 Dup,9 Dup,16,16,16
D,Std 3,Std 3,Std 3,4,4,4,ChkStd 3,ChkStd 3,ChkStd 3,1 Spike,1 Spike,1 Spike
E,Std 4,Std 4,Std 4,5,5,5,10,10,10,10 Spike,10 Spike,10 Spike
F,Std 5,Std 5,Std 5,6,6,6,11,11,11,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,7,7,7,12,12,12,16 Dup,16 Dup,16 Dup
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,8,8,8,13,13,13,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
