Abs1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.19,0.209,0.192,1.665,1.401,1.193,0.411,0.433,0.422,0.5,0.506,0.615
B,0.065,0.058,0.063,0.241,0.262,0.236,0.747,0.677,0.659,0.069,0.066,0.064
C,0.04,0.04,0.04,0.46,0.484,0.44,0.128,0.126,0.125,0.521,0.497,0.443
D,0.038,0.039,0.038,0.172,0.147,0.133,0.128,0.116,0.12,0.048,0.047,0.046
E,0.041,0.04,0.04,0.045,0.046,0.046,0.076,0.075,0.073,0.267,0.248,0.234
F,0.039,0.039,0.039,0.091,0.085,0.081,0.1,0.135,0.124,0.049,0.048,0.047
G,0.038,0.038,0.038,0.426,0.398,0.384,0.052,0.056,0.066,0.046,0.046,0.045
H,0.038,0.039,0.038,0.285,0.268,0.261,0.132,0.125,0.12,0.052,0.052,0.05
,,,,,,,,,,,,
Abs2,1,2,3,4,5,6,7,8,9,10,11,12
A,0.315,0.318,0.323,1.688,1.572,1.558,0.471,0.446,0.433,1.049,1.059,1.072
B,0.087,0.079,0.079,0.296,0.265,0.24,0.769,0.696,0.671,0.076,0.072,0.07
C,0.042,0.042,0.042,0.709,0.626,0.567,0.134,0.128,0.124,0.946,0.838,0.775
D,0.04,0.039,0.04,0.188,0.161,0.153,0.133,0.127,0.125,0.051,0.05,0.048
E,0.174,0.182,0.188,0.049,0.048,0.05,0.112,0.105,0.103,0.299,0.266,0.249
F,0.058,0.063,0.061,0.095,0.088,0.083,0.196,0.211,0.198,0.049,0.049,0.049
G,0.04,0.041,0.041,0.422,0.386,0.378,0.061,0.065,0.067,0.047,0.047,0.046
H,0.039,0.039,0.039,0.292,0.271,0.266,0.147,0.131,0.122,0.054,0.051,0.052
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,7,8,9,10,11,12
A,60 uM Fe_2 A,60 uM Fe_2 A,60 uM Fe_2 A,202505_GWI_TR_B_45,202505_GWI_TR_B_45,202505_GWI_TR_B_45,202505_SWH_TR_B_20,202505_SWH_TR_B_20,202505_SWH_TR_B_20,202507_GCW_TR_A_45,202507_GCW_TR_A_45,202507_GCW_TR_A_45
B,9 uM Fe_2 E,9 uM Fe_2 E,9 uM Fe_2 E,202505_GWI_TR_C_20,202505_GWI_TR_C_20,202505_GWI_TR_C_20,202505_SWH_TR_C_20,202505_SWH_TR_C_20,202505_SWH_TR_C_20,202507_GCW_TR_B_10,202507_GCW_TR_B_10,202507_GCW_TR_B_10
C,0.6 uM Fe_2 H,0.6 uM Fe_2 H,0.6 uM Fe_2 H,202505_GWI_WC_A_20,202505_GWI_WC_A_20,202505_GWI_WC_A_20,202505_SWH_WC_B_20,202505_SWH_WC_B_20,202505_SWH_WC_B_20,202507_GCW_TR_B_20,202507_GCW_TR_B_20,202507_GCW_TR_B_20
D,0.5 M HCl,0.5 M HCl,0.5 M HCl,202505_GWI_WC_B_10,202505_GWI_WC_B_10,202505_GWI_WC_B_10,202505_SWH_WC_B_20 dup,202505_SWH_WC_B_20 dup,202505_SWH_WC_B_20 dup,202507_GCW_TR_C_10,202507_GCW_TR_C_10,202507_GCW_TR_C_10
E,60 uM Fe_3 A,60 uM Fe_3 A,60 uM Fe_3 A,202505_GWI_SW_A,202505_GWI_SW_A,202505_GWI_SW_A,202505_SWH_SW_C,202505_SWH_SW_C,202505_SWH_SW_C,202507_GCW_TR_C_20,202507_GCW_TR_C_20,202507_GCW_TR_C_20
F,9 uM Fe_3 E,9 uM Fe_3 E,9 uM Fe_3 E,202505_SWH_UP_C_45,202505_SWH_UP_C_45,202505_SWH_UP_C_45,202505_SWH_SW_C spk,202505_SWH_SW_C spk,202505_SWH_SW_C spk,202507_GCW_WC_A_10,202507_GCW_WC_A_10,202507_GCW_WC_A_10
G,0.6 uM Fe_3 H,0.6 uM Fe_3 H,0.6 uM Fe_3 H,202505_SWH_SWAMP_A_20,202505_SWH_SWAMP_A_20,202505_SWH_SWAMP_A_20,202507_GCW_UP_A_20,202507_GCW_UP_A_20,202507_GCW_UP_A_20,202507_GCW_WC_A_20,202507_GCW_WC_A_20,202507_GCW_WC_A_20
H,0.5 M HCl,0.5 M HCl,0.5 M HCl,202505_SWH_TR_A_20,202505_SWH_TR_A_20,202505_SWH_TR_A_20,202507_GCW_TR_A_20,202507_GCW_TR_A_20,202507_GCW_TR_A_20,202507_GCW_WC_A_45,202507_GCW_WC_A_45,202507_GCW_WC_A_45
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,8,8,8,1,1,1,8,8,8
B,1,1,1,8,8,8,1,1,1,8,8,8
C,1,1,1,8,8,8,1,1,1,8,8,8
D,1,1,1,8,8,8,1,1,1,8,8,8
E,1,1,1,1,1,1,1,1,1,8,8,8
F,1,1,1,8,8,8,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,8,8,8,1,1,1
