Abs1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.215,0.205,0.214,0.046,0.046,0.046,0.457,0.509,0.466,0.433,0.433,0.357
B,0.067,0.066,0.065,0.048,0.047,0.046,0.194,0.19,0.182,0.294,0.273,0.27
C,0.039,0.04,0.04,0.053,0.05,0.051,0.304,0.336,0.287,0.707,0.698,0.684
D,0.04,0.039,0.038,0.049,0.051,0.054,0.31,0.311,0.288,0.815,0.818,0.787
E,0.041,0.042,0.04,0.053,0.05,0.051,0.506,0.484,0.439,0.436,0.433,0.388
F,0.039,0.039,0.039,0.046,0.046,0.045,0.393,0.292,0.269,0.345,0.344,0.345
G,0.038,0.038,0.038,0.046,0.048,0.048,0.397,0.355,0.317,0.923,0.881,0.884
H,0.038,0.039,0.038,0.049,0.05,0.05,0.51,0.51,0.578,0.168,0.162,0.158
,,,,,,,,,,,,
Abs2,1,2,3,4,5,6,7,8,9,10,11,12
A,0.323,0.306,0.335,0.051,0.049,0.05,1.034,0.921,0.817,0.698,0.624,0.567
B,0.084,0.086,0.08,0.05,0.05,0.049,0.236,0.215,0.199,0.289,0.274,0.27
C,0.042,0.042,0.042,0.055,0.051,0.051,0.388,0.342,0.318,1.222,1.13,1.138
D,0.042,0.039,0.04,0.055,0.055,0.054,0.376,0.352,0.323,1.384,1.447,1.39
E,0.175,0.182,0.175,0.059,0.06,0.06,0.798,0.701,0.602,0.462,0.436,0.426
F,0.06,0.061,0.06,0.048,0.048,0.046,0.529,0.512,0.9,0.369,0.353,0.346
G,0.041,0.04,0.04,0.051,0.05,0.051,0.44,0.395,0.36,1.63,1.613,1.615
H,0.039,0.039,0.041,0.058,0.055,0.057,0.9,0.804,0.719,0.17,0.161,0.161
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,7,8,9,10,11,12
A,60 uM Fe_2 A,60 uM Fe_2 A,60 uM Fe_2 A,202507_GCW_WC_B_10,202507_GCW_WC_B_10,202507_GCW_WC_B_10,202507_MSM_UP_A_20,202507_MSM_UP_A_20,202507_MSM_UP_A_20,202507_MSM_UP_C_45,202507_MSM_UP_C_45,202507_MSM_UP_C_45
B,9 uM Fe_2 E,9 uM Fe_2 E,9 uM Fe_2 E,202507_GCW_WC_B_20,202507_GCW_WC_B_20,202507_GCW_WC_B_20,202507_MSM_UP_B_10,202507_MSM_UP_B_10,202507_MSM_UP_B_10,202507_MSM_TR_A_10,202507_MSM_TR_A_10,202507_MSM_TR_A_10
C,0.6 uM Fe_2 H,0.6 uM Fe_2 H,0.6 uM Fe_2 H,202507_GCW_WC_B_45,202507_GCW_WC_B_45,202507_GCW_WC_B_45,202507_MSM_UP_B_20,202507_MSM_UP_B_20,202507_MSM_UP_B_20,202507_MSM_TR_A_20,202507_MSM_TR_A_20,202507_MSM_TR_A_20
D,0.5 M HCl,0.5 M HCl,0.5 M HCl,202507_GCW_WC_C_10,202507_GCW_WC_C_10,202507_GCW_WC_C_10,202507_MSM_UP_B_20 dup,202507_MSM_UP_B_20 dup,202507_MSM_UP_B_20 dup,202507_MSM_TR_A_45,202507_MSM_TR_A_45,202507_MSM_TR_A_45
E,60 uM Fe_3 A,60 uM Fe_3 A,60 uM Fe_3 A,202507_GCW_WC_C_20,202507_GCW_WC_C_20,202507_GCW_WC_C_20,202507_MSM_UP_B_45,202507_MSM_UP_B_45,202507_MSM_UP_B_45,202507_MSM_TR_B_20,202507_MSM_TR_B_20,202507_MSM_TR_B_20
F,9 uM Fe_3 E,9 uM Fe_3 E,9 uM Fe_3 E,202507_GCW_WC_C_45,202507_GCW_WC_C_45,202507_GCW_WC_C_45,202507_MSM_UP_B_45 spk,202507_MSM_UP_B_45 spk,202507_MSM_UP_B_45 spk,202507_MSM_TR_C_20,202507_MSM_TR_C_20,202507_MSM_TR_C_20
G,0.6 uM Fe_3 H,0.6 uM Fe_3 H,0.6 uM Fe_3 H,202507_GCW_SW_A,202507_GCW_SW_A,202507_GCW_SW_A,202507_MSM_UP_C_10,202507_MSM_UP_C_10,202507_MSM_UP_C_10,202507_MSM_TR_C_45,202507_MSM_TR_C_45,202507_MSM_TR_C_45
H,0.5 M HCl,0.5 M HCl,0.5 M HCl,202507_GCW_SW_B,202507_GCW_SW_B,202507_GCW_SW_B,202507_MSM_UP_C_20,202507_MSM_UP_C_20,202507_MSM_UP_C_20,202507_MSM_WC_A_10,202507_MSM_WC_A_10,202507_MSM_WC_A_10
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,8,8,8,8,8,8
B,1,1,1,1,1,1,8,8,8,50,50,50
C,1,1,1,1,1,1,8,8,8,50,50,50
D,1,1,1,1,1,1,8,8,8,50,50,50
E,1,1,1,1,1,1,8,8,8,50,50,50
F,1,1,1,1,1,1,8,8,8,50,50,50
G,1,1,1,1,1,1,8,8,8,50,50,50
H,1,1,1,1,1,1,8,8,8,1,1,1
