Abs1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.205,0.216,0.189,0.047,0.047,0.047,0.055,0.056,0.056,0.168,0.149,0.138
B,0.068,0.064,0.064,0.117,0.113,0.115,0.051,0.051,0.05,0.441,0.769,0.477
C,0.04,0.04,0.039,0.052,0.05,0.049,0.056,0.054,0.053,0.865,0.917,0.867
D,0.039,0.038,0.038,0.052,0.052,0.051,0.056,0.054,0.053,0.128,0.116,0.102
E,0.04,0.04,0.04,0.049,0.052,0.048,0.073,0.073,0.068,0.077,0.078,0.076
F,0.039,0.039,0.04,0.087,0.087,0.086,0.126,0.145,0.12,1.404,1.142,1.085
G,0.038,0.054,0.038,0.054,0.055,0.059,0.086,0.079,0.076,0.045,0.044,0.044
H,0.039,0.039,0.043,0.629,0.587,0.578,0.049,0.049,0.048,0.408,0.379,0.374
,,,,,,,,,,,,
Abs2,1,2,3,4,5,6,7,8,9,10,11,12
A,0.311,0.324,0.306,0.049,0.048,0.049,0.062,0.06,0.06,0.196,0.18,0.17
B,0.083,0.085,0.08,0.126,0.12,0.117,0.056,0.054,0.054,0.795,0.749,0.672
C,0.041,0.042,0.041,0.053,0.052,0.051,0.066,0.064,0.062,1.453,1.44,1.378
D,0.039,0.039,0.039,0.054,0.054,0.052,0.063,0.062,0.062,0.13,0.119,0.109
E,0.173,0.169,0.177,0.051,0.05,0.05,0.081,0.08,0.076,0.08,0.079,0.076
F,0.059,0.058,0.06,0.099,0.093,0.092,0.195,0.245,0.194,1.679,1.666,1.668
G,0.04,0.04,0.04,0.067,0.066,0.066,0.096,0.085,0.086,0.047,0.047,0.046
H,0.039,0.039,0.042,0.732,0.659,0.632,0.053,0.051,0.051,0.494,0.434,0.404
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,7,8,9,10,11,12
A,60 uM Fe_2 A,60 uM Fe_2 A,60 uM Fe_2 A,202507_MSM_WC_A_20,202507_MSM_WC_A_20,202507_MSM_WC_A_20,202507_GWI_UP_A_10,202507_GWI_UP_A_10,202507_GWI_UP_A_10,202507_GWI_UP_C_20,202507_GWI_UP_C_20,202507_GWI_UP_C_20
B,9 uM Fe_2 E,9 uM Fe_2 E,9 uM Fe_2 E,202507_MSM_WC_B_10,202507_MSM_WC_B_10,202507_MSM_WC_B_10,202507_GWI_UP_A_20,202507_GWI_UP_A_20,202507_GWI_UP_A_20,202507_GWI_TR_A_10,202507_GWI_TR_A_10,202507_GWI_TR_A_10
C,0.6 uM Fe_2 H,0.6 uM Fe_2 H,0.6 uM Fe_2 H,202507_MSM_WC_B_20,202507_MSM_WC_B_20,202507_MSM_WC_B_20,202507_GWI_UP_A_45,202507_GWI_UP_A_45,202507_GWI_UP_A_45,202507_GWI_TR_A_20,202507_GWI_TR_A_20,202507_GWI_TR_A_20
D,0.5 M HCl,0.5 M HCl,0.5 M HCl,202507_MSM_WC_C_10,202507_MSM_WC_C_10,202507_MSM_WC_C_10,202507_GWI_UP_A_45 dup,202507_GWI_UP_A_45 dup,202507_GWI_UP_A_45 dup,202507_GWI_TR_B_10,202507_GWI_TR_B_10,202507_GWI_TR_B_10
E,60 uM Fe_3 A,60 uM Fe_3 A,60 uM Fe_3 A,202507_MSM_WC_C_20,202507_MSM_WC_C_20,202507_MSM_WC_C_20,202507_GWI_UP_B_10,202507_GWI_UP_B_10,202507_GWI_UP_B_10,202507_GWI_TR_B_20,202507_GWI_TR_B_20,202507_GWI_TR_B_20
F,9 uM Fe_3 E,9 uM Fe_3 E,9 uM Fe_3 E,202507_MSM_SW_A,202507_MSM_SW_A,202507_MSM_SW_A,202507_GWI_UP_B_10 spk,202507_GWI_UP_B_10 spk,202507_GWI_UP_B_10 spk,202507_GWI_TR_B_45,202507_GWI_TR_B_45,202507_GWI_TR_B_45
G,0.6 uM Fe_3 H,0.6 uM Fe_3 H,0.6 uM Fe_3 H,202507_MSM_SW_B,202507_MSM_SW_B,202507_MSM_SW_B,202507_GWI_UP_B_20,202507_GWI_UP_B_20,202507_GWI_UP_B_20,202507_GWI_TR_C_10,202507_GWI_TR_C_10,202507_GWI_TR_C_10
H,0.5 M HCl,0.5 M HCl,0.5 M HCl,202507_MSM_SW_C,202507_MSM_SW_C,202507_MSM_SW_C,202507_GWI_UP_B_45,202507_GWI_UP_B_45,202507_GWI_UP_B_45,202507_GWI_TR_C_20,202507_GWI_TR_C_20,202507_GWI_TR_C_20
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,8,8,8,8,8,8
B,1,1,1,1,1,1,8,8,8,8,8,8
C,1,1,1,1,1,1,8,8,8,8,8,8
D,1,1,1,1,1,1,8,8,8,8,8,8
E,1,1,1,1,1,1,8,8,8,8,8,8
F,1,1,1,1,1,1,8,8,8,8,8,8
G,1,1,1,1,1,1,8,8,8,8,8,8
H,1,1,1,1,1,1,8,8,8,8,8,8
