Abs1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.165,0.188,0.17,0.064,0.062,0.068,0.165,0.183,0.192,0.479,0.569,0.477
B,0.064,0.06,0.063,0.059,0.058,0.079,0.199,0.191,0.191,0.516,0.443,0.546
C,0.041,0.04,0.042,0.455,0.502,0.548,0.319,0.451,0.381,0.04,0.044,0.04
D,0.04,0.06,0.048,0.446,0.472,0.435,0.433,0.394,0.379,0.043,0.047,0.047
E,0.043,0.042,0.04,0.504,0.467,0.494,0.846,0.877,0.799,0.04,0.044,0.041
F,0.049,0.039,0.041,0.306,0.296,0.4,0.114,0.135,0.123,0.041,0.042,0.04
G,0.04,0.038,0.038,0.062,0.07,0.069,0.619,0.548,0.519,0.047,0.046,0.049
H,0.041,0.039,0.038,1.103,1.179,1.072,0.286,0.217,0.265,0.067,0.065,0.069
,,,,,,,,,,,,
Abs2,1,2,3,4,5,6,7,8,9,10,11,12
A,0.282,0.275,0.282,0.081,0.08,0.081,0.239,0.277,0.27,0.601,0.691,0.6
B,0.082,0.078,0.078,0.072,0.072,0.089,0.277,0.279,0.263,0.681,0.604,0.725
C,0.042,0.042,0.045,0.623,0.638,0.714,0.503,0.565,0.512,0.041,0.044,0.041
D,0.041,0.061,0.049,0.611,0.675,0.629,0.554,0.537,0.526,0.045,0.046,0.05
E,0.171,0.163,0.163,0.625,0.666,0.65,0.959,0.961,0.942,0.043,0.045,0.043
F,0.06,0.057,0.057,0.467,0.464,0.532,0.14,0.149,0.16,0.044,0.044,0.042
G,0.041,0.04,0.039,0.075,0.079,0.08,0.754,0.734,0.688,0.051,0.052,0.057
H,0.039,0.039,0.04,1.147,1.191,1.143,0.388,0.29,0.38,0.085,0.078,0.081
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,7,8,9,10,11,12
A,60 uM Fe_2 A,60 uM Fe_2 A,60 uM Fe_2 A,202511_GWI_UP_A_45,202511_GWI_UP_A_45,202511_GWI_UP_A_45,202511_GWI_TR_C_10,202511_GWI_TR_C_10,202511_GWI_TR_C_10,202511_GWI_WC_B_45,202511_GWI_WC_B_45,202511_GWI_WC_B_45
B,9 uM Fe_2 E,9 uM Fe_2 E,9 uM Fe_2 E,202511_GWI_UP_B_10,202511_GWI_UP_B_10,202511_GWI_UP_B_10,202511_GWI_TR_C_20,202511_GWI_TR_C_20,202511_GWI_TR_C_20,202511_GWI_WC_C_10,202511_GWI_WC_C_10,202511_GWI_WC_C_10
C,0.6 uM Fe_2 H,0.6 uM Fe_2 H,0.6 uM Fe_2 H,202511_GWI_UP_B_20,202511_GWI_UP_B_20,202511_GWI_UP_B_20,202511_GWI_WC_A_10,202511_GWI_WC_A_10,202511_GWI_WC_A_10,202511_GWI_SW_A,202511_GWI_SW_A,202511_GWI_SW_A
D,0.5 M HCl,0.5 M HCl,0.5 M HCl,202511_GWI_UP_B_45,202511_GWI_UP_B_45,202511_GWI_UP_B_45,202511_GWI_WC_A_10 dup,202511_GWI_WC_A_10 dup,202511_GWI_WC_A_10 dup,202511_GWI_SW_B,202511_GWI_SW_B,202511_GWI_SW_B
E,60 uM Fe_3 A,60 uM Fe_3 A,60 uM Fe_3 A,202511_GWI_TR_A_20,202511_GWI_TR_A_20,202511_GWI_TR_A_20,202511_GWI_WC_A_45,202511_GWI_WC_A_45,202511_GWI_WC_A_45,202511_GWI_SW_C,202511_GWI_SW_C,202511_GWI_SW_C
F,9 uM Fe_3 E,9 uM Fe_3 E,9 uM Fe_3 E,202511_GWI_TR_A_10,202511_GWI_TR_A_10,202511_GWI_TR_A_10,202511_GWI_SW_C spk,202511_GWI_SW_C spk,202511_GWI_SW_C spk,202511_SWH_UP_A_10,202511_SWH_UP_A_10,202511_SWH_UP_A_10
G,0.6 uM Fe_3 H,0.6 uM Fe_3 H,0.6 uM Fe_3 H,202511_GWI_TR_B_20,202511_GWI_TR_B_20,202511_GWI_TR_B_20,202511_GWI_WC_B_10,202511_GWI_WC_B_10,202511_GWI_WC_B_10,202511_SWH_UP_A_20,202511_SWH_UP_A_20,202511_SWH_UP_A_20
H,0.5 M HCl,0.5 M HCl,0.5 M HCl,202511_GWI_TR_B_45,202511_GWI_TR_B_45,202511_GWI_TR_B_45,202511_GWI_WC_B_20,202511_GWI_WC_B_20,202511_GWI_WC_B_20,202511_SWH_UP_A_45,202511_SWH_UP_A_45,202511_SWH_UP_A_45
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,8,8,8,8,8,8,8,8,8
B,1,1,1,8,8,8,8,8,8,8,8,8
C,1,1,1,8,8,8,8,8,8,1,1,1
D,1,1,1,8,8,8,8,8,8,1,1,1
E,1,1,1,8,8,8,8,8,8,1,1,1
F,1,1,1,8,8,8,1,1,1,8,8,8
G,1,1,1,8,8,8,8,8,8,8,8,8
H,1,1,1,8,8,8,8,8,8,8,8,8
