Abs1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.201,0.201,0.204,0.265,0.354,0.338,0.354,0.333,0.357,0.041,0.042,0.042
B,0.06,0.064,0.063,0.388,0.584,0.55,0.413,0.29,0.392,0.041,0.04,0.039
C,0.046,0.046,0.045,0.05,0.05,0.05,0.099,0.118,0.174,0.403,0.516,0.518
D,0.039,0.039,0.038,0.398,0.417,0.389,0.126,0.114,0.223,0.04,0.041,0.04
E,0.04,0.044,0.04,0.07,0.094,0.093,0.047,0.05,0.049,1.058,0.907,0.948
F,0.039,0.039,0.039,0.65,0.576,0.634,0.136,0.101,0.128,0.042,0.041,0.042
G,0.038,0.039,0.038,0.096,0.086,0.103,0.045,0.044,0.046,0.043,0.044,0.044
H,0.038,0.038,0.039,0.173,0.178,0.157,0.045,0.044,0.045,0.049,0.048,0.047
,,,,,,,,,,,,
Abs2,1,2,3,4,5,6,7,8,9,10,11,12
A,0.3,0.294,0.296,0.543,0.625,0.699,0.716,0.537,0.639,0.044,0.044,0.044
B,0.076,0.079,0.078,0.995,0.938,0.915,0.562,0.535,0.543,0.042,0.041,0.042
C,0.052,0.052,0.051,0.063,0.064,0.062,0.16,0.16,0.206,0.569,0.652,0.655
D,0.039,0.039,0.039,0.944,1.014,0.872,0.178,0.166,0.212,0.042,0.042,0.043
E,0.182,0.166,0.171,0.092,0.093,0.093,0.058,0.056,0.056,1.117,1.005,1.091
F,0.057,0.057,0.058,1.092,1.103,1.051,0.174,0.147,0.159,0.044,0.043,0.044
G,0.04,0.041,0.04,0.149,0.121,0.133,0.051,0.052,0.052,0.045,0.046,0.045
H,0.039,0.039,0.039,0.263,0.257,0.252,0.048,0.049,0.05,0.049,0.049,0.048
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,7,8,9,10,11,12
A,60 uM Fe_2 A,60 uM Fe_2 A,60 uM Fe_2 A,202509_SWH_TR_C_10,202509_SWH_TR_C_10,202509_SWH_TR_C_10,202509_SWH_WC_C_10,202509_SWH_WC_C_10,202509_SWH_WC_C_10,202511_GCW_TR_A_20,202511_GCW_TR_A_20,202511_GCW_TR_A_20
B,9 uM Fe_2 E,9 uM Fe_2 E,9 uM Fe_2 E,202509_SWH_TR_C_20,202509_SWH_TR_C_20,202509_SWH_TR_C_20,202509_SWH_WC_C_20,202509_SWH_WC_C_20,202509_SWH_WC_C_20,202511_GCW_TR_B_10,202511_GCW_TR_B_10,202511_GCW_TR_B_10
C,0.6 uM Fe_2 H,0.6 uM Fe_2 H,0.6 uM Fe_2 H,202509_SWH_TR_C_45,202509_SWH_TR_C_45,202509_SWH_TR_C_45,202509_SWH_WC_C_45,202509_SWH_WC_C_45,202509_SWH_WC_C_45,202511_GCW_TR_B_20,202511_GCW_TR_B_20,202511_GCW_TR_B_20
D,0.5 M HCl,0.5 M HCl,0.5 M HCl,202509_SWH_WC_A_10,202509_SWH_WC_A_10,202509_SWH_WC_A_10,202509_SWH_WC_C_45 dup,202509_SWH_WC_C_45 dup,202509_SWH_WC_C_45 dup,202511_GCW_TR_C_20,202511_GCW_TR_C_20,202511_GCW_TR_C_20
E,60 uM Fe_3 A,60 uM Fe_3 A,60 uM Fe_3 A,202509_SWH_WC_A_45,202509_SWH_WC_A_45,202509_SWH_WC_A_45,202509_SWH_SW_A,202509_SWH_SW_A,202509_SWH_SW_A,202511_GCW_TR_C_45,202511_GCW_TR_C_45,202511_GCW_TR_C_45
F,9 uM Fe_3 E,9 uM Fe_3 E,9 uM Fe_3 E,202509_SWH_WC_B_10,202509_SWH_WC_B_10,202509_SWH_WC_B_10,202509_SWH_SW_A spk,202509_SWH_SW_A spk,202509_SWH_SW_A spk,202511_GCW_WC_A_10,202511_GCW_WC_A_10,202511_GCW_WC_A_10
G,0.6 uM Fe_3 H,0.6 uM Fe_3 H,0.6 uM Fe_3 H,202509_SWH_WC_B_20,202509_SWH_WC_B_20,202509_SWH_WC_B_20,202509_SWH_SW_B,202509_SWH_SW_B,202509_SWH_SW_B,202511_GCW_WC_A_20,202511_GCW_WC_A_20,202511_GCW_WC_A_20
H,0.5 M HCl,0.5 M HCl,0.5 M HCl,202509_SWH_WC_B_45,202509_SWH_WC_B_45,202509_SWH_WC_B_45,202509_SWH_SW_C,202509_SWH_SW_C,202509_SWH_SW_C,202511_GCW_WC_A_45,202511_GCW_WC_A_45,202511_GCW_WC_A_45
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,8,8,8
B,1,1,1,1,1,1,1,1,1,8,8,8
C,1,1,1,1,1,1,1,1,1,8,8,8
D,1,1,1,1,1,1,1,1,1,8,8,8
E,1,1,1,1,1,1,1,1,1,8,8,8
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
