Abs1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.2,0.211,0.215,0.065,0.067,0.064,0.068,0.072,0.065,0.413,0.394,0.393
B,0.064,0.066,0.062,0.042,0.04,0.042,0.191,0.231,0.24,0.19,0.12,0.112
C,0.04,0.04,0.04,0.052,0.05,0.05,0.982,0.758,0.564,0.544,0.683,0.406
D,0.038,0.038,0.038,0.127,0.127,0.129,0.799,0.79,0.728,0.305,0.474,0.319
E,0.04,0.041,0.041,0.046,0.046,0.046,0.275,0.275,0.261,0.042,0.042,0.045
F,0.039,0.039,0.039,0.057,0.06,0.056,0.226,0.248,0.235,0.597,0.526,0.903
G,0.038,0.038,0.038,0.059,0.055,0.058,0.416,0.394,0.376,0.519,0.984,0.681
H,0.038,0.039,0.038,0.34,0.372,0.271,0.319,0.334,0.484,0.056,0.056,0.055
,,,,,,,,,,,,
Abs2,1,2,3,4,5,6,7,8,9,10,11,12
A,0.302,0.308,0.269,0.082,0.082,0.079,0.079,0.085,0.076,0.396,0.381,0.377
B,0.08,0.082,0.078,0.043,0.042,0.044,0.332,0.351,0.392,0.268,0.306,0.215
C,0.042,0.041,0.041,0.058,0.057,0.058,1.281,1.202,1.041,0.978,1.06,0.96
D,0.039,0.039,0.039,0.19,0.196,0.185,1.268,1.128,1.187,0.666,0.774,0.652
E,0.175,0.179,0.165,0.051,0.052,0.052,0.619,0.789,0.507,0.045,0.046,0.048
F,0.058,0.059,0.058,0.07,0.071,0.07,0.439,0.438,0.426,1.159,0.951,1.333
G,0.04,0.04,0.041,0.071,0.067,0.071,0.568,0.58,0.566,1.426,1.272,1.219
H,0.039,0.039,0.039,0.644,0.644,0.54,0.477,0.462,0.476,0.059,0.058,0.057
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,7,8,9,10,11,12
A,60 uM Fe_2 A,60 uM Fe_2 A,60 uM Fe_2 A,202509_SWH_UP_A_45,202509_SWH_UP_A_45,202509_SWH_UP_A_45,202509_SWH_UP_B_20,202509_SWH_UP_B_20,202509_SWH_UP_B_20,202509_SWH_SWAMP_C_20,202509_SWH_SWAMP_C_20,202509_SWH_SWAMP_C_20
B,9 uM Fe_2 E,9 uM Fe_2 E,9 uM Fe_2 E,202509_SWH_UP_B_10,202509_SWH_UP_B_10,202509_SWH_UP_B_10,202509_SWH_SWAMP_A_45,202509_SWH_SWAMP_A_45,202509_SWH_SWAMP_A_45,202509_SWH_SWAMP_C_45,202509_SWH_SWAMP_C_45,202509_SWH_SWAMP_C_45
C,0.6 uM Fe_2 H,0.6 uM Fe_2 H,0.6 uM Fe_2 H,202509_SWH_SWAMP_B_20,202509_SWH_SWAMP_B_20,202509_SWH_SWAMP_B_20,202509_SWH_SWAMP_B_10,202509_SWH_SWAMP_B_10,202509_SWH_SWAMP_B_10,202509_SWH_TR_A_10,202509_SWH_TR_A_10,202509_SWH_TR_A_10
D,0.5 M HCl,0.5 M HCl,0.5 M HCl,202509_SWH_UP_B_45,202509_SWH_UP_B_45,202509_SWH_UP_B_45,202509_SWH_SWAMP_B_10 dup,202509_SWH_SWAMP_B_10 dup,202509_SWH_SWAMP_B_10 dup,202509_SWH_TR_A_20,202509_SWH_TR_A_20,202509_SWH_TR_A_20
E,60 uM Fe_3 A,60 uM Fe_3 A,60 uM Fe_3 A,202509_SWH_UP_C_10,202509_SWH_UP_C_10,202509_SWH_UP_C_10,202509_SWH_SWAMP_A_20,202509_SWH_SWAMP_A_20,202509_SWH_SWAMP_A_20,202509_SWH_TR_A_45,202509_SWH_TR_A_45,202509_SWH_TR_A_45
F,9 uM Fe_3 E,9 uM Fe_3 E,9 uM Fe_3 E,202509_SWH_UP_C_20,202509_SWH_UP_C_20,202509_SWH_UP_C_20,202509_SWH_SWAMP_A_20 spk,202509_SWH_SWAMP_A_20 spk,202509_SWH_SWAMP_A_20 spk,202509_SWH_TR_B_10,202509_SWH_TR_B_10,202509_SWH_TR_B_10
G,0.6 uM Fe_3 H,0.6 uM Fe_3 H,0.6 uM Fe_3 H,202509_SWH_UP_C_45,202509_SWH_UP_C_45,202509_SWH_UP_C_45,202509_SWH_SWAMP_B_45,202509_SWH_SWAMP_B_45,202509_SWH_SWAMP_B_45,202509_SWH_TR_B_20,202509_SWH_TR_B_20,202509_SWH_TR_B_20
H,0.5 M HCl,0.5 M HCl,0.5 M HCl,202509_SWH_SWAMP_A_10,202509_SWH_SWAMP_A_10,202509_SWH_SWAMP_A_10,202509_SWH_SWAMP_C_10,202509_SWH_SWAMP_C_10,202509_SWH_SWAMP_C_10,202509_SWH_TR_B_45,202509_SWH_TR_B_45,202509_SWH_TR_B_45
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,8,8,8,8,8,8,1,1,1
B,1,1,1,8,8,8,1,1,1,1,1,1
C,1,1,1,8,8,8,1,1,1,1,1,1
D,1,1,1,8,8,8,1,1,1,1,1,1
E,1,1,1,8,8,8,1,1,1,1,1,1
F,1,1,1,8,8,8,1,1,1,1,1,1
G,1,1,1,8,8,8,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
