,1,2,3,4,5,6,7,8,9,10,11,12
A,0.053,0.056,0.057,0.845,0.755,0.787,0.059,0.063,0.064,0.085,0.079,0.079
B,0.118,0.138,0.169,1.431,1.384,1.126,0.057,0.054,0.055,0.059,0.06,0.058
C,0.239,0.211,0.239,0.056,0.057,0.055,0.061,0.06,0.071,0.197,0.208,0.214
D,0.422,0.409,0.416,0.057,0.058,0.056,0.41,0.403,0.401,0.831,0.848,0.839
E,0.658,0.691,0.584,0.056,0.056,0.057,0.061,0.064,0.064,0.15,0.109,0.095
F,1.03,1.06,0.911,0.057,0.056,0.059,0.061,0.066,0.059,0.055,0.059,0.058
G,1.067,1.031,0.987,0.058,0.059,0.062,0.06,0.061,0.064,0.252,0.244,0.223
H,1.056,1.085,1.01,0.061,0.059,0.059,0.072,0.072,0.095,0.685,0.724,0.612
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,35,35,35,43,43,43,48,48,48
B,Std 1,Std 1,Std 1,36,36,36,ChkStd 0,ChkStd 0,ChkStd 0,49,49,49
C,Std 2,Std 2,Std 2,37,37,37,43 Dup,43 Dup,43 Dup,50,50,50
D,Std 3,Std 3,Std 3,38,38,38,ChkStd 3,ChkStd 3,ChkStd 3,35 Spike,35 Spike,35 Spike
E,Std 4,Std 4,Std 4,39,39,39,44,44,44,44 Spike,44 Spike,44 Spike
F,Std 5,Std 5,Std 5,40,40,40,45,45,45,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,41,41,41,46,46,46,50 Dup,50 Dup,50 Dup
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,42,42,42,47,47,47,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,25,25,25,1,1,1,1,1,1
B,1,1,1,25,25,25,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,25,25,25
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
