,1,2,3,4,5,6,7,8,9,10,11,12
A,0.053,0.056,0.054,0.058,0.061,0.055,0.627,0.601,0.599,0.045,0.046,0.045
B,0.112,0.119,0.111,0.055,0.055,0.056,0.053,0.056,0.054,0.045,0.044,0.044
C,0.201,0.234,0.2,0.055,0.058,0.054,0.618,0.608,0.577,0.045,0.045,0.046
D,0.365,0.402,0.462,0.59,0.532,0.575,0.374,0.426,0.348,0.093,0.092,0.089
E,0.829,0.697,0.652,0.81,0.78,0.883,0.598,0.723,0.591,0.75,0.604,0.719
F,1.223,1.18,1.155,0.36,0.384,0.343,0.044,0.044,0.044,0.052,0.053,0.057
G,1.178,1.157,1.159,0.6,0.503,0.556,0.044,0.044,0.044,0.045,0.045,0.044
H,1.161,1.131,1.095,0.72,0.762,0.733,0.044,0.045,0.046,0.676,0.757,0.653
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,99,99,99,36,36,36,,,
B,Std 1,Std 1,Std 1,100,100,100,ChkStd 0,ChkStd 0,ChkStd 0,,,
C,Std 2,Std 2,Std 2,101,101,101,36 Dup,36 Dup,36 Dup,,,
D,Std 3,Std 3,Std 3,29,29,29,ChkStd 3,ChkStd 3,ChkStd 3,99 Spike,99 Spike,99 Spike
E,Std 4,Std 4,Std 4,30,30,30,81,81,81,81 Spike,81 Spike,81 Spike
F,Std 5,Std 5,Std 5,31,31,31,,,,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,32,32,32,,,,,,
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,33,33,33,,,,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,100,100,100,,,
B,1,1,1,1,1,1,1,1,1,,,
C,1,1,1,1,1,1,100,100,100,,,
D,1,1,1,100,100,100,1,1,1,1,1,1
E,1,1,1,100,100,100,5,5,5,5,5,5
F,1,1,1,100,100,100,,,,1,1,1
G,1,1,1,100,100,100,,,,,,
H,1,1,1,100,100,100,,,,1,1,1
