,1,2,3,4,5,6,7,8,9,10,11,12
A,0.056,0.056,0.058,0.093,0.158,0.194,0.574,0.545,0.632,0.046,0.046,0.045
B,0.143,0.129,0.132,0.057,0.055,0.058,0.056,0.053,0.051,0.045,0.05,0.044
C,0.248,0.365,0.215,0.056,0.057,0.062,0.058,0.055,0.057,0.045,0.047,0.054
D,0.425,0.393,0.429,0.083,0.104,0.103,0.421,0.392,0.375,0.083,0.084,0.048
E,0.823,0.741,0.664,0.341,0.322,0.315,0.046,0.045,0.046,0.045,0.044,0.044
F,1.097,1.117,0.991,0.501,0.433,0.462,0.045,0.045,0.045,0.053,0.052,0.055
G,1.039,1.002,0.987,0.546,0.488,0.533,0.044,0.045,0.044,0.044,0.045,0.044
H,1.156,1.198,1.145,0.512,0.456,0.452,0.046,0.046,0.046,0.714,0.664,0.668
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,17,17,17,16,16,16,,,
B,Std 1,Std 1,Std 1,18,18,18,ChkStd 0,ChkStd 0,ChkStd 0,,,
C,Std 2,Std 2,Std 2,19,19,19,19 Dup,19 Dup,19 Dup,,,
D,Std 3,Std 3,Std 3,20,20,20,ChkStd 3,ChkStd 3,ChkStd 3,,,
E,Std 4,Std 4,Std 4,11,11,11,,,,,,
F,Std 5,Std 5,Std 5,12,12,12,,,,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,14,14,14,,,,,,
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,15,15,15,,,,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,50,50,50,,,
B,1,1,1,1,1,1,1,1,1,,,
C,1,1,1,1,1,1,1,1,1,,,
D,1,1,1,1,1,1,1,1,1,,,
E,1,1,1,50,50,50,,,,,,
F,1,1,1,50,50,50,,,,1,1,1
G,1,1,1,50,50,50,,,,,,
H,1,1,1,50,50,50,,,,1,1,1
