,1,2,3,4,5,6,7,8,9,10,11,12
A,0.055,0.054,0.053,0.125,0.128,0.113,0.061,0.059,0.056,1.431,1.317,1.404
B,0.113,0.119,0.116,0.083,0.087,0.084,0.06,0.059,0.055,1.821,1.764,1.469
C,0.215,0.236,0.213,0.055,0.058,0.065,0.058,0.059,0.057,0.479,0.477,0.423
D,0.38,0.402,0.326,0.12,0.121,0.118,0.436,0.394,0.36,0.105,0.098,0.108
E,0.689,0.727,0.636,0.064,0.064,0.068,1.101,1.052,1.007,1.164,1.047,1.075
F,1.034,1.086,1.069,0.063,0.066,0.064,1.438,1.279,1.229,0.055,0.059,0.056
G,0.933,1.009,0.997,0.061,0.06,0.061,1.816,1.911,1.592,0.492,0.458,0.444
H,1.075,1.032,1.106,0.06,0.057,0.058,1.135,1.028,1.072,0.785,0.601,0.711
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,13,13,13,27,27,27,32,32,32
B,Std 1,Std 1,Std 1,17,17,17,ChkStd 0,ChkStd 0,ChkStd 0,33,33,33
C,Std 2,Std 2,Std 2,21,21,21,27 Dup,27 Dup,27 Dup,34,34,34
D,Std 3,Std 3,Std 3,22,22,22,ChkStd 3,ChkStd 3,ChkStd 3,13 Dup,13 Dup,13 Dup
E,Std 4,Std 4,Std 4,23,23,23,28,28,28,28 Dup,28 Dup,28 Dup
F,Std 5,Std 5,Std 5,24,24,24,29,29,29,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,25,25,25,30,30,30,34 Dup,34 Dup,34 Dup
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,26,26,26,31,31,31,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,25,25,25
B,1,1,1,1,1,1,1,1,1,25,25,25
C,1,1,1,1,1,1,1,1,1,25,25,25
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,25,25,25,25,25,25
F,1,1,1,1,1,1,25,25,25,1,1,1
G,1,1,1,1,1,1,25,25,25,25,25,25
H,1,1,1,1,1,1,25,25,25,1,1,1
