[Header]	
System	Smithsonian TCTN	
S/W Version	1.00	
User	SJW	
Date/Time	9/9/2022 2:48:04 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Result(TOC)	Result(TC)	Result(IC)	Result(POC)	Result(NPOC)	Result(TN)	Unit	Vial	Date / Time	
Unknown	NPOC/TN	Cond_Blank1	Untitled					0.6778	-0.01378	mg/L	1	8/23/2022 11:52:26 AM	
Unknown	NPOC/TN	Cond_Blank2	Untitled					0.6280	0.01746	mg/L	2	8/23/2022 12:15:13 PM	
Unknown	NPOC/TN	Cond_Blank3	Untitled					0.6458	-0.01179	mg/L	3	8/23/2022 12:29:51 PM	
Unknown	NPOC/TN	Cond_Blank4	Untitled					0.6136	-0.00838	mg/L	4	8/23/2022 12:50:30 PM	
Unknown	NPOC/TN	Cond_Blank5	Untitled					0.6136	-0.01673	mg/L	5	8/23/2022 1:10:20 PM	
Unknown	NPOC/TN	CheckStd_10ppm_C_1ppm_N	Untitled					9.709	1.014	mg/L	6	8/23/2022 1:32:03 PM	
Standard	NPOC	C_CalCurve	Untitled					100.0		mg/L	7, 8, 9, 10, 11, 12, 13, 14	8/23/2022 4:23:01 PM	
Standard	TN	N_CalCurve	Untitled						3.000	mg/L	15, 16, 17, 18, 19, 20	8/23/2022 6:09:27 PM	
Unknown	NPOC/TN	CheckStd_10ppm_C_1ppm_N	Untitled					12.60	2.647	mg/L	21	8/23/2022 6:31:14 PM	
Unknown	NPOC/TN	CheckStd_10ppm_C_1ppm_N	Untitled					13.12	2.643	mg/L	22	8/23/2022 6:55:49 PM	
Unknown	NPOC/TN	CheckStd_10ppm_C_1ppm_N	Untitled					12.48	2.699	mg/L	23	8/23/2022 7:19:59 PM	
Unknown	NPOC/TN	Blank_1	Untitled					-9.443	-0.3848	mg/L	24	8/23/2022 7:40:37 PM	
Unknown	NPOC/TN	CheckStd_10ppm_C_1ppm_N	Untitled					12.85	2.617	mg/L	25	8/23/2022 8:02:24 PM	
Unknown	NPOC/TN	Blank_2	Untitled					-9.292	-0.3778	mg/L	26	8/23/2022 8:23:30 PM	
Unknown	NPOC/TN	1_202208_GCrew_UP_LysA_20cm	Untitled					54.31	2.333	mg/L	27	8/23/2022 8:46:49 PM	
Unknown	NPOC/TN	2_202208_GCrew_UP_LysB_10cm	Untitled					-9.748	-0.4001	mg/L	28	8/23/2022 9:08:51 PM	
Unknown	NPOC/TN	3_202208_GCrew_TR_LysA_10cm	Untitled					158.4	7.774	mg/L	29	8/23/2022 9:27:57 PM	
Unknown	NPOC/TN	4_202208_GCrew_TR_LysA_45cm	Untitled					23.24	1.228	mg/L	30	8/23/2022 9:51:01 PM	
Unknown	NPOC/TN	5_202208_GCrew_TR_LysB_20cm	Untitled					-9.134	-0.3737	mg/L	31	8/23/2022 10:15:50 PM	
Unknown	NPOC/TN	6_202208_GCrew_TR_LysC_10cm	Untitled					236.8	7.779	mg/L	32	8/23/2022 10:41:12 PM	
Unknown	NPOC/TN	7_202208_GCrew_TR_LysC_20cm	Untitled					477.2	18.58	mg/L	33	8/23/2022 11:06:46 PM	
Unknown	NPOC/TN	8_202208_GCrew_WC_SipA_10cm	Untitled					8.143	3.093	mg/L	34	8/23/2022 11:30:15 PM	
Unknown	NPOC/TN	9_202208_GCrew_WC_SipA_20cm	Untitled					2.051	4.640	mg/L	35	8/23/2022 11:53:55 PM	
Unknown	NPOC/TN	10_202208_GCrew_WC_SipA_45cm	Untitled					351.9	24.01	mg/L	36	8/24/2022 12:18:58 AM	
Unknown	NPOC/TN	Blank_3	Untitled					-8.282	-0.3893	mg/L	37	8/24/2022 12:40:05 AM	
Unknown	NPOC/TN	CheckStd_10ppm_C_1ppm_N	Untitled					13.29	2.538	mg/L	38	8/24/2022 1:02:12 AM	
Unknown	NPOC/TN	Blank_4	Untitled					-9.748	-0.4001	mg/L	39	8/24/2022 1:22:51 AM	
Unknown	NPOC/TN	11_202208_GCrew_WC_SipB_10cm	Untitled					-9.748	-0.3603	mg/L	40	8/24/2022 1:44:21 AM	
Unknown	NPOC/TN	12_202208_GCrew_WC_SipB_20cm	Untitled					39.59	1.306	mg/L	41	8/24/2022 2:08:56 AM	
Unknown	NPOC/TN	13_202208_GCrew_WC_SipB_45cm	Untitled					153.1	5.113	mg/L	42	8/24/2022 2:34:15 AM	
Unknown	NPOC/TN	14_202208_GCrew_WC_SipC_10cm	Untitled					28.12	1.434	mg/L	43	8/24/2022 3:00:02 AM	
Unknown	NPOC/TN	15_202208_GCrew_WC_SipC_20cm	Untitled					34.88	1.525	mg/L	44	8/24/2022 3:24:06 AM	
Unknown	NPOC/TN	16_202208_GCrew_WC_SipC_45cm	Untitled					155.7	5.622	mg/L	45	8/24/2022 3:46:41 AM	
Unknown	NPOC/TN	17_202208_GCrew_WC_LysA_10cm	Untitled					151.7	4.681	mg/L	46	8/24/2022 4:09:37 AM	
Unknown	NPOC/TN	18_202208_GCrew_WC_LysA_20cm	Untitled					273.1	9.312	mg/L	47	8/24/2022 4:33:20 AM	
Unknown	NPOC/TN	19_202208_GCrew_WC_LysA_45cm	Untitled					404.9	16.89	mg/L	48	8/24/2022 4:57:34 AM	
Unknown	NPOC/TN	20_202208_GCrew_SW_A	Untitled					37.87	1.194	mg/L	49	8/24/2022 5:20:43 AM	
Unknown	NPOC/TN	21_202208_GCrew_SW_B	Untitled					39.04	1.005	mg/L	50	8/24/2022 5:43:36 AM	
Unknown	NPOC/TN	22_202208_GCrew_SW_C	Untitled					-9.407	-0.3968	mg/L	51	8/24/2022 6:06:33 AM	
Unknown	NPOC/TN	Blank_5	Untitled					-8.673	-0.3915	mg/L	52	8/24/2022 6:28:00 AM	
Unknown	NPOC/TN	CheckStd_10ppm_C_1ppm_N	Untitled					13.97	2.760	mg/L	53	8/24/2022 6:44:34 AM	
Unknown	NPOC/TN	Blank_6	Untitled					-8.000	-0.3749	mg/L	54	8/24/2022 7:05:23 AM	
Unknown	NPOC/TN	23_202208_GWI_UP_LysA_10cm	Untitled					80.58	3.304	mg/L	55	8/24/2022 7:30:53 AM	
Unknown	NPOC/TN	24_202208_GWI_UP_LysA_20cm	Untitled					62.36	2.451	mg/L	56	8/24/2022 7:55:39 AM	
Unknown	NPOC/TN	25_202208_GWI_UP_LysA_45cm	Untitled					70.89	2.499	mg/L	57	8/24/2022 8:22:54 AM	
Unknown	NPOC/TN	26_202208_GWI_UP_LysB_10cm	Untitled					73.55	2.944	mg/L	58	8/24/2022 8:39:54 AM	
Unknown	NPOC/TN	27_202208_GWI_UP_LysB_20cm	Untitled					274.7	8.759	mg/L	59	8/24/2022 9:04:07 AM	
Unknown	NPOC/TN	28_202208_GWI_UP_LysB_45cm	Untitled					100.0	3.519	mg/L	60	8/24/2022 9:27:09 AM	
Unknown	NPOC/TN	29_202208_GWI_UP_LysC_10cm	Untitled					348.0	11.85	mg/L	61	8/24/2022 9:51:29 AM	
Unknown	NPOC/TN	30_202208_GWI_UP_LysC_20cm	Untitled					353.4	10.85	mg/L	62	8/24/2022 10:15:44 AM	
Unknown	NPOC/TN	Blank_7	Untitled					-7.938	-0.3816	mg/L	63	8/24/2022 10:37:10 AM	
Unknown	NPOC/TN	CheckStd_10ppm_C_1ppm_N	Untitled					15.06	2.707	mg/L	64	8/24/2022 11:02:57 AM	
Unknown	NPOC/TN	Blank_8	Untitled					-8.878	-0.3532	mg/L	65	8/24/2022 11:23:18 AM	
Unknown	NPOC/TN	31_202208_GWI_TR_LysA_10cm	Untitled					159.1	6.131	mg/L	66	8/24/2022 11:46:18 AM	
