"","Year","Site","Zone","Depth_cm","min_H2S_mM","max_H2S_mM","mean_H2S_mM","sd_H2S_mM"
"1",2023,"GCW","SW",0,0,0,0,0
"2",2023,"GCW","TR",10,0,6.6111,1.56872666666667,2.67153330918692
"3",2023,"GCW","TR",20,0,3.4363,0.157004545454545,0.732450717651283
"4",2023,"GCW","TR",45,0,0.5542,0.024095652173913,0.115558688270431
"5",2023,"GCW","UP",10,0,0.6401,0.0914428571428571,0.241935059173206
"6",2023,"GCW","UP",20,0,0.0089,0.000635714285714286,0.00237862505302058
"7",2023,"GCW","UP",45,0,0,0,0
"8",2023,"GCW","WC",10,75.7712,4391.7243,1612.91740833333,1144.25843655449
"9",2023,"GCW","WC",20,69.8399,3789.7417,1766.87035416667,913.131085353081
"10",2023,"GCW","WC",45,69.2309,3528.0101,2080.9499375,1067.4198393277
"11",2023,"GWI","SW",0,0,0,0,0
"12",2023,"GWI","TR",10,0,103.7387,10.7890541666667,27.9269728712611
"13",2023,"GWI","TR",20,0,562.7485,88.0287041666667,142.424692768273
"14",2023,"GWI","TR",45,0,32.6079,4.9411875,10.1222927836367
"15",2023,"GWI","UP",10,0,9.1983,0.484121052631579,2.11023474486159
"16",2023,"GWI","UP",20,0,10.9337,0.630504347826087,2.29451582979113
"17",2023,"GWI","UP",45,0,0,0,0
"18",2023,"GWI","WC",10,0,22.8852,1.71949166666667,4.91521100320368
"19",2023,"GWI","WC",20,0,10.3044,0.941133333333333,2.45755488853147
"20",2023,"GWI","WC",45,0,4.1178,0.76159375,1.52476814214216
"21",2023,"MSM","SW",0,0,0,0,0
"22",2023,"MSM","TR",10,0,7.1928,1.03290833333333,1.91062841333436
"23",2023,"MSM","TR",20,0,37.1865,11.5507166666667,10.7614605659215
"24",2023,"MSM","TR",45,0,17.5893,1.91683333333333,4.39834390144317
"25",2023,"MSM","UP",10,0,0.091,0.0056875,0.02275
"26",2023,"MSM","UP",20,0,10.5215,1.24405625,2.78274332484301
"27",2023,"MSM","UP",45,0,0,0,0
"28",2023,"MSM","WC",10,87.8039,3236.5684,1219.33114583333,969.897768455069
"29",2023,"MSM","WC",20,136.0977,2477.5469,1227.638325,741.402389026941
"30",2023,"MSM","WC",45,0,5.193,0.975871428571429,1.39712381238846
"31",2023,"SWH","SW",0,0,0,0,0
"32",2023,"SWH","SWAMP",10,0,5.5333,0.690828571428571,1.69128865045055
"33",2023,"SWH","SWAMP",20,0,17.9554,6.57647142857143,6.655737302519
"34",2023,"SWH","SWAMP",45,0.2664,74.3616,18.4028523809524,24.4011938480604
"35",2023,"SWH","TR",10,0,29.4689,3.95925238095238,8.64410220836259
"36",2023,"SWH","TR",20,0,585.0088,87.6490952380952,149.890005488076
"37",2023,"SWH","TR",45,44.5285,759.7757,321.491952380952,245.165954181804
"38",2023,"SWH","UP",10,0,0,0,0
"39",2023,"SWH","UP",20,0,0.7865,0.0557285714285714,0.187171785114256
"40",2023,"SWH","UP",45,0,27.6411,14.7325380952381,9.02929373796623
"41",2023,"SWH","WC",10,0,278.9486,45.1507888888889,73.7905257554262
"42",2023,"SWH","WC",20,0,1009.9359,59.7498833333333,237.172142422972
"43",2023,"SWH","WC",45,0,21.1908,7.11271111111111,7.18792337538858
"44",2024,"GCW","SW",0,0,0,0,0
"45",2024,"GCW","TR",10,0,6.2368,2.0116,2.94313824344015
"46",2024,"GCW","TR",20,0,1.1219,0.182444444444444,0.392044296320936
"47",2024,"GCW","TR",45,0,3.7631,0.418122222222222,1.25436666666667
"48",2024,"GCW","UP",10,0,0,0,NA
"49",2024,"GCW","UP",20,0,0,0,0
"50",2024,"GCW","WC",10,951.0593,3512.5043,2347.01166666667,812.747217455692
"51",2024,"GCW","WC",20,1677.6222,4483.2818,2903.84362222222,1156.19913391998
"52",2024,"GCW","WC",45,2672.9067,6657.4222,4810.89582222222,1351.9210507797
"53",2024,"GWI","SW",0,0,0,0,0
"54",2024,"GWI","TR",10,0,27.4462,2.665625,7.83853098692316
"55",2024,"GWI","TR",20,0,77.184,20.5563583333333,27.4395283933584
"56",2024,"GWI","TR",45,0,26.2844,7.23465,10.2640799010085
"57",2024,"GWI","UP",10,0,0,0,0
"58",2024,"GWI","UP",20,0,5.5465,1.24745454545455,2.20061669645744
"59",2024,"GWI","UP",45,0,0,0,0
"60",2024,"GWI","WC",10,0,0.4826,0.0438727272727273,0.145509374893229
"61",2024,"GWI","WC",20,0,4.7763,1.33063333333333,1.68173055139639
"62",2024,"GWI","WC",45,0,5.2632,1.06018333333333,1.80618265402394
"63",2024,"MSM","SW",0,0,0.7968,0.0885333333333333,0.2656
"64",2024,"MSM","TR",10,0,5.5128,0.854225,1.91277043484799
"65",2024,"MSM","TR",20,0,16.0606,5.38666666666667,5.59199362034686
"66",2024,"MSM","TR",45,0,6.2428,0.826022222222222,2.05634025016398
"67",2024,"MSM","UP",10,0,0,0,0
"68",2024,"MSM","UP",20,0,4.4908,0.89816,2.00834681467121
"69",2024,"MSM","UP",45,0,0,0,0
"70",2024,"MSM","WC",10,183.7101,2358.0456,1524.0897,728.954652381426
"71",2024,"MSM","WC",20,218.1766,2359.8839,1481.17206666667,754.081759594691
"72",2024,"MSM","WC",45,0,7.8028,2.04246666666667,3.33688391567143
"73",2024,"SWH","SW",0,0,0,0,0
"74",2024,"SWH","SWAMP",10,0,55.2427,10.528019047619,15.7043242071927
"75",2024,"SWH","SWAMP",20,0,76.9936,21.7146,23.3831468693159
"76",2024,"SWH","SWAMP",45,0,228.0973,30.323519047619,50.5522816068041
"77",2024,"SWH","TR",10,0,19.5302,2.077885,4.82472300511428
"78",2024,"SWH","TR",20,0,49.5827,18.3440238095238,15.2480959738554
"79",2024,"SWH","TR",45,0,357.287,109.388328571429,80.4738504036693
"80",2024,"SWH","UP",10,0,0,0,0
"81",2024,"SWH","UP",20,0,11.1472,0.530819047619048,2.43251846603865
"82",2024,"SWH","UP",45,16.4651,48.5297,26.673125,8.81347225569887
"83",2024,"SWH","WC",10,6.5593,56.8702,24.43719,12.7864686326436
"84",2024,"SWH","WC",20,1.0859,18.8439,8.96075238095238,5.14318465287987
"85",2024,"SWH","WC",45,0,21.7305,9.01761,7.0644132374436
"86",2025,"GCW","SW",0,0,0,0,0
"87",2025,"GCW","TR",10,0,0,0,0
"88",2025,"GCW","TR",20,0,4.9441,0.412008333333333,1.42723873295021
"89",2025,"GCW","TR",45,0,0,0,0
"90",2025,"GCW","UP",10,0,0,0,0
"91",2025,"GCW","UP",20,0,0,0,0
"92",2025,"GCW","WC",10,402.2458,4429.7481,2293.81764166667,1304.34853978463
"93",2025,"GCW","WC",20,339.0624,5099.3559,2494.29129166667,1421.45337773988
"94",2025,"GCW","WC",45,1273.5963,7194.6234,4338.16641818182,1950.84751259372
"95",2025,"GWI","SW",0,0,0,0,0
"96",2025,"GWI","TR",10,0,0.4177,0.040875,0.120500449829413
"97",2025,"GWI","TR",20,0,82.3384,15.9321416666667,26.1370671401385
"98",2025,"GWI","TR",45,0,4.6174,1.42951666666667,1.86386784125556
"99",2025,"GWI","UP",10,0,0,0,0
"100",2025,"GWI","UP",20,0,19.1848,3.02827692307692,5.91195534547776
"101",2025,"GWI","UP",45,0,2.7285,0.27285,0.862827459576942
"102",2025,"GWI","WC",10,0,0,0,0
"103",2025,"GWI","WC",20,0,0,0,0
"104",2025,"GWI","WC",45,0,0,0,0
"105",2025,"MSM","SW",0,0,0,0,0
"106",2025,"MSM","TR",10,0,4.7174,0.8300625,1.61002047718788
"107",2025,"MSM","TR",20,0,24.6103,8.53628333333333,7.53185483008768
"108",2025,"MSM","TR",45,0,12.4705,2.173175,3.94074249421119
"109",2025,"MSM","UP",10,0,3.0091,0.334344444444444,1.00303333333333
"110",2025,"MSM","UP",20,0,0,0,0
"111",2025,"MSM","UP",45,0,7.7517,1.10664545454545,2.57228157609685
"112",2025,"MSM","WC",10,5.0787,2538.5894,1074.09153333333,963.489678512464
"113",2025,"MSM","WC",20,511.4959,2094.8374,1317.377975,571.601114957278
"114",2025,"MSM","WC",45,0.8964,2.4988,1.642225,0.679840296809969
"115",2025,"SWH","SW",0,0,0.0791,0.00659166666666667,0.0228342031464497
"116",2025,"SWH","SWAMP",10,3.1671,29.0115,15.3603916666667,8.82663990227707
"117",2025,"SWH","SWAMP",20,0,51.6842,20.0898636363636,14.1936529413166
"118",2025,"SWH","SWAMP",45,0.2197,63.0206,14.5437083333333,17.3597606891998
"119",2025,"SWH","TR",10,0,17.1178,2.8266,5.38493402677575
"120",2025,"SWH","TR",20,0,29.194,11.5991166666667,10.0108838263737
"121",2025,"SWH","TR",45,13.3954,519.3859,185.7535,140.243136604463
"122",2025,"SWH","UP",10,0,0,0,0
"123",2025,"SWH","UP",20,0,0,0,0
"124",2025,"SWH","UP",45,3.9565,19.8574,11.2411272727273,5.38043058483072
"125",2025,"SWH","WC",10,3.0799,36.3911,16.9601,10.2868709479608
"126",2025,"SWH","WC",20,0.7424,18.4824,8.73250909090909,5.78147566949037
"127",2025,"SWH","WC",45,0,13.5232,4.56505,4.50504078772778
