"","Year","Site","Zone","Depth_cm","min_NOx_mgL","max_NOx_mgL","mean_NOx_mgL","sd_NOx_mgL","min_NH3_mgL","max_NH3_mgL","mean_NH3_mgL","sd_NH3_mgL","min_PO4_mgL","max_PO4_mgL","mean_PO4_mgL","sd_PO4_mgL"
"1",2022,"GCW","SW",0,0,0.0213,0.0116333333333333,0.00735798885565886,0.0314,2.5773,0.447941666666667,0.717145465728643,0,0.6966,0.119458333333333,0.191707113057835
"2",2022,"GCW","TR",10,0,0.0153,0.00422,0.00528200298708317,0.0077,1.3936,0.3433,0.445411854355045,0.0019,0.0678,0.0190615384615385,0.0180005341801078
"3",2022,"GCW","TR",20,0,0.0158,0.004275,0.00576984716986822,0.253,1.5155,0.572516666666667,0.362622816922682,0.0027,0.0395,0.0173333333333333,0.0130390815266576
"4",2022,"GCW","TR",45,0,0.0241,0.0072,0.00846296745721134,0.0442,0.1997,0.0957333333333333,0.0460458850432019,0,0.0346,0.0102888888888889,0.0105056225220195
"5",2022,"GCW","UP",10,0.0078,0.0686,0.0215,0.0234899127286587,0.0066,2.036,0.258755555555556,0.666884705386004,0.0019,1.1614,0.141811111111111,0.382583155812055
"6",2022,"GCW","UP",20,0,0.0163,0.0077875,0.00636473262820768,0.0033,0.8581,0.129433333333333,0.27480609982313,7e-04,0.9378,0.133911111111111,0.304878658011857
"7",2022,"GCW","WC",10,0,0,0,0,0.0793,0.6431,0.367816666666667,0.221366532399698,0,0.2131,0.113933333333333,0.0779784243664019
"8",2022,"GCW","WC",20,0,0,0,0,0.0972,1.1314,0.550716666666667,0.37466707043276,0.0606,0.2923,0.159783333333333,0.0952867969168167
"9",2022,"GCW","WC",45,0,0.0082,0.0041,0.00579827560572969,0.1144,2.9479,1.65106666666667,0.973672073475802,0.0682,0.8173,0.445216666666667,0.272857445686693
"10",2022,"GWI","SW",0,4e-04,0.0203,0.00861666666666667,0.00673671532227193,0.2415,0.7375,0.432966666666667,0.172500262626063,0,0.026,0.0135333333333333,0.00846923129852284
"11",2022,"GWI","TR",10,0,0.024,0.00548823529411765,0.00704040857771596,0.0451,0.8656,0.38155,0.225670843721298,0,0.0551,0.0177444444444444,0.016383069532913
"12",2022,"GWI","TR",20,0,0.0142,0.00503333333333333,0.00450685752003348,0.1741,1.7007,0.612083333333333,0.413297359479759,3e-04,0.1004,0.0260111111111111,0.0249216864902105
"13",2022,"GWI","TR",45,0,0.0345,0.00676153846153846,0.00954729791280745,0.2938,1.3943,0.706261538461538,0.317234719985223,0,0.1039,0.0260384615384615,0.0280078720619025
"14",2022,"GWI","UP",10,0,0.0222,0.00611875,0.00677753335169465,0.0141,0.7263,0.245364705882353,0.224673738288369,0.0012,0.1907,0.0744705882352941,0.0572493314885192
"15",2022,"GWI","UP",20,0,0.0115,0.00298888888888889,0.00396171218019341,0.0934,0.8919,0.394788888888889,0.229811779478181,0,0.0967,0.0365555555555556,0.029691377679332
"16",2022,"GWI","UP",45,0,0.0298,0.00975,0.010746911701094,0.1162,0.4089,0.23861,0.0972230476790354,0,0.1215,0.04281,0.0385828243306958
"17",2022,"GWI","WC",10,Inf,-Inf,NA,NA,0.5474,0.8366,0.656266666666667,0.157288821387069,0.0241,0.0394,0.0334666666666667,0.00820751687986893
"18",2022,"GWI","WC",20,Inf,-Inf,NA,NA,0.4913,1.3526,0.788633333333333,0.488650614788658,0.0156,0.052,0.0313333333333333,0.0186947407934246
"19",2022,"GWI","WC",45,Inf,-Inf,NA,NA,0.447,0.6702,0.568166666666667,0.11282341660016,0.0024,0.0534,0.0270333333333333,0.0255441447954973
"20",2022,"MSM","SW",0,0,0.0076,0.00256666666666667,0.00296858552175948,0.0485,0.6284,0.260155555555556,0.164828313034435,7e-04,1.2569,0.142344444444444,0.417961158814761
"21",2022,"MSM","TR",10,0,0.0421,0.00644666666666667,0.0146508832823274,0.1505,0.6567,0.378473333333333,0.158274032102854,0,0.0832,0.02486,0.0241389075383054
"22",2022,"MSM","TR",20,0,0.0062,0.00196,0.00228685685728563,0.6271,1.74,1.21501333333333,0.383245901789041,2e-04,0.0813,0.02258,0.02174344564625
"23",2022,"MSM","TR",45,0,0.0072,0.00197857142857143,0.00247733683664491,0.032,2.0228,1.07728571428571,0.552163485903256,0,0.7508,0.0898285714285714,0.196491798335673
"24",2022,"MSM","UP",10,0,0.0114,0.00285,0.00359304884464434,0.0299,1.076,0.433708333333333,0.370878645818605,0,0.1222,0.019375,0.0333025285690277
"25",2022,"MSM","UP",20,0,0.011,0.00273333333333333,0.00302930134959642,0.1945,2.2202,1.25955333333333,0.694142437901068,0,0.1555,0.0315666666666667,0.0425335777720995
"26",2022,"MSM","UP",45,0,0.0202,0.003575,0.00562544947699131,0.351,1.9389,0.9061,0.413142638806502,0,0.1752,0.0468,0.0565648742595615
"27",2022,"MSM","WC",10,Inf,-Inf,NA,NA,0.2403,0.9053,0.4977,0.357038205238599,0.0376,0.0737,0.0538666666666667,0.0183123819677652
"28",2022,"MSM","WC",20,Inf,-Inf,NA,NA,0.5327,2.0012,1.05573333333333,0.82034169913112,0.0512,0.092,0.0734,0.0206368602263038
"29",2022,"MSM","WC",45,Inf,-Inf,NA,NA,0.0147,0.2147,0.106366666666667,0.101036297108185,0.0044,0.03,0.0149333333333333,0.0133885523240317
"30",2023,"GCW","SW",0,0.0045,0.0265,0.0145277777777778,0.0060935651262387,0.0139,0.2116,0.124561111111111,0.0624142719245309,0.0173,0.0985,0.05615,0.0293226322949677
"31",2023,"GCW","TR",10,0.0048,0.0137,0.00921818181818182,0.00261373991889713,0,0.5716,0.202227272727273,0.188546827557024,0.005,0.014,0.00901818181818182,0.00316980068200453
"32",2023,"GCW","TR",20,0.0024,0.0243,0.01112,0.00716660908061028,0.0022,2.7866,0.6654,0.737438617300257,0.0033,0.0346,0.0125066666666667,0.0109324854491208
"33",2023,"GCW","TR",45,0.0035,0.0196,0.0101733333333333,0.00467232989702853,0.013,0.7262,0.15272,0.201056183334766,0.0032,0.0105,0.00531333333333333,0.00218529719020636
"34",2023,"GCW","UP",10,0.0053,0.0168,0.01028,0.00455598507460242,0.0225,0.1111,0.06174,0.0381615382289551,0.0038,0.0072,0.005,0.00159216833280907
"35",2023,"GCW","UP",20,0.0021,0.0277,0.015,0.00887148991620536,0,0.0598,0.0294571428571429,0.0222313485228147,0.0093,0.0204,0.0162142857142857,0.00457034957504295
"36",2023,"GCW","WC",10,0.0059,0.0316,0.0147111111111111,0.00786338416062171,0.028,1.6866,0.429061111111111,0.478944694263752,0.037,0.2897,0.140605555555556,0.0797765369621495
"37",2023,"GCW","WC",20,0.0048,0.0267,0.0133333333333333,0.00551617941097982,0.0322,1.4765,0.4511,0.449438567417565,0.0317,0.2358,0.114994444444444,0.0604408361391751
"38",2023,"GCW","WC",45,0.0077,0.0286,0.0190166666666667,0.00553228492312067,0.2543,2.0579,1.27913888888889,0.662948457883762,0.0064,0.455,0.265338888888889,0.138550373675973
"39",2023,"GWI","SW",0,0.0032,0.0253,0.011,0.00668404597442562,0.1093,0.4436,0.304077777777778,0.100900425904514,0.0018,0.0204,0.00843888888888889,0.00508841115718602
"40",2023,"GWI","TR",10,0.0053,0.0558,0.0173944444444444,0.012019663899687,0.0187,0.6059,0.235727777777778,0.159484392766025,0.0026,0.0081,0.00412222222222222,0.00147311417055065
"41",2023,"GWI","TR",20,0.0054,0.0261,0.0123277777777778,0.00632444422627331,0.036,0.8095,0.342744444444444,0.209251886553368,0.0024,0.0167,0.00642777777777778,0.00404399417517989
"42",2023,"GWI","TR",45,0.0036,0.0395,0.0147538461538462,0.010585100801332,0.3551,1.1317,0.714961538461538,0.225094600625535,0.0042,0.0247,0.0117153846153846,0.00559491527398556
"43",2023,"GWI","UP",10,0.0037,0.0201,0.00968571428571429,0.00523389208654767,0,0.7135,0.252113333333333,0.262145678874135,0.0065,0.0509,0.0268,0.0138524881725785
"44",2023,"GWI","UP",20,0.0026,0.0318,0.0124,0.00794076282769573,0.0779,0.525,0.29906,0.140116430157209,0.0055,0.0327,0.0130866666666667,0.00733376405661481
"45",2023,"GWI","UP",45,0.0025,0.0165,0.00997,0.00403155608226457,0.0635,0.8674,0.38275,0.217246584169541,0.0052,0.0326,0.01141,0.00886509384546429
"46",2023,"GWI","WC",10,0.0055,0.0225,0.0116388888888889,0.0049172133295297,0.1468,0.9813,0.484005555555556,0.264597891308618,0.0026,0.014,0.00678888888888889,0.00377497781666858
"47",2023,"GWI","WC",20,0.0063,0.0274,0.0131166666666667,0.00612778148128284,0.1313,0.8886,0.458738888888889,0.19298342549644,0.0025,0.0167,0.00611666666666667,0.00450923888190875
"48",2023,"GWI","WC",45,0.0024,0.0263,0.0123416666666667,0.00769208073674517,0.4678,1.0934,0.726225,0.159385040503692,0.0036,0.0215,0.00819166666666667,0.00630547501394741
"49",2023,"MSM","SW",0,0.0014,0.0151,0.00803333333333333,0.00356964325124745,0.1388,0.3539,0.219794444444444,0.057824587404466,0.0013,0.0068,0.00387777777777778,0.00144448466510116
"50",2023,"MSM","TR",10,0,0.0956,0.0152666666666667,0.024099426402742,0.0615,2.2807,1.28312222222222,0.652066926874982,0.0035,0.011,0.00856111111111111,0.00190390894767732
"51",2023,"MSM","TR",20,0,0.0102,0.00411111111111111,0.00316727548327077,0.0324,3.2701,2.09776666666667,0.837600796392677,0.0062,0.0186,0.0115444444444444,0.00353090926836671
"52",2023,"MSM","TR",45,0,0.0107,0.00442352941176471,0.00360962764903887,0.7603,3.4657,1.72544705882353,0.651663740089211,0.0067,0.0414,0.0177,0.010129412618706
"53",2023,"MSM","UP",10,0.0014,0.0129,0.00718333333333333,0.00379541190322625,0,0.4432,0.126666666666667,0.153283820727987,0.0032,0.0234,0.00670833333333333,0.00556800247082843
"54",2023,"MSM","UP",20,0.0013,0.0181,0.00795454545454545,0.00509673692402573,0.0313,2.7503,0.880890909090909,0.930232008108241,0.0038,0.0111,0.00636363636363636,0.00250090892567991
"55",2023,"MSM","UP",45,0.0035,0.0363,0.0112692307692308,0.00866587027899147,0.651,1.6725,1.10106666666667,0.365630982209543,0.0042,0.0208,0.00940833333333333,0.00623355412021882
