[Header]	
System	TOCL TNML ASIL 9ML	
S/W Version	1.00	
User	sjw	
Date/Time	7/23/2026 6:46:53 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_KSO4_20260714.2026_07_14_17_51_47.cal	1.00		7/17/2026 1:28:54 PM	1	1	NPOC	1.899	-0.2385	NPOC:-0.2221mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_KSO4_20260714.2026_07_14_17_51_47.cal	1.00		7/17/2026 1:32:49 PM	1	2	NPOC	2.024	-0.2091	NPOC:-0.2221mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_KSO4_20260714.2026_07_14_17_51_47.cal	1.00		7/17/2026 1:36:37 PM	1	3	NPOC	1.247	-0.3923	NPOC:-0.2221mg/L TN:0.000mg/L	1	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_KSO4_20260714.2026_07_14_17_51_47.cal	1.00		7/17/2026 1:40:25 PM	1	4	NPOC	15.14	2.884	NPOC:-0.2221mg/L TN:0.000mg/L	1	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_KSO4_20260714.2026_07_14_17_51_47.cal	1.00		7/17/2026 1:44:31 PM	1	5	NPOC	1.983	-0.2187	NPOC:-0.2221mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20260717.cal	1.00		7/17/2026 1:28:54 PM	1	1	TN	0.8152	0.000	NPOC:-0.2221mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20260717.cal	1.00		7/17/2026 1:32:49 PM	1	2	TN	0.5841	0.000	NPOC:-0.2221mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20260717.cal	1.00		7/17/2026 1:36:37 PM	1	3	TN	0.2517	0.000	NPOC:-0.2221mg/L TN:0.000mg/L	1	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20260717.cal	1.00		7/17/2026 1:40:25 PM	1	4	TN	3.380	0.000	NPOC:-0.2221mg/L TN:0.000mg/L	1	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20260717.cal	1.00		7/17/2026 1:44:31 PM	1	5	TN	0.6357	0.000	NPOC:-0.2221mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_KSO4_20260714.2026_07_14_17_51_47.cal	1.00		7/17/2026 1:54:51 PM	1	1	NPOC	2.270	-0.1511	NPOC:-0.2832mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_KSO4_20260714.2026_07_14_17_51_47.cal	1.00		7/17/2026 1:58:58 PM	1	2	NPOC	14.64	2.766	NPOC:-0.2832mg/L TN:0.000mg/L	1	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_KSO4_20260714.2026_07_14_17_51_47.cal	1.00		7/17/2026 2:02:51 PM	1	3	NPOC	15.11	2.877	NPOC:-0.2832mg/L TN:0.000mg/L	1	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_KSO4_20260714.2026_07_14_17_51_47.cal	1.00		7/17/2026 2:06:40 PM	1	4	NPOC	2.095	-0.1923	NPOC:-0.2832mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_KSO4_20260714.2026_07_14_17_51_47.cal	1.00		7/17/2026 2:10:43 PM	1	5	NPOC	0.7641	-0.5062	NPOC:-0.2832mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20260717.cal	1.00		7/17/2026 1:54:51 PM	1	1	TN	1.308	0.000	NPOC:-0.2832mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20260717.cal	1.00		7/17/2026 1:58:58 PM	1	2	TN	1.808	0.000	NPOC:-0.2832mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20260717.cal	1.00		7/17/2026 2:02:51 PM	1	3	TN	1.773	0.000	NPOC:-0.2832mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20260717.cal	1.00		7/17/2026 2:06:40 PM	1	4	TN	0.5552	0.000	NPOC:-0.2832mg/L TN:0.000mg/L	1	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20260717.cal	1.00		7/17/2026 2:10:43 PM	1	5	TN	0.4866	0.000	NPOC:-0.2832mg/L TN:0.000mg/L	1	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_KSO4_20260714.2026_07_14_17_51_47.cal	1.00		7/17/2026 2:19:24 PM	1	1	NPOC	1.069	-0.4343	NPOC:-0.4009mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_KSO4_20260714.2026_07_14_17_51_47.cal	1.00		7/17/2026 2:23:41 PM	1	2	NPOC	0.000	-0.6864	NPOC:-0.4009mg/L TN:0.000mg/L	1	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_KSO4_20260714.2026_07_14_17_51_47.cal	1.00		7/17/2026 2:27:29 PM	1	3	NPOC	12.30	2.214	NPOC:-0.4009mg/L TN:0.000mg/L	1	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_KSO4_20260714.2026_07_14_17_51_47.cal	1.00		7/17/2026 2:31:57 PM	1	4	NPOC	1.391	-0.3583	NPOC:-0.4009mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_KSO4_20260714.2026_07_14_17_51_47.cal	1.00		7/17/2026 2:35:45 PM	1	5	NPOC	1.171	-0.4102	NPOC:-0.4009mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20260717.cal	1.00		7/17/2026 2:19:24 PM	1	1	TN	0.9716	0.000	NPOC:-0.4009mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20260717.cal	1.00		7/17/2026 2:23:41 PM	1	2	TN	0.1961	0.000	NPOC:-0.4009mg/L TN:0.000mg/L	1	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20260717.cal	1.00		7/17/2026 2:27:29 PM	1	3	TN	1.216	0.000	NPOC:-0.4009mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20260717.cal	1.00		7/17/2026 2:31:57 PM	1	4	TN	0.6802	0.000	NPOC:-0.4009mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Cond_Blank	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20260717.cal	1.00		7/17/2026 2:35:45 PM	1	5	TN	0.1178	0.000	NPOC:-0.4009mg/L TN:0.000mg/L	1	50	
Unknown	NPOC/TN	Chk_Std_50C_2N	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20260717.cal	1.00		7/17/2026 2:46:16 PM	1	1	NPOC	172.0	0.000	NPOC:0.000mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Chk_Std_50C_2N	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20260717.cal	1.00		7/17/2026 2:50:05 PM	1	2	NPOC	170.2	0.000	NPOC:0.000mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Chk_Std_50C_2N	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20260717.cal	1.00		7/17/2026 2:53:57 PM	1	3	NPOC	173.1	0.000	NPOC:0.000mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Chk_Std_50C_2N	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20260717.cal	1.00		7/17/2026 2:46:16 PM	1	1	TN	26.59	0.000	NPOC:0.000mg/L TN:0.000mg/L	0	50	
Unknown	NPOC/TN	Chk_Std_50C_2N	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2026_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20260717.cal	1.00		7/17/2026 2:50:05 PM	1	2	TN	26.06	0.000	NPOC:0.000mg/L TN:0.000mg/L	0	50	
