"","ID_full","IDs","FE_2_mean","FE_2_sd","FE_2_cv","FE_3_mean","FE_3_sd","FE_3_cv","FE_tot_mean","FE_tot_sd","FE_2_flag","FE_3_flag","Dilution","Plate","QAQC_flag","Abs1_mean","Abs2_mean","FE_2_cv_flag","FE_3_cv_flag"
"16","Plate11_8_202511_SWH_UP_C_45","202511_SWH_UP_C_45",1067.06557962083,3.72589895721489,0.349172443416163,1529.08366776715,362.255011864834,23.6909869290422,2596.14924738798,362.260154474858,"Within range","High",8,"Plate11","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",0.335,0.819,"ok","High cv rerun"
"17","Plate13_1_202509_MSM_WC_A_45","202509_MSM_WC_A_45",224.434853219543,16.1369765643081,7.19004928727486,73.3655008272333,23.7470663666882,32.3681650079779,297.800354046777,24.0844376639398,"Within range","High",1,"Plate13","FE_2_diff Std curve r2 low; Fe3 Chk Std 60 out of range",0.5305,0.9665,"ok","High cv rerun"
"18","Plate13_50_202509_MSM_TR_A_20","202509_MSM_TR_A_20",5955.029239164,275.861765266878,4.6324166379006,0,0,0,5955.029239164,16.6090868282058,"Within range","High",50,"Plate13","FE_2_diff Std curve r2 low; Fe3 Chk Std 60 out of range",0.304333333333333,0.462,"ok","ok"
"19","Plate14_8_202509_GWI_UP_C_20","202509_GWI_UP_C_20",919.271587651305,30.1160827228993,3.27608109806205,53.0497199440666,22.3053812696291,42.0461810036829,972.321307595372,22.9705488899682,"Within range","High",8,"Plate14","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe2 Chk Std 60 out of range; Fe3 Chk Std 60 out of range",0.295333333333333,0.465,"ok","High cv rerun"
"20","Plate7_1_202509_SWH_SWAMP_A_10","202509_SWH_SWAMP_A_10",143.163682215293,10.5384336746502,7.36110828638945,74.033625216189,5.17367695109978,6.98827990118259,217.197307431482,6.10781195429192,"Within range","High",1,"Plate7","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",0.356,0.592,"ok","ok"
"21","Plate7_1_202509_SWH_SWAMP_A_20","202509_SWH_SWAMP_A_20",103.265514215117,3.76451034036241,3.6454670941941,96.0551578731581,41.0932009008961,42.7808373967383,199.320672088275,41.1389799414347,"Within range","High",1,"Plate7","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",0.270333333333333,0.563,"ok","High cv rerun"
"22","Plate7_1_202509_SWH_SWAMP_B_10","202509_SWH_SWAMP_B_10",382.552690216351,73.7690357225514,19.2833660850304,0,0,0,382.552690216351,8.58889024976751,"Within range","High",1,"Plate7","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",0.87,1.2415,"High cv rerun","ok"
"23","Plate7_1_202509_SWH_TR_A_10","202509_SWH_TR_A_10",263.091054900648,45.7763212742618,17.399421387226,135.737727613068,98.4362959463119,72.5194812653067,398.828782513716,98.66853946879,"Within range","High",1,"Plate7","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",0.6135,0.969,"High cv rerun","High cv rerun"
"24","Plate7_1_202509_SWH_TR_A_20","202509_SWH_TR_A_20",122.671237950611,4.61056473265947,3.75847249093202,110.850379045436,17.3236764546732,15.6279812517127,233.521616996047,17.456240449732,"Within range","High",1,"Plate7","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",0.312,0.659,"ok","High cv rerun"
"25","Plate7_1_202509_SWH_TR_B_10","202509_SWH_TR_B_10",238.872711678751,23.3821497156301,9.78853949088823,97.4689876648911,41.4958692672036,42.5734074615312,336.341699343642,41.7766599425623,"Within range","High",1,"Plate7","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",0.5615,1.055,"ok","High cv rerun"
"26","Plate7_1_202509_SWH_TR_B_20","202509_SWH_TR_B_20",256.803600410348,53.3508204779167,20.7749503483079,230.729552474672,221.322855173922,95.9230635174993,487.53315288502,221.44334951137,"Within range","High",1,"Plate7","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",0.6,1.3225,"High cv rerun","High cv rerun"
"27","Plate8_1_202509_SWH_TR_C_10","202509_SWH_TR_C_10",138.506308518774,5.2692168373251,3.80431540893378,97.4251023639536,15.8397578071831,16.2583948313547,235.931410882728,16.0052224048135,"Within range","High",1,"Plate8","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.346,0.621,"ok","High cv rerun"
"28","Plate8_1_202509_SWH_TR_C_20","202509_SWH_TR_C_20",241.434267211836,11.1970857793158,4.63773676728806,133.124137278409,162.442351807594,122.02321466908,374.558404490245,162.47681295053,"Within range","High",1,"Plate8","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.567,0.955,"ok","High cv rerun"
"29","Plate8_1_202509_SWH_WC_A_10","202509_SWH_WC_A_10",164.277109639511,6.6574926551847,4.05259909295573,216.158923555652,17.7520111975917,8.21248131031767,380.436033195162,17.9385449302502,"Within range","High",1,"Plate8","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.401333333333333,0.979,"ok","ok"
"30","Plate8_1_202509_SWH_WC_B_10","202509_SWH_WC_B_10",266.118347803385,18.1338778807844,6.81421556629464,20.1971837103157,6.62819523646442,32.8174231196356,286.315531513701,7.87825170792822,"Within range","High",1,"Plate8","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.62,1.0715,"ok","High cv rerun"
"31","Plate8_1_202509_SWH_WC_C_10","202509_SWH_WC_C_10",139.437783258078,6.09030638562875,4.36775904157665,75.3786150121782,38.0205411792722,50.4394265842236,214.816398270256,38.100549312974,"Within range","High",1,"Plate8","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.348,0.6775,"ok","High cv rerun"
"32","Plate8_1_202509_SWH_WC_C_20","202509_SWH_WC_C_20",164.820469904105,6.91584709898918,4.19598797589459,0,0,0,164.820469904105,2.62979982108699,"Within range","High",1,"Plate8","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.4025,0.5525,"ok","ok"
"33","Plate10_8_202511_GWI_UP_B_20","202511_GWI_UP_B_20",1774.98638149166,121.191987258477,6.82776997740287,0,0,0,1774.98638149166,11.0087232347115,"Within range","High",8,"Plate10","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.525,0.658333333333333,"ok","ok"
"34","Plate10_8_202511_GWI_WC_B_10","202511_GWI_WC_B_10",1806.65652262799,76.4036441412141,4.22900773801077,0,0,0,1806.65652262799,8.74091780885818,"Within range","High",8,"Plate10","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.5335,0.725333333333333,"ok","ok"
"35","Plate10_8_202511_GWI_WC_B_45","202511_GWI_WC_B_45",1599.86913050256,5.26921683732524,0.329352991245605,0,0,0,1599.86913050256,2.29547747480241,"Within range","High",8,"Plate10","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.478,0.630666666666667,"ok","ok"
"36","Plate10_8_202511_GWI_WC_C_10","202511_GWI_WC_C_10",1797.34177523495,79.0382525598766,4.39750823404439,0,0,0,1797.34177523495,8.89034603150387,"Within range","High",8,"Plate10","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.531,0.67,"ok","ok"
"37","Plate14_8_202509_GWI_TR_A_20","202509_GWI_TR_A_20",1778.71228044888,94.845903071852,5.33227909394748,0,0,0,1778.71228044888,9.73888613096241,"Within range","High",8,"Plate14","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe2 Chk Std 60 out of range; Fe3 Chk Std 60 out of range",0.526,0.651,"ok","ok"
"38","Plate14_8_202509_GWI_TR_B_45","202509_GWI_TR_B_45",3785.10886890911,71.1344273038893,1.87932315205482,0,0,0,3785.10886890911,8.43412279397741,"Within range","High",8,"Plate14","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe2 Chk Std 60 out of range; Fe3 Chk Std 60 out of range",1.0645,1.01533333333333,"ok","ok"
"39","Plate14_8_202509_GWI_WC_B_10","202509_GWI_WC_B_10",1130.40586189348,0,0,0,0,0,1130.40586189348,0,"Within range","High",8,"Plate14","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe2 Chk Std 60 out of range; Fe3 Chk Std 60 out of range",0.352,0.577,"ok","ok"
"40","Plate14_8_202509_GWI_WC_B_45","202509_GWI_WC_B_45",1819.69716897824,121.191987258477,6.66000856211292,0,0,0,1819.69716897824,11.0087232347115,"Within range","High",8,"Plate14","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe2 Chk Std 60 out of range; Fe3 Chk Std 60 out of range",0.537,0.658,"ok","ok"
"41","Plate7_1_202509_SWH_SWAMP_C_10","202509_SWH_SWAMP_C_10",129.424429810563,4.93989078499229,3.81681479472056,0,0,0,129.424429810563,2.22258650787597,"Within range","High",1,"Plate7","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",0.3265,0.471666666666667,"ok","ok"
"42","Plate8_8_202511_GCW_TR_B_20","202511_GCW_TR_B_20",1745.17918983394,5.26921683732508,0.301929845830126,0,0,0,1745.17918983394,2.29547747480237,"Within range","High",8,"Plate8","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.517,0.625333333333333,"ok","ok"
"43","Plate10_8_202511_GWI_TR_A_20","202511_GWI_TR_A_20",1638.37008639378,71.3130960863742,4.35268543283413,0,0,0,1638.37008639378,8.44470817058673,"Within range","High",8,"Plate10","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.488333333333333,0.647,"ok","ok"
"44","Plate10_8_202511_GWI_TR_B_45","202511_GWI_TR_B_45",3984.44446312011,205.127572823222,5.14821011365264,0,0,0,3984.44446312011,14.3222754066252,"High","High",8,"Plate10","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",1.118,1.16033333333333,"ok","ok"
"45","Plate10_8_202511_GWI_UP_B_45","202511_GWI_UP_B_45",1499.26985865776,70.7920801870833,4.72177038565031,0,0,0,1499.26985865776,8.41380295627865,"Within range","High",8,"Plate10","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.451,0.638333333333333,"ok","ok"
"46","Plate10_8_202511_GWI_WC_A_45","202511_GWI_WC_A_45",2951.12848565251,146.32556019961,4.95829174876663,0,0,0,2951.12848565251,12.0965102488118,"Within range","High",8,"Plate10","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.840666666666667,0.954,"ok","ok"
"47","Plate12_8_202509_GCW_TR_B_45","202509_GCW_TR_B_45",1244.66676324807,40.8718265525062,3.28375656515864,0,0,0,1244.66676324807,6.39310773822139,"Within range","High",8,"Plate12","FE_2_diff Std curve r2 low; Fe3 Chk Std 60 out of range",0.382666666666667,0.532333333333333,"ok","ok"
"48","Plate13_50_202509_MSM_TR_A_45","202509_MSM_TR_A_45",7336.71676913119,317.874995473906,4.33266003686208,0,0,0,7336.71676913119,17.8290492027451,"Within range","High",50,"Plate13","FE_2_diff Std curve r2 low; Fe3 Chk Std 60 out of range",0.363666666666667,0.521333333333333,"ok","ok"
"49","Plate14_8_202509_GWI_TR_A_10","202509_GWI_TR_A_10",1404.88041840832,94.6505457005406,6.7372670627566,0,0,0,1404.88041840832,9.72885120148009,"Within range","High",8,"Plate14","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe2 Chk Std 60 out of range; Fe3 Chk Std 60 out of range",0.425666666666667,0.587,"ok","ok"
"50","Plate14_8_202509_GWI_TR_C_45","202509_GWI_TR_C_45",5389.10836999013,20.7449274334863,0.384941738210476,0,0,0,5389.10836999013,4.55465996903021,"High","High",8,"Plate14","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe2 Chk Std 60 out of range; Fe3 Chk Std 60 out of range",1.495,1.39166666666667,"ok","ok"
"51","Plate14_8_202509_GWI_WC_A_10","202509_GWI_WC_A_10",1425.99384583253,87.8817333175998,6.16284099503193,0,0,0,1425.99384583253,9.37452576494405,"Within range","High",8,"Plate14","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe2 Chk Std 60 out of range; Fe3 Chk Std 60 out of range",0.431333333333333,0.594666666666667,"ok","ok"
"52","Plate14_8_202509_GWI_WC_A_45","202509_GWI_WC_A_45",2676.65392913767,213.777004014986,7.98672557882211,0,0,0,2676.65392913767,14.6211150058737,"Within range","High",8,"Plate14","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe2 Chk Std 60 out of range; Fe3 Chk Std 60 out of range",0.767,0.914,"ok","ok"
"53","Plate14_8_202509_GWI_WC_C_10","202509_GWI_WC_C_10",1557.64227565413,96.4664909561579,6.19310944906443,0,0,0,1557.64227565413,9.82173563868209,"Within range","High",8,"Plate14","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe2 Chk Std 60 out of range; Fe3 Chk Std 60 out of range",0.466666666666667,0.623,"ok","ok"
"54","Plate7_1_202509_SWH_SWAMP_B_45","202509_SWH_SWAMP_B_45",161.4826854216,9.33025905639362,5.77786964096748,0,0,0,161.4826854216,3.05454727519376,"Within range","High",1,"Plate7","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",0.395333333333333,0.571333333333333,"ok","ok"
"55","Plate8_8_202511_GCW_TR_C_45","202511_GCW_TR_C_45",3436.73731640952,290.93044455861,8.46530932607197,0,0,0,3436.73731640952,17.0566832813009,"Within range","High",8,"Plate8","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.971,1.071,"ok","ok"
"56","Plate9_50_202511_MSM_TR_A_20","202511_MSM_TR_A_20",8175.04403450455,223.764067350702,2.73716039211847,0,0,0,8175.04403450455,14.9587455139361,"Within range","High",50,"Plate9","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",0.399666666666667,0.589666666666667,"ok","ok"
"57","Plate10_8_202511_GWI_TR_C_20","202511_GWI_TR_C_20",463.777998800286,0,0,0,0,0,463.777998800286,0,"Within range","Below MDL",8,"Plate10","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.191,0.27,"ok","ok"
"58","Plate10_8_202511_GWI_UP_A_45","202511_GWI_UP_A_45",74.4036356298358,4.30201957215655,5.78200182792068,12.3275801763069,7.57372684726164,61.4372548297682,86.7312158061427,7.85260198463467,"Within range","Below MDL",8,"Plate10","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.063,0.0805,"ok","High cv rerun"
"59","Plate10_8_202511_GWI_UP_B_10","202511_GWI_UP_B_10",60.7146931746247,2.15100978607826,3.54281587142609,4.43302736210079,5.5967176024867,126.250463742557,65.1477205367255,5.78569422870435,"Within range","Below MDL",8,"Plate10","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.0585,0.072,"ok","High cv rerun"
"60","Plate10_8_202511_SWH_UP_A_20","202511_SWH_UP_A_20",24.210846627395,2.15100978607827,8.88448809404446,1.91430928445109,1.30838898109905,68.347836565721,26.1251559118461,1.96542400309442,"Within range","Below MDL",8,"Plate10","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.0465,0.0545,"ok","High cv rerun"
"61","Plate10_8_202511_SWH_UP_A_45","202511_SWH_UP_A_45",86.5715844789124,6.08397442453828,7.02768057343371,0,0,0,86.5715844789124,2.46657139052132,"Within range","Below MDL",8,"Plate10","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.067,0.0795,"ok","ok"
"62","Plate12_8_202509_GCW_TR_A_20","202509_GCW_TR_A_20",18.1268722028567,2.15100978607827,11.8664144702211,0,0,0,18.1268722028567,1.46663212363506,"Within range","Below MDL",8,"Plate12","FE_2_diff Std curve r2 low; Fe3 Chk Std 60 out of range",0.0445,0.051,"High cv rerun","ok"
"63","Plate13_50_202509_MSM_TR_B_20","202509_MSM_TR_B_20",1466.34351339173,104.712244846966,7.14104463863044,0,0,0,1466.34351339173,10.232900119075,"Within range","Below MDL",50,"Plate13","FE_2_diff Std curve r2 low; Fe3 Chk Std 60 out of range",0.115666666666667,0.1585,"ok","ok"
"64","Plate13_50_202509_MSM_TR_B_45","202509_MSM_TR_B_45",4581.103998691,410.228003638841,8.95478478017656,0,0,0,4581.103998691,20.2540860973494,"Within range","Below MDL",50,"Plate13","FE_2_diff Std curve r2 low; Fe3 Chk Std 60 out of range",0.245333333333333,0.375,"ok","ok"
"65","Plate13_8_202509_MSM_UP_B_20","202509_MSM_UP_B_20",24.210846627395,2.15100978607827,8.88448809404446,0,0,0,24.210846627395,1.46663212363506,"Within range","Below MDL",8,"Plate13","FE_2_diff Std curve r2 low; Fe3 Chk Std 60 out of range",0.0465,0.0515,"ok","ok"
"66","Plate13_8_202509_MSM_UP_B_45","202509_MSM_UP_B_45",603.812142607109,54.5476358006413,9.03387526542914,0,0,0,603.812142607109,7.38563712895789,"Within range","Below MDL",8,"Plate13","FE_2_diff Std curve r2 low; Fe3 Chk Std 60 out of range",0.210666666666667,0.308,"ok","ok"
"67","Plate13_8_202509_MSM_UP_C_45","202509_MSM_UP_C_45",444.005081920537,27.9631272190176,6.29792954127091,0,0,0,444.005081920537,5.28801732400884,"Within range","Below MDL",8,"Plate13","FE_2_diff Std curve r2 low; Fe3 Chk Std 60 out of range",0.1845,0.292,"ok","ok"
"68","Plate14_8_202509_GWI_UP_B_45","202509_GWI_UP_B_45",425.753158646922,10.7550489303914,2.5261231095905,0,0,0,425.753158646922,3.27948912643286,"Within range","Below MDL",8,"Plate14","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe2 Chk Std 60 out of range; Fe3 Chk Std 60 out of range",0.1785,0.2795,"ok","ok"
"69","Plate7_8_202509_SWH_SWAMP_B_20","202509_SWH_SWAMP_B_20",36.8857933451831,3.51258427174997,9.52286491137292,0,0,0,36.8857933451831,1.87418896372537,"Within range","Below MDL",8,"Plate7","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",0.0506666666666667,0.0575,"ok","ok"
"70","Plate7_8_202509_SWH_UP_A_45","202509_SWH_UP_A_45",81.5016057917972,4.64671222110368,5.70137505385367,0,0,0,81.5016057917972,2.15562339500751,"Within range","Below MDL",8,"Plate7","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",0.0653333333333333,0.0805,"ok","ok"
"71","Plate7_8_202509_SWH_UP_C_10","202509_SWH_UP_C_10",22.6898530212604,0,0,0.98913856348619,0,0,23.6789915847466,0,"Within range","Below MDL",8,"Plate7","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",0.046,0.052,"ok","ok"
"72","Plate7_8_202509_SWH_UP_C_20","202509_SWH_UP_C_20",54.6307187500864,2.15100978607827,3.93736314529977,10.0248539358962,5.59671760248676,55.8284204266208,64.6555726859826,5.7856942287044,"Within range","Below MDL",8,"Plate7","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",0.0565,0.07,"ok","High cv rerun"
"73","Plate7_8_202509_SWH_UP_C_45","202509_SWH_UP_C_45",60.7146931746247,2.15100978607826,3.54281587142609,4.90581328458473,2.31131937661289,47.1138880045766,65.6205064592094,2.7373722886711,"Within range","Below MDL",8,"Plate7","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",0.0585,0.069,"ok","High cv rerun"
"74","Plate8_8_202511_GCW_TR_B_10","202511_GCW_TR_B_10",5.95892335378015,2.15100978607827,36.0972890298,0,0,0,5.95892335378015,1.46663212363506,"Below MDL","Below MDL",8,"Plate8","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.0405,0.0415,"High cv rerun","ok"
"75","Plate8_8_202511_GCW_TR_C_20","202511_GCW_TR_C_20",4.43792974764558,0,0,0,0,0,4.43792974764558,0,"Below MDL","Below MDL",8,"Plate8","FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe3 Chk Std 60 out of range",0.04,0.042,"ok","ok"
"76","Plate9_50_202511_MSM_TR_B_20","202511_MSM_TR_B_20",1805.39833809257,13.4438111629894,0.744645150011219,0,0,0,1805.39833809257,3.66658030908767,"Within range","Below MDL",50,"Plate9","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",0.1335,0.1805,"ok","ok"
