,1,2,3,4,5,6,7,8,9,10,11,12
A,0.049,0.05,0.048,0.053,0.049,0.054,0.058,0.062,0.057,0.057,0.057,0.059
B,0.15,0.148,0.15,0.052,0.049,0.051,0.068,0.069,0.066,0.058,0.058,0.06
C,0.276,0.26,0.262,0.496,0.51,0.468,0.063,0.062,0.054,0.056,0.057,0.058
D,0.497,0.49,0.467,0.055,0.054,0.054,0.072,0.072,0.064,0.056,0.056,0.057
E,0.922,0.9,0.86,0.056,0.053,0.057,0.053,0.054,0.05,0.058,0.058,0.059
F,1.364,1.333,1.343,0.064,0.062,0.066,0.053,0.054,0.056,0.057,0.058,0.058
G,1.372,1.167,1.26,0.097,0.102,0.094,0.053,0.053,0.051,0.055,0.056,0.057
H,1.317,1.368,1.277,0.058,0.059,0.061,0.054,0.054,0.055,0.053,0.054,0.054
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,,,,,,,,,
B,Std 1,Std 1,Std 1,,,,,,,,,
C,Std 2,Std 2,Std 2,,,,,,,,,
D,Std 3,Std 3,Std 3,,,,,,,,,
E,Std 4,Std 4,Std 4,,,,,,,,,
F,Std 5,Std 5,Std 5,,,,,,,,,
G,MC: 10ppt,MC: 10ppt,MC: 10ppt,,,,,,,,,
H,MC: 20ppt,MC: 20ppt,MC: 20ppt,,,,,,,,,
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,,,,,,,,,
B,1,1,1,,,,,,,,,
C,1,1,1,,,,,,,,,
D,1,1,1,,,,,,,,,
E,1,1,1,,,,,,,,,
F,1,1,1,,,,,,,,,
G,1,1,1,,,,,,,,,
H,1,1,1,,,,,,,,,
