,1,2,3,4,5,6,7,8,9,10,11,12
A,0.048,0.047,0.047,0.059,0.059,0.06,0.072,0.071,0.073,0.058,0.05,0.052
B,0.157,0.15,0.162,0.062,0.059,0.06,0.067,0.065,0.063,0.052,0.05,0.05
C,0.237,0.195,0.22,2.521,2.411,2.413,0.055,0.055,0.053,0.048,0.046,0.049
D,0.469,0.446,0.454,1.804,2.523,2.546,0.226,0.252,0.255,0.297,0.333,0.295
E,0.942,0.782,0.837,0.372,0.368,0.372,0.06,0.06,0.058,0.051,0.046,0.049
F,1.561,1.28,1.482,0.093,0.094,0.095,0.066,0.065,0.064,0.051,0.045,0.048
G,1.41,1.241,1.306,0.432,0.443,0.454,0.071,0.071,0.07,0.118,0.121,0.124
H,1.366,1.229,1.323,0.053,0.051,0.053,0.06,0.057,0.058,0.051,0.051,0.049
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,,,,,,,,,
B,Std 1,Std 1,Std 1,,,,,,,,,
C,Std 2,Std 2,Std 2,,,,,,,,,
D,Std 3,Std 3,Std 3,,,,,,,,,
E,Std 4,Std 4,Std 4,,,,,,,,,
F,Std 5,Std 5,Std 5,,,,,,,,,
G,MC: 10ppt,MC: 10ppt,MC: 10ppt,,,,,,,,,
H,MC: 20ppt,MC: 20ppt,MC: 20ppt,,,,,,,,,
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,,,,,,,,,
B,1,1,1,,,,,,,,,
C,1,1,1,,,,,,,,,
D,1,1,1,,,,,,,,,
E,1,1,1,,,,,,,,,
F,1,1,1,,,,,,,,,
G,1,1,1,,,,,,,,,
H,1,1,1,,,,,,,,,
