,1,2,3,4,5,6,7,8,9,10,11,12
A,0.047,0.043,0.045,2.66,2.294,0.149,2.845,2.568,0.104,2.773,2.882,0.077
B,0.127,0.129,0.144,2.587,2.57,0.076,2.754,2.671,0.09,2.643,2.63,0.098
C,0.265,0.294,0.29,0.054,0.058,0.058,0.062,0.053,0.054,0.049,0.05,0.047
D,0.493,0.553,0.485,0.051,0.052,0.063,0.05,0.051,0.054,0.049,0.047,0.047
E,0.866,0.93,0.872,0.051,0.051,0.06,0.049,0.051,0.038,0.312,0.265,0.039
F,1.511,1.464,1.321,0.051,0.051,0.056,0.056,0.051,0.046,0.047,0.05,0.047
G,1.48,1.529,1.652,0.046,0.048,0.038,0.053,0.046,0.049,0.051,0.051,0.053
H,1.612,1.583,1.656,0.052,0.054,0.066,0.053,0.056,0.068,0.116,0.206,0.069
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,GCrew WC SipA 45cm,GCrew WC SipA 45cm,GCrew WC SipA 45cm,MSM UP RHZ Tree 3,MSM UP RHZ Tree 3,MSM UP RHZ Tree 3,MSM TR RHZ Tree 2,MSM TR RHZ Tree 2,MSM TR RHZ Tree 2
B,Std 1,Std 1,Std 1,GCrew WC SipB 45cm,GCrew WC SipB 45cm,GCrew WC SipB 45cm,MSM UP RHZ Tree 4,MSM UP RHZ Tree 4,MSM UP RHZ Tree 4,MSM TR RHZ Tree 3,MSM TR RHZ Tree 3,MSM TR RHZ Tree 3
C,Std 2 ,Std 2,Std 2,GCrew WC SipC 45cm,GCrew WC SipC 45cm,GCrew WC SipC 45cm,MSM UP RHZ Tree 5,MSM UP RHZ Tree 5,MSM UP RHZ Tree 5,MSM TR RHZ Tree 4,MSM TR RHZ Tree 4,MSM TR RHZ Tree 4
D,Std 3,Std 3,Std 3,Gcrew WC LysA 10cm,Gcrew WC LysA 10cm,Gcrew WC LysA 10cm,MSM UP RHZ Tree 6,MSM UP RHZ Tree 6,MSM UP RHZ Tree 6,MSM TR RHZ Tree 5,MSM TR RHZ Tree 5,MSM TR RHZ Tree 5
E,Std 4,Std 4,Std 4,Gcrew WC LysA 20cm,Gcrew WC LysA 20cm,Gcrew WC LysA 20cm,MSM UP RHZ Tree 7,MSM UP RHZ Tree 7,MSM UP RHZ Tree 7,MSM TR RHZ Tree 6,MSM TR RHZ Tree 6,MSM TR RHZ Tree 6
F,Std 5,Std 5,Std 5,Gcrew WC LysA 45cm,Gcrew WC LysA 45cm,Gcrew WC LysA 45cm,MSM UP RHZ Tree 8,MSM UP RHZ Tree 8,MSM UP RHZ Tree 8,MSM TR RHZ Tree 7,MSM TR RHZ Tree 7,MSM TR RHZ Tree 7
G,MC: 10ppt S5,MC: 10ppt S6,MC: 10ppt S7,MSM UP RHZ Tree 1,MSM UP RHZ Tree 1,MSM UP RHZ Tree 1,Blank,Blank,Blank,MSM TR RHZ Tree 8,MSM TR RHZ Tree 8,MSM TR RHZ Tree 8
H,MC: 20ppt S5,MC: 20ppt S6,MC: 20ppt S7,MSM UP RHZ Tree 2,MSM UP RHZ Tree 2,MSM UP RHZ Tree 2,MSM TR RHZ Tree 1,MSM TR RHZ Tree 1,MSM TR RHZ Tree 1,Blank,Blank,Blank
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
