,1,2,3,4,5,6,7,8,9,10,11,12
A,0.047,0.045,0.045,0.07,0.069,0.114,0.052,0.051,0.067,0.064,0.066,0.064
B,0.135,0.133,0.132,0.047,0.047,0.043,0.047,0.046,0.039,0.048,0.049,0.04
C,0.289,0.307,0.269,0.048,0.048,0.042,0.048,0.047,0.038,0.045,0.046,0.041
D,0.489,0.513,0.553,0.05,0.053,0.073,0.06,0.059,0.139,0.059,0.059,0.13
E,0.864,0.919,0.916,0.048,0.051,0.048,0.058,0.057,0.155,0.053,0.054,0.053
F,1.552,1.517,1.398,0.049,0.055,0.05,0.048,0.047,0.068,0.049,0.049,0.042
G,1.614,1.553,1.608,2.467,2.659,0.077,2.217,2.088,0.053,2.508,2.663,0.056
H,1.467,1.389,1.518,2.593,2.344,0.109,2.744,2.716,0.06,2.546,2.4,0.051
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,GWI WC SipA 45cm,GWI WC SipA 45cm,GWI WC SipA 45cm,GCrew UP LysA 45cm,GCrew UP LysA 45cm,GCrew UP LysA 45cm,GCrew TR LysB 45cm,GCrew TR LysB 45cm,GCrew TR LysB 45cm
B,Std 1,Std 1,Std 1,GWI WC SipB 45cm,GWI WC SipB 45cm,GWI WC SipB 45cm,GCrew TR LysA 10cm,GCrew TR LysA 10cm,GCrew TR LysA 10cm,GCrew TR LysC 45cm,GCrew TR LysC 45cm,GCrew TR LysC 45cm
C,Std 2 ,Std 2,Std 2,GWI WC SipC 45cm,GWI WC SipC 45cm,GWI WC SipC 45cm,GCrew TR LysB 10cm,GCrew TR LysB 10cm,GCrew TR LysB 10cm,GCrew WC SipA 10cm,GCrew WC SipA 10cm,GCrew WC SipA 10cm
D,Std 3,Std 3,Std 3,GCrew UP LysA 10cm,GCrew UP LysA 10cm,GCrew UP LysA 10cm,GCrew TR LysC 10cm ,GCrew TR LysC 10cm ,GCrew TR LysC 10cm ,GCrew WC SipB 10cm,GCrew WC SipB 10cm,GCrew WC SipB 10cm
E,Std 4,Std 4,Std 4,GCrew UP LysB 10cm,GCrew UP LysB 10cm,GCrew UP LysB 10cm,GCrew TR LysA 20cm,GCrew TR LysA 20cm,GCrew TR LysA 20cm,GCrew WC SipC 10cm ,GCrew WC SipC 10cm ,GCrew WC SipC 10cm 
F,Std 5,Std 5,Std 5,GCrew UP LysC 10cm ,GCrew UP LysC 10cm ,GCrew UP LysC 10cm ,GCrew TR LysB 20cm,GCrew TR LysB 20cm,GCrew TR LysB 20cm,GCrew WC SipA 20cm,GCrew WC SipA 20cm,GCrew WC SipA 20cm
G,MC: 10ppt S5,MC: 10ppt S6,MC: 10ppt S7,GCrew UP LysA 20cm,GCrew UP LysA 20cm,GCrew UP LysA 20cm,GCrew TR LysC 20cm ,GCrew TR LysC 20cm ,GCrew TR LysC 20cm ,GCrew WC SipB 20cm,GCrew WC SipB 20cm,GCrew WC SipB 20cm
H,MC: 20ppt S5,MC: 20ppt S6,MC: 20ppt S7,GCrew UP LysB 20cm,GCrew UP LysB 20cm,GCrew UP LysB 20cm,GCrew TR LysA 45cm,GCrew TR LysA 45cm,GCrew TR LysA 45cm,GCrew WC SipC 20cm ,GCrew WC SipC 20cm ,GCrew WC SipC 20cm 
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
