"","Project","Region","Site","Zone","Replicate","Depth_cm","Tree_ID","Sample_ID","Year","Month","Day","Time","Time_Zone","SO4_Conc_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_Conc_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"11","COMPASS: Synoptic","CB","GWI","GWI","SipC","10cm",NA,"COMPASS_20220505_GWI_SipC_10cm",2022,5,5,NA,NA,29.2943106674984,NA,NA,206.293497884344,NA,NA,13.2148058315,NA,NA,NA
"12","COMPASS: Synoptic","CB","MSM","UP","LysA","10cm",NA,"1_MSM_UP_LysA_10cm",2022,6,NA,NA,NA,3.93263880224579,NA,NA,44.2503554301834,NA,NA,2.8346219057,NA,NA,NA
"13","COMPASS: Synoptic","CB","MSM","TR","LysA","10cm",NA,"10_MSM_TR_LysA_10cm",2022,6,NA,NA,NA,10.3374953212726,NA,NA,77.739167842031,NA,NA,4.9798532745,NA,NA,NA
"14","COMPASS: Synoptic","CB","MSM","TR","LysB","10cm",NA,"11_MSM_TR_LysB_10cm",2022,6,NA,NA,NA,11.4514129756706,NA,NA,85.3934696755994,NA,NA,5.4701736895,NA,NA,NA
"15","COMPASS: Synoptic","CB","MSM","TR","LysC","10cm",NA,"12_MSM_TR_LysC_10cm",2022,6,NA,NA,NA,9.79987835308796,NA,NA,80.91941325811,NA,NA,5.1835739124,NA,NA,NA
"16","COMPASS: Synoptic","CB","MSM","TR","LysA","20cm",NA,"13_MSM_TR_LysA_20cm",2022,6,NA,NA,NA,13.08403930131,NA,NA,79.476,NA,NA,5.0911115294,NA,NA,NA
"17","COMPASS: Synoptic","CB","MSM","TR","LysB","20cm",NA,"14_MSM_TR_LysB_20cm",2022,6,NA,NA,NA,10.8777417342483,NA,NA,83.2852383638928,NA,NA,5.3351242919,NA,NA,NA
"18","COMPASS: Synoptic","CB","MSM","TR","LysC","20cm",NA,"15_MSM_TR_LysC_20cm",2022,6,NA,NA,NA,9.62530567685589,NA,NA,82.3135768688293,NA,NA,5.2728814541,NA,NA,NA
"19","COMPASS: Synoptic","CB","MSM","TR","LysA","45cm",NA,"16_MSM_TR_LysA_45cm",2022,6,NA,NA,NA,15.2620711166563,NA,NA,94.9613568406206,NA,NA,6.0830748407,NA,NA,NA
"20","COMPASS: Synoptic","CB","MSM","TR","LysB","45cm",NA,"17_MSM_TR_LysB_45cm",2022,6,NA,NA,NA,14.4023487211478,NA,NA,105.532679830748,NA,NA,6.7602542345,NA,NA,NA
"21","COMPASS: Synoptic","CB","MSM","TR","LysC","45cm",NA,"18_MSM_TR_LysC_45cm",2022,6,NA,NA,NA,14.0674048658765,NA,NA,85.4332440056417,NA,NA,5.4727215595,NA,NA,NA
"22","COMPASS: Synoptic","CB","MSM","WC","SipA","10cm",NA,"19_MSM_WC_SipA_10cm",2022,6,NA,NA,NA,42.0622208359326,NA,NA,371.417026798307,NA,NA,23.7923136152,NA,NA,NA
"23","COMPASS: Synoptic","CB","MSM","UP","LysB","10cm",NA,"2_MSM_UP_LysB_10cm",2022,6,NA,NA,NA,3.2303711790393,NA,NA,30.1578251057828,NA,NA,1.9318804843,NA,NA,NA
"24","COMPASS: Synoptic","CB","MSM","WC","SipB","10cm",NA,"20_MSM_WC_SipB_10cm",2022,6,NA,NA,NA,57.9722925764192,NA,NA,391.82458674189,NA,NA,25.0995841512,NA,NA,NA
"25","COMPASS: Synoptic","CB","MSM","WC","SipC","10cm",NA,"21_MSM_WC_SipC_10cm",2022,6,NA,NA,NA,48.7355396132252,NA,NA,368.35314809591,NA,NA,23.5960472137,NA,NA,NA
"26","COMPASS: Synoptic","CB","MSM","WC","SipA","20cm",NA,"22_MSM_WC_SipA_20cm",2022,6,NA,NA,NA,40.1674266999376,NA,NA,348.494471086037,NA,NA,22.323937103,NA,NA,NA
"27","COMPASS: Synoptic","CB","MSM","WC","SipB","20cm",NA,"23_MSM_WC_SipB_20cm",2022,6,NA,NA,NA,55.3150779787898,NA,NA,377.322552891396,NA,NA,24.1706106915,NA,NA,NA
"28","COMPASS: Synoptic","CB","MSM","WC","SipC","20cm",NA,"24_MSM_WC_SipC_20cm",2022,6,NA,NA,NA,42.4493075483468,NA,NA,328.453622002821,NA,NA,21.0401573863,NA,NA,NA
"29","COMPASS: Synoptic","CB","MSM","WC","SipA","45cm",NA,"25_MSM_WC_SipA_45cm",2022,6,NA,NA,NA,23.0252401746725,NA,NA,270.048335684062,NA,NA,17.2988227945,NA,NA,NA
"30","COMPASS: Synoptic","CB","MSM","WC","SipC","45cm",NA,"27_MSM_WC_SipC_45cm",2022,6,NA,NA,NA,14.1492108546475,NA,NA,415.155246826516,NA,NA,26.5941030745,NA,NA,NA
"31","COMPASS: Synoptic","CB","GWI","UP","LysA","10cm",NA,"28_GWI_UP_LysA_10cm",2022,6,NA,NA,NA,21.9959388646288,NA,NA,140.312282087447,NA,NA,8.9881712128,NA,NA,NA
"32","COMPASS: Synoptic","CB","GWI","UP","LysB","10cm",NA,"29_GWI_UP_LysB_10cm",2022,6,NA,NA,NA,16.5715096693699,NA,NA,110.177368124118,NA,NA,7.0577843739,NA,NA,NA
"33","COMPASS: Synoptic","CB","MSM","UP","LysC","10cm",NA,"3_MSM_UP_LysC_10cm",2022,6,NA,NA,NA,4.34217404865876,NA,NA,43.0852806770099,NA,NA,2.7599893724,NA,NA,NA
"34","COMPASS: Synoptic","CB","GWI","UP","LysC","10cm",NA,"30_GWI_UP_LysC_10cm",2022,6,NA,NA,NA,35.45458827199,NA,NA,219.270722143865,NA,NA,14.0461028097,NA,NA,NA
"35","COMPASS: Synoptic","CB","GWI","UP","LysA","20cm",NA,"31_GWI_UP_LysA_20cm",2022,6,NA,NA,NA,21.2822239550842,NA,NA,143.137486600846,NA,NA,9.1691485873,NA,NA,NA
"36","COMPASS: Synoptic","CB","GWI","UP","LysB","20cm",NA,"32_GWI_UP_LysB_20cm",2022,6,NA,NA,NA,20.2854553961323,NA,NA,140.372550070522,NA,NA,8.9920318683,NA,NA,NA
"37","COMPASS: Synoptic","CB","GWI","UP","LysC","20cm",NA,"33_GWI_UP_LysC_20cm",2022,6,NA,NA,NA,23.4139831565814,NA,NA,171.388386459803,NA,NA,10.9788489681,NA,NA,NA
"38","COMPASS: Synoptic","CB","GWI","UP","LysA","45cm",NA,"34_GWI_UP_LysA_45cm",2022,6,NA,NA,NA,19.3508203368684,NA,NA,145.510916784203,NA,NA,9.321186134,NA,NA,NA
"39","COMPASS: Synoptic","CB","GWI","UP","LysB","45cm",NA,"35_GWI_UP_LysB_45cm",2022,6,NA,NA,NA,17.642888334373,NA,NA,122.912629055007,NA,NA,7.8735816289,NA,NA,NA
"40","COMPASS: Synoptic","CB","GWI","UP","LysC","45cm",NA,"36_GWI_UP_LysC_45cm",2022,6,NA,NA,NA,26.6308671241422,NA,NA,182.883289139633,NA,NA,11.7151911682,NA,NA,NA
"41","COMPASS: Synoptic","CB","GWI","TR","LysA","10cm",NA,"37_GWI_TR_LysA_10cm",2022,6,NA,NA,NA,36.379915782907,NA,NA,243.125777150917,NA,NA,15.5742135016,NA,NA,NA
"42","COMPASS: Synoptic","CB","GWI","TR","LysB","10cm",NA,"38_GWI_TR_LysB_10cm",2022,6,NA,NA,NA,32.9058452900811,NA,NA,222.741139633286,NA,NA,14.2684113338,NA,NA,NA
"43","COMPASS: Synoptic","CB","GWI","TR","LysC","10cm",NA,"39_GWI_TR_LysC_10cm",2022,6,NA,NA,NA,29.3132532751092,NA,NA,208.178640338505,NA,NA,13.3355645696,NA,NA,NA
"44","COMPASS: Synoptic","CB","MSM","UP","LysA","20cm",NA,"4_MSM_UP_LysA_20cm",2022,6,NA,NA,NA,5.64301933873986,NA,NA,57.2993229901269,NA,NA,3.670514627,NA,NA,NA
"45","COMPASS: Synoptic","CB","GWI","TR","LysA","20cm",NA,"40_GWI_TR_LysA_20cm",2022,6,NA,NA,NA,32.6919463505926,NA,NA,211.224389280677,NA,NA,13.5306696122,NA,NA,NA
"46","COMPASS: Synoptic","CB","GWI","TR","LysB","20cm",NA,"41_GWI_TR_LysB_20cm",2022,6,NA,NA,NA,35.7390299438553,NA,NA,250.451686882934,NA,NA,16.0434977261,NA,NA,NA
"47","COMPASS: Synoptic","CB","GWI","TR","LysC","20cm",NA,"42_GWI_TR_LysC_20cm",2022,6,NA,NA,NA,32.1834591391142,NA,NA,232.12776022567,NA,NA,14.8697008837,NA,NA,NA
"48","COMPASS: Synoptic","CB","GWI","TR","LysA","45cm",NA,"43_GWI_TR_LysA_45cm",2022,6,NA,NA,NA,19.7551559575795,NA,NA,150.300671368124,NA,NA,9.6280089516,NA,NA,NA
"49","COMPASS: Synoptic","CB","GWI","TR","LysB","45cm",NA,"44_GWI_TR_LysB_45cm",2022,6,NA,NA,NA,33.2337679351216,NA,NA,222.891424541608,NA,NA,14.278038307,NA,NA,NA
"50","COMPASS: Synoptic","CB","GWI","TR","LysC","45cm",NA,"45_GWI_TR_LysC_45cm",2022,6,NA,NA,NA,27.5742701185278,NA,NA,206.99528067701,NA,NA,13.2597607389,NA,NA,NA
"51","COMPASS: Synoptic","CB","GWI","WC","SipA","20cm",NA,"46_GWI_WC_SipA_20cm",2022,6,NA,NA,NA,28.8100655021834,NA,NA,237.231026798307,NA,NA,15.1966066993,NA,NA,NA
"52","COMPASS: Synoptic","CB","GWI","WC","SipC","20cm",NA,"47_GWI_WC_SipC_20cm",2022,6,NA,NA,NA,36.0780630068621,NA,NA,257.126928067701,NA,NA,16.4711013272,NA,NA,NA
"53","COMPASS: Synoptic","CB","GWI","WC","SipA","45cm",NA,"48_GWI_WC_SipA_45cm",2022,6,NA,NA,NA,40.0796818465377,NA,NA,262.896377997179,NA,NA,16.8406816162,NA,NA,NA
"54","COMPASS: Synoptic","CB","GWI","WC","SipB","45cm",NA,"49_GWI_WC_SipB_45cm",2022,6,NA,NA,NA,24.4962913287586,NA,NA,208.198403385049,NA,NA,13.3368305538,NA,NA,NA
"55","COMPASS: Synoptic","CB","MSM","UP","LysB","20cm",NA,"5_MSM_UP_LysB_20cm",2022,6,NA,NA,NA,3.77170929507174,NA,NA,34.9111622002821,NA,NA,2.2363704649,NA,NA,NA
"56","COMPASS: Synoptic","CB","GWI","WC","SipC","45cm",NA,"50_GWI_WC_SipC_45cm",2022,6,NA,NA,NA,0.68938864628821,NA,NA,14.2253229901269,NA,NA,0.9112738739,NA,NA,NA
"57","COMPASS: Synoptic","CB","GCW","UP","LysA","10cm",NA,"51_GCW_UP_LysA_10cm",2022,6,NA,NA,NA,0.11333437305053,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","COMPASS: Synoptic","CB","GCW","UP","LysB","10cm",NA,"52_GCW_UP_LysB_10cm",2022,6,NA,NA,NA,0.0438615096693699,NA,NA,0.169867418899859,NA,NA,0.0109073926,NA,NA,NA
"59","COMPASS: Synoptic","CB","GCW","UP","LysC","10cm",NA,"53_GCW_UP_LysC_10cm",2022,6,NA,NA,NA,0.0813568309419838,NA,NA,0.303289139633286,NA,NA,0.0194541412,NA,NA,NA
"60","COMPASS: Synoptic","CB","GCW","UP","LysA","20cm",NA,"54_GCW_UP_LysA_20cm",2022,6,NA,NA,NA,0.197202121023082,NA,NA,0.211148095909732,NA,NA,0.0135517564,NA,NA,NA
"61","COMPASS: Synoptic","CB","GCW","UP","LysB","20cm",NA,"55_GCW_UP_LysB_20cm",2022,6,NA,NA,NA,0.0456238303181535,NA,NA,0.154716502115656,NA,NA,0.0099368529,NA,NA,NA
"62","COMPASS: Synoptic","CB","GCW","UP","LysA","45cm",NA,"56_GCW_UP_LysA_45cm",2022,6,NA,NA,NA,0.043646288209607,NA,NA,0.243060648801128,NA,NA,0.0155960155,NA,NA,NA
"63","COMPASS: Synoptic","CB","GCW","TR","LysA","10cm",NA,"57_GCW_TR_LysA_10cm",2022,6,NA,NA,NA,0.137298814722395,NA,NA,0.163667136812412,NA,NA,0.010510214,NA,NA,NA
"64","COMPASS: Synoptic","CB","GCW","TR","LysB","10cm",NA,"58_GCW_TR_LysB_10cm",2022,6,NA,NA,NA,NA,NA,NA,0.838231311706629,NA,NA,0.0537215471,NA,NA,NA
"65","COMPASS: Synoptic","CB","GCW","TR","LysC","10cm",NA,"59_GCW_TR_LysC_10cm",2022,6,NA,NA,NA,0.383970679975047,NA,NA,0.625433004231312,NA,NA,0.0400900812,NA,NA,NA
"66","COMPASS: Synoptic","CB","MSM","UP","LysC","20cm",NA,"6_MSM_UP_LysC_20cm",2022,6,NA,NA,NA,5.32009669369931,NA,NA,54.028581100141,NA,NA,3.4609969524,NA,NA,NA
"67","COMPASS: Synoptic","CB","GCW","TR","LysA","20cm",NA,"60_GCW_TR_LysA_20cm",2022,6,NA,NA,NA,0.295233936369308,NA,NA,0.10711706629055,NA,NA,0.0068877211,NA,NA,NA
"68","COMPASS: Synoptic","CB","GCW","TR","LysB","20cm",NA,"61_GCW_TR_LysB_20cm",2022,6,NA,NA,NA,NA,NA,NA,0.164504936530324,NA,NA,0.0105638819,NA,NA,NA
"69","COMPASS: Synoptic","CB","GCW","TR","LysC","20cm",NA,"62_GCW_TR_LysC_20cm",2022,6,NA,NA,NA,1.03748908296943,NA,NA,0.976820874471086,NA,NA,0.0625993381,NA,NA,NA
"70","COMPASS: Synoptic","CB","GCW","TR","LysA","45cm",NA,"63_GCW_TR_LysA_45cm",2022,6,NA,NA,NA,0.0971646912039925,NA,NA,0.315684062059238,NA,NA,0.020248137,NA,NA,NA
"71","COMPASS: Synoptic","CB","GCW","TR","LysB","45cm",NA,"64_GCW_TR_LysB_45cm",2022,6,NA,NA,NA,0.202133499688085,NA,NA,0.221858956276446,NA,NA,0.0142378743,NA,NA,NA
"72","COMPASS: Synoptic","CB","GCW","TR","LysC","45cm",NA,"65_GCW_TR_LysC_45cm",2022,6,NA,NA,NA,0.262545227698066,NA,NA,0.121074753173484,NA,NA,0.0077818247,NA,NA,NA
"73","COMPASS: Synoptic","CB","GCW","WC","SipA","10cm",NA,"66_GCW_WC_SipA_10cm",2022,6,NA,NA,NA,9.31732688708671,NA,NA,87.8350042313117,NA,NA,5.6265738763,NA,NA,NA
"74","COMPASS: Synoptic","CB","GCW","WC","SipB","10cm",NA,"67_GCW_WC_SipB_10cm",2022,6,NA,NA,NA,11.6782189644417,NA,NA,97.1141410437235,NA,NA,6.2209782141,NA,NA,NA
"75","COMPASS: Synoptic","CB","GCW","WC","SipC","10cm",NA,"68_GCW_WC_SipC_10cm",2022,6,NA,NA,NA,5.73007174048659,NA,NA,79.377610719323,NA,NA,5.0848088941,NA,NA,NA
"76","COMPASS: Synoptic","CB","GCW","WC","SipA","20cm",NA,"69_GCW_WC_SipA_20cm",2022,6,NA,NA,NA,11.2244541484716,NA,NA,114.582535966149,NA,NA,7.3399712763,NA,NA,NA
"77","COMPASS: Synoptic","CB","MSM","UP","LysA","45cm",NA,"7_MSM_UP_LysA_45cm",2022,6,NA,NA,NA,5.94095757953836,NA,NA,65.8412299012694,NA,NA,4.2176933812,NA,NA,NA
"78","COMPASS: Synoptic","CB","GCW","WC","SipB","20cm",NA,"70_GCW_WC_SipB_20cm",2022,6,NA,NA,NA,10.6955552089832,NA,NA,94.7880535966149,NA,NA,6.0719733555,NA,NA,NA
"79","COMPASS: Synoptic","CB","GCW","WC","SipC","20cm",NA,"71_GCW_WC_SipC_20cm",2022,6,NA,NA,NA,10.7424266999376,NA,NA,94.1519689703808,NA,NA,6.0312269511,NA,NA,NA
"80","COMPASS: Synoptic","CB","GCW","WC","SipA","45cm",NA,"72_GCW_WC_SipA_45cm",2022,6,NA,NA,NA,2.85705240174672,NA,NA,150.987562764457,NA,NA,9.6720099437,NA,NA,NA
"81","COMPASS: Synoptic","CB","GCW","WC","SipB","45cm",NA,"73_GCW_WC_SipB_45cm",2022,6,NA,NA,NA,7.64822208359326,NA,NA,118.751633286319,NA,NA,7.6070359378,NA,NA,NA
"82","COMPASS: Synoptic","CB","GCW","WC","SipC","45cm",NA,"74_GCW_WC_SipC_45cm",2022,6,NA,NA,NA,13.1862445414847,NA,NA,117.717771509168,NA,NA,7.540808665,NA,NA,NA
"83","COMPASS: Synoptic","CB","GCW","WC","LysA","10cm",NA,"75_GCW_WC_LysA_10cm",2022,6,NA,NA,NA,8.90086400499064,NA,NA,93.4751593794076,NA,NA,5.9878717808,NA,NA,NA
"84","COMPASS: Synoptic","CB","GCW","WC","LysA","20cm",NA,"76_GCW_WC_LysA_20cm",2022,6,NA,NA,NA,11.877164691204,NA,NA,116.766981664316,NA,NA,7.4799028265,NA,NA,NA
"85","COMPASS: Synoptic","CB","GCW","WC","LysA","45cm",NA,"77_GCW_WC_LysA_45cm",2022,6,NA,NA,NA,4.53844042420462,NA,NA,140.578598025388,NA,NA,9.0052309191,NA,NA,NA
"86","COMPASS: Synoptic","CB","MSM","UP","LysB","45cm",NA,"8_MSM_UP_LysB_45cm",2022,6,NA,NA,NA,6.712972551466,NA,NA,62.9005557122708,NA,NA,4.0293192329,NA,NA,NA
"87","COMPASS: Synoptic","CB","MSM","UP","LysC","45cm",NA,"9_MSM_UP_LysC_45cm",2022,6,NA,NA,NA,7.53756082345602,NA,NA,61.9477771509168,NA,NA,3.9682860009,NA,NA,NA
"88","COMPASS: Synoptic","CB","1","pw","JLee","1",NA,"JLee_1_pw",2022,6,NA,NA,NA,11.4282064878353,NA,NA,94.5007672778561,NA,NA,6.0535703254,NA,NA,NA
"89","COMPASS: Synoptic","CB","2","sw","serum","JLee",NA,"JLee_2_sw_serum",2022,6,NA,NA,NA,13.8758140985652,NA,NA,106.881870239774,NA,NA,6.8466808761,NA,NA,NA
"90","COMPASS: Synoptic","CB","GCW","UP","LysB","10cm",1,"1_202207_GCW_UP_LysB_10cm",2022,7,NA,NA,NA,0.104766063630692,NA,NA,0.358880112834979,NA,NA,0.0230151961,NA,NA,NA
"91","COMPASS: Synoptic","CB","GCW","TR","LysA","20cm",10,"10_202207_GCW_TR_LysA_20cm",2022,7,NA,NA,NA,0.703387398627573,NA,NA,0.119779971791255,NA,NA,0.0076988834,NA,NA,NA
"92","COMPASS: Synoptic","CB","MSM","TR","RHZ","Tree",6,"100_202207_MSM_TR_RHZ_Tree_6",2022,7,NA,NA,NA,13.9548190892077,NA,NA,99.2393737658674,NA,NA,6.3571166906,NA,NA,NA
"93","COMPASS: Synoptic","CB","MSM","TR","RHZ","Tree",7,"101_202207_MSM_TR_RHZ_Tree_7",2022,7,NA,NA,NA,13.7340954460387,NA,NA,85.3973483779972,NA,NA,5.470422152,NA,NA,NA
"94","COMPASS: Synoptic","CB","MSM","TR","RHZ","Tree",8,"102_202207_MSM_TR_RHZ_Tree_8",2022,7,NA,NA,NA,15.5746818465377,NA,NA,103.130067700987,NA,NA,6.6063473463,NA,NA,NA
"95","COMPASS: Synoptic","CB","GCW","TR","LysB","20cm",11,"11_202207_GCW_TR_LysB_20cm",2022,7,NA,NA,NA,0.129737991266376,NA,NA,0.678081805359661,NA,NA,0.043462666,NA,NA,NA
"96","COMPASS: Synoptic","CB","GCW","TR","LysC","20cm",12,"12_202207_GCW_TR_LysC_20cm",2022,7,NA,NA,NA,0.607367436057392,NA,NA,1.26251622002821,NA,NA,0.0809004534,NA,NA,NA
"97","COMPASS: Synoptic","CB","GCW","TR","LysA","45",13,"13_202207_GCW_TR_LysA_45",2022,7,NA,NA,NA,0.703686837180287,NA,NA,0.0712327221438646,NA,NA,0.0045890364,NA,NA,NA
"98","COMPASS: Synoptic","CB","GCW","TR","LysB","45cm",14,"14_202207_GCW_TR_LysB_45cm",2022,7,NA,NA,NA,0.743215845290081,NA,NA,0.82901269393512,NA,NA,0.0531310195,NA,NA,NA
"99","COMPASS: Synoptic","CB","GCW","TR","LysC","45cm",15,"15_202207_GCW_TR_LysC_45cm",2022,7,NA,NA,NA,0.816356830941984,NA,NA,0.174564174894217,NA,NA,0.0112082581,NA,NA,NA
"100","COMPASS: Synoptic","CB","GCW","WC","SipA","10cm",16,"16_202207_GCW_WC_SipA_10cm",2022,7,NA,NA,NA,10.6697286338116,NA,NA,114.677912552891,NA,NA,7.346080924,NA,NA,NA
"101","COMPASS: Synoptic","CB","GCW","WC","SipB","10cm",17,"17_202207_GCW_WC_SipB_10cm",2022,7,NA,NA,NA,18.1860106051154,NA,NA,111.067184767278,NA,NA,7.1147843819,NA,NA,NA
"102","COMPASS: Synoptic","CB","GCW","WC","SipC","10cm",18,"18_202207_GCW_WC_SipC_10cm",2022,7,NA,NA,NA,18.1309139114161,NA,NA,105.303732016925,NA,NA,6.7455882611,NA,NA,NA
"103","COMPASS: Synoptic","CB","GCW","WC","SipA","20cm",19,"19_202207_GCW_WC_SipA_20cm",2022,7,NA,NA,NA,11.9094073611978,NA,NA,121.205686882934,NA,NA,7.7642380712,NA,NA,NA
"104","COMPASS: Synoptic","CB","GCW","UP","LysC","10cm",2,"2_202207_GCW_UP_LysC_10cm",2022,7,NA,NA,NA,0.103767935121647,NA,NA,0.136045133991537,NA,NA,0.0087407996,NA,NA,NA
"105","COMPASS: Synoptic","CB","GCW","WC","SipB","20cm",20,"20_202207_GCW_WC_SipB_20cm",2022,7,NA,NA,NA,17.293780411728,NA,NA,114.584152327221,NA,NA,7.3400748174,NA,NA,NA
"106","COMPASS: Synoptic","CB","GCW","WC","SipC","20cm",21,"21_202207_GCW_WC_SipC_20cm",2022,7,NA,NA,NA,18.7411322520274,NA,NA,118.794583921016,NA,NA,7.609787276,NA,NA,NA
"107","COMPASS: Synoptic","CB","GCW","WC","SipA","45cm",22,"22_202207_GCW_WC_SipA_45cm",2022,7,NA,NA,NA,2.84734560199626,NA,NA,140.79063751763,NA,NA,9.0188137767,NA,NA,NA
"108","COMPASS: Synoptic","CB","GCW","WC","SipB","45cm",23,"23_202207_GCW_WC_SipB_45cm",2022,7,NA,NA,NA,10.9957049282595,NA,NA,108.524566995769,NA,NA,6.9519089913,NA,NA,NA
"109","COMPASS: Synoptic","CB","GCW","WC","SipC","45cm",24,"24_202207_GCW_WC_SipC_45cm",2022,7,NA,NA,NA,30.3273331253899,NA,NA,289.036110014104,NA,NA,18.5151444907,NA,NA,NA
"110","COMPASS: Synoptic","CB","GCW","WC","LysA","10cm",25,"25_202207_GCW_WC_LysA_10cm",2022,7,NA,NA,NA,12.225480349345,NA,NA,116.344028208745,NA,NA,7.4528092106,NA,NA,NA
"111","COMPASS: Synoptic","CB","GCW","WC","LysA","20cm",26,"26_202207_GCW_WC_LysA_20cm",2022,7,NA,NA,NA,8.66321272613849,NA,NA,115.628620592384,NA,NA,7.4069815222,NA,NA,NA
"112","COMPASS: Synoptic","CB","GCW","WC","LysA","45cm",27,"27_202207_GCW_WC_LysA_45cm",2022,7,NA,NA,NA,2.04795695570805,NA,NA,136.090578279267,NA,NA,8.717736677,NA,NA,NA
"113","COMPASS: Synoptic","CB","GWI","UP","LysA","10cm",28,"28_202207_GWI_UP_LysA_10cm",2022,7,NA,NA,NA,10.6907330006238,NA,NA,64.9734978843441,NA,NA,4.1621080735,NA,NA,NA
"114","COMPASS: Synoptic","CB","GWI","UP","LysB","10cm",29,"29_202207_GWI_UP_LysB_10cm",2022,7,NA,NA,NA,4.63979101684342,NA,NA,34.4515401974612,NA,NA,2.2069279297,NA,NA,NA
"115","COMPASS: Synoptic","CB","GCW","UP","LysA","20cm",3,"3_202207_GCW_UP_LysA_20cm",2022,7,NA,NA,NA,0.141756082345602,NA,NA,0.0345416078984485,NA,NA,0.0022386715,NA,NA,NA
"116","COMPASS: Synoptic","CB","GWI","UP","LysC","10cm",30,"30_202207_GWI_UP_LysC_10cm",2022,7,NA,NA,NA,21.9194884591391,NA,NA,144.015853314528,NA,NA,9.225415134,NA,NA,NA
"117","COMPASS: Synoptic","CB","GWI","UP","LysA","20cm",31,"31_202207_GWI_UP_LysA_20cm",2022,7,NA,NA,NA,16.2132907049283,NA,NA,110.938843441467,NA,NA,7.106563074,NA,NA,NA
"118","COMPASS: Synoptic","CB","GWI","UP","LysB","20cm",32,"32_202207_GWI_UP_LysB_20cm",2022,7,NA,NA,NA,13.4301840299439,NA,NA,89.6458363892807,NA,NA,5.7425724343,NA,NA,NA
"119","COMPASS: Synoptic","CB","GWI","UP","LysC","20cm",33,"33_202207_GWI_UP_LysC_20cm",2022,7,NA,NA,NA,24.1560729881472,NA,NA,150.531672778561,NA,NA,9.6428064746,NA,NA,NA
"120","COMPASS: Synoptic","CB","GWI","UP","LysA","45cm",34,"34_202207_GWI_UP_LysA_45cm",2022,7,NA,NA,NA,20.0097130380536,NA,NA,134.124394922426,NA,NA,8.5917866086,NA,NA,NA
"121","COMPASS: Synoptic","CB","GWI","UP","LysB","45cm",35,"35_202207_GWI_UP_LysB_45cm",2022,7,NA,NA,NA,20.1571334996881,NA,NA,124.319748942172,NA,NA,7.9637191257,NA,NA,NA
"122","COMPASS: Synoptic","CB","GWI","UP","LysA","10cm",36,"36_202207_GWI_UP_LysA_10cm",2022,7,NA,NA,NA,32.2904210854648,NA,NA,204.923382228491,NA,NA,13.1270387573,NA,NA,NA
