[Header]	
System	Smithsonian TCTN	
S/W Version	1.00	
User	sjw	
Date/Time	8/2/2023 11:25:32 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Result(TOC)	Result(TC)	Result(IC)	Result(POC)	Result(NPOC)	Result(TN)	Unit	Vial	Date / Time	
Unknown	NPOC/TN	DI	Untitled					0.3051	0.00514	mg/L	0	7/30/2023 8:28:52 PM	
Unknown	NPOC/TN	DI	Untitled					0.2528	0.03002	mg/L	0	7/30/2023 8:47:07 PM	
Unknown	NPOC/TN	DI	Untitled					0.2637	0.00522	mg/L	0	7/30/2023 9:07:14 PM	
Unknown	NPOC/TN	Chk_Std_50ppmC_2ppmN	Untitled					36.56	2.303	mg/L	1	7/30/2023 9:25:41 PM	
Unknown	NPOC/TN	DI	Untitled					0.2925	0.01108	mg/L	0	7/30/2023 9:44:17 PM	
Unknown	NPOC/TN	DI	Untitled					0.2670	0.01824	mg/L	0	7/30/2023 9:57:14 PM	
Unknown	NPOC/TN	DI	Untitled					0.2397	0.01201	mg/L	0	7/30/2023 10:12:44 PM	
Standard	NPOC	CalCurve_C	Untitled					100.0		mg/L	2, 3, 4, 5, 6, 7, 8, 9	7/31/2023 12:47:56 AM	
Unknown	NPOC/TN	DI	Untitled					0.2604	0.00286	mg/L	0	7/31/2023 1:06:30 AM	
Unknown	NPOC/TN	DI	Untitled					0.2817	0.00886	mg/L	0	7/31/2023 1:19:08 AM	
Standard	TN	CalCurve_N	Untitled						3.000	mg/L	10, 11, 12, 13, 14, 15, 16	7/31/2023 3:27:25 AM	
Unknown	NPOC/TN	DI	Untitled					0.00688	0.06650	mg/L	0	7/31/2023 3:45:46 AM	
Unknown	NPOC/TN	Chk_Std_50ppmC_2ppmN	Untitled					49.34	2.069	mg/L	17	7/31/2023 4:08:35 AM	
Unknown	NPOC/TN	DI	Untitled					0.05862	0.04266	mg/L	0	7/31/2023 4:26:51 AM	
Unknown	NPOC/TN	1_GCW_202307_UP_LysA_20cm	Untitled					49.11	2.079	mg/L	18	7/31/2023 4:45:43 AM	
Unknown	NPOC/TN	2_GCW_202307_TR_LysA_20cm	Untitled					13.98	0.3713	mg/L	19	7/31/2023 5:07:12 AM	
Unknown	NPOC/TN	3_GCW_202307_TR_lysA_45cm	Untitled					44.32	2.101	mg/L	20	7/31/2023 5:36:14 AM	
Unknown	NPOC/TN	4_GCW_202307_TR_LysB_10cm	Untitled					11.43	0.4102	mg/L	21	7/31/2023 6:01:31 AM	
Unknown	NPOC/TN	5_GCW_202307_TR_LysB_45cm	Untitled					4.383	0.4576	mg/L	22	7/31/2023 6:23:05 AM	
Unknown	NPOC/TN	DI	Untitled					0.1657	0.04809	mg/L	0	7/31/2023 9:59:12 AM	
Unknown	NPOC/TN	DI	Untitled					0.08869	0.04612	mg/L	0	7/31/2023 10:11:46 AM	
Unknown	NPOC/TN	DI	Untitled					0.07361	0.04196	mg/L	0	7/31/2023 10:27:19 AM	
Unknown	NPOC/TN	6_GCW_202307_TR_LysC_10cm	Untitled					-0.04784	0.03846	mg/L	23	7/31/2023 10:49:23 AM	
Unknown	NPOC/TN	7_GCW_202307_TR_LysC_20cm	Untitled					14.15	0.3389	mg/L	24	7/31/2023 11:14:48 AM	
Unknown	NPOC/TN	8_GCW_202307_TR_LysC_45cm	Untitled					115.7	3.604	mg/L	25	7/31/2023 11:34:03 AM	
Unknown	NPOC/TN	9_GCW_202307_WC_LysA_10cm	Untitled					15.84	0.5605	mg/L	26	7/31/2023 11:52:09 AM	
Unknown	NPOC/TN	10_GCW_202307_WC_LysA_20cm	Untitled					14.27	0.8588	mg/L	27	7/31/2023 12:20:22 PM	
Unknown	NPOC/TN	10_GCW_202307_WC_LysA_20cm_dup	Untitled					13.13	1.034	mg/L	28	7/31/2023 12:47:14 PM	
Unknown	NPOC/TN	Chk_Std_50ppmC_2ppmN	Untitled					13.26	1.123	mg/L	29	7/31/2023 1:08:40 PM	
Unknown	NPOC/TN	DI	Untitled					0.1378	0.04207	mg/L	0	7/31/2023 1:27:42 PM	
Unknown	NPOC/TN	11_GCW_202307_WC_LysA_45cm	Untitled					50.18	2.667	mg/L	30	7/31/2023 1:54:22 PM	
Unknown	NPOC/TN	12_GCW_202307_WC_LysB_10cm	Untitled					15.59	4.855	mg/L	31	7/31/2023 2:18:59 PM	
