"RepNumber","Month","Site","Zone","Replicate","Plot","TIMESTAMP","HM81_AIC","HM81_flux.estimate","HM81_p.value","HM81_r.squared","HM81_RMSE","lin_AIC","lin_flux.estimate","lin_flux.std.error","lin_int.estimate","lin_int.std.error","lin_p.value","lin_r.squared","lin_RMSE","poly_AIC","poly_r.squared","poly_RMSE","rob_AIC","rob_converged","rob_flux.estimate","rob_flux.std.error","rob_RMSE","TIMESTAMP_min","TIMESTAMP_max"
"1","Apr","GCW","TR","1","1-Apr-GCW-TR-1",2023-04-19 10:03:46.5,447.833487665654,6.71963167511398,3.19053606400528e-35,0.954526870832417,17.2717245141687,364.59951989079,5.26753850315949,0.071684324785186,19119.1081351274,2.43673989506548,1.30980711215776e-52,0.990825128785109,7.75815175569431,235.636988488057,0.999288587892551,2.20487153934638,364.872002654995,TRUE,5.28920201279378,0.0764124206871259,8.0928181980095,2023-04-19 10:03:21,2023-04-19 10:04:12
"1","Apr","GCW","TR","2","1-Apr-GCW-TR-2",2023-04-19 10:07:13.5,399.599330852591,36.9828572409407,1.87705716501821e-19,0.923799322260357,81.4182322561008,378.219761817142,28.5673525643424,1.03929131764295,93138.5002945216,24.5611607701123,7.8769246262231e-24,0.959367854968232,59.4534589782796,378.776813213223,0.963280927428813,58.3717166088923,378.606310553178,TRUE,28.370693065441,1.0699875434898,52.1615326914689,2023-04-19 10:06:57,2023-04-19 10:07:30
"1","Apr","GCW","TR","5","1-Apr-GCW-TR-5",2023-04-19 10:14:01.5,416.853741548374,2.05005015364711,5.94985962896715e-28,0.902524776642265,11.068828797282,312.95204913765,2.21624640696566,0.0369285241682163,18818.363194826,1.29785069213581,1.07092709897889e-49,0.985768001979312,4.22948499017067,293.825472460954,0.990725925002137,3.48182165623188,312.9799475931,TRUE,2.21274981221902,0.0387150363608792,4.26001831434787,2023-04-19 10:13:35,2023-04-19 10:14:28
"1","Apr","GCW","UP","1","1-Apr-GCW-UP-1",2023-04-19 10:21:54.5,350.276229491738,-1.19492635156561,1.30741659730114e-28,0.908033059664605,5.97554015624898,202.086592362137,-1.23694275922675,0.0132295406598249,18796.7173023629,0.464951386190798,1.28931387259521e-59,0.99408686215446,1.51520118683055,198.456808390308,0.994866003847273,1.43981183573555,202.102232339792,TRUE,-1.23599001361501,0.0126452097308924,1.3546529341523,2023-04-19 10:21:28,2023-04-19 10:22:21
"1","Apr","GCW","UP","2","1-Apr-GCW-UP-2",2023-04-19 10:36:50.5,NA,NA,NA,NA,NA,200.48060954252,-0.479013294234828,0.0130342700507404,18442.5311090995,0.458088612742295,7.00936262952841e-39,0.962925580176168,1.49283652079672,201.236485198896,0.965087292927068,1.47735035655518,200.527215861355,TRUE,-0.476522666334085,0.0147129376604221,1.54112268863042,2023-04-19 10:36:24,2023-04-19 10:37:17
"1","Apr","GCW","UP","3a","1-Apr-GCW-UP-3a",2023-04-19 10:32:48.5,NA,NA,NA,NA,NA,248.461329274236,-0.610662897450339,0.0203249250953862,18436.6568461718,0.71431823222871,1.55974951562438e-34,0.945532831788462,2.32784730918834,206.660976934664,0.976676919980928,1.55344797280419,248.731305481725,TRUE,-0.621017937550078,0.0179459874923189,1.87818905919879,2023-04-19 10:32:22,2023-04-19 10:33:15
"1","Apr","GCW","UP","4","1-Apr-GCW-UP-4",2023-04-19 10:25:47.5,NA,NA,NA,NA,NA,197.170707570659,-1.03493431454849,0.0126408648260576,18645.7553325935,0.44426241051394,1.2280676310103e-56,0.992302047409566,1.44777916932306,201.122610427782,0.992308900829681,1.47579346514034,197.178375930711,TRUE,-1.03582786083769,0.0134042907729218,1.49176060242891,2023-04-19 10:25:21,2023-04-19 10:26:14
"1","Apr","GCW","UP","5","1-Apr-GCW-UP-5",2023-04-19 10:18:29.5,366.066017270406,-1.57062174804629,9.86970996963249e-32,0.930217883970544,6.91626742836457,233.915402076218,-1.64346569130267,0.0177638138619781,18726.9583354634,0.624308136732494,2.22404206016469e-59,0.993961569393104,2.03451900095392,222.259871526625,0.995481288384069,1.7948315403797,234.145361383242,TRUE,-1.63538426925663,0.0182938490652979,1.89592172621897,2023-04-19 10:18:03,2023-04-19 10:18:56
"1","Apr","MSM","TR","1","1-Apr-MSM-TR-1",2023-04-24 12:54:55.5,289.201652807319,-1.88752028857387,5.2088252276404e-42,0.971893612244693,3.39454304939285,294.194141364893,-1.25503310648095,0.0310407213336127,18254.8865591872,1.09092422658736,5.77136841673143e-41,0.969171167736035,3.55514518713371,203.171354880027,0.994694366750519,1.50405627792386,294.353273351588,TRUE,-1.25091246384786,0.0327793537689948,3.67454346101547,2023-04-24 12:54:29,2023-04-24 12:55:22
"1","Apr","MSM","TR","2","1-Apr-MSM-TR-2",2023-04-24 12:37:21.5,NA,NA,NA,NA,NA,227.974934643665,-0.219995077617844,0.0168131132227294,18292.317976668,0.590895821714369,4.43153101044837e-18,0.767035742984329,1.92563368331892,205.99761006874,0.855998535130396,1.5439354954708,228.206071842012,TRUE,-0.227461458772628,0.0168246828371712,1.63876674269117,2023-04-24 12:36:55,2023-04-24 12:37:48
