"","RepNumber","Month","Site","Zone","Replicate","Plot","TIMESTAMP","HM81_AIC","HM81_flux.estimate","HM81_p.value","HM81_r.squared","HM81_RMSE","lin_AIC","lin_flux.estimate","lin_flux.std.error","lin_int.estimate","lin_int.std.error","lin_p.value","lin_r.squared","lin_RMSE","poly_AIC","poly_r.squared","poly_RMSE","rob_AIC","rob_converged","rob_flux.estimate","rob_flux.std.error","rob_RMSE","TIMESTAMP_min","TIMESTAMP_max","c0"
"1","1","Apr","GCW","TR","1","1-Apr-GCW-TR-1",2023-04-19 10:03:44.5,372.890615896152,2.21882186857028,1.26325285245257e-32,0.935516189315441,7.36741547705341,349.718190839209,1.78793723325899,0.0519048120236335,4217.63871159226,1.8241914002085,1.78265114422413e-37,0.95801572209437,5.94474402420159,336.136040771452,0.969683265887742,5.15166592348028,349.813426408808,TRUE,1.80148535874902,0.0598262150384031,5.52838675969091,2023-04-19 10:03:13,2023-04-19 10:04:11,4219.25204695931
"2","1","Apr","GCW","TR","2","1-Apr-GCW-TR-2",2023-04-19 10:07:02.5,476.574204889107,4.0497161713839,6.90673429134499e-28,0.901965199159681,19.2420924510224,366.86026565487,3.8444055527737,0.0608331224669715,4189.45088183906,2.137976317139,7.56373242986386e-51,0.987146927204613,6.96731819574628,369.41028430718,0.987487459212683,7.01054181795771,366.904404945444,TRUE,3.85190431318559,0.0639384827312784,8.16327299571001,2023-04-19 10:06:31,2023-04-19 10:07:29,4207.20543483826
"3","1","Apr","GCW","TR","3","1-Apr-GCW-TR-3",2023-04-19 10:00:04.5,336.204263160022,1.94081192810712,4.01460318531436e-31,0.92635439436506,5.24554167938039,339.60561761115,1.16830536891046,0.0472653073141559,4214.42489445158,1.66113629486678,2.06996254339354e-30,0.921566391056055,5.41337387138485,326.622140204451,0.942731903981895,4.71726164243385,339.926379490495,TRUE,1.1562924854339,0.0467109691294721,5.1408432357224,2023-04-19 09:59:33,2023-04-19 10:00:31,4209.34758386499
"4","1","Apr","GCW","TR","4","1-Apr-GCW-TR-4",2023-04-19 10:10:37.5,NA,NA,NA,NA,NA,264.020545682868,1.78111119157214,0.143821868760616,4244.44390277125,3.56424909824491,3.74288317923013e-14,0.818538047956318,8.96438373748007,266.421302345363,0.826422779538913,9.03729552126224,264.020545682866,TRUE,1.78111119157214,0.143821868760616,12.5662275053018,2023-04-19 10:10:15,2023-04-19 10:10:55,4248.83972944231
"5","1","Apr","GCW","TR","5","1-Apr-GCW-TR-5",2023-04-19 10:14:01.5,432.657939168088,4.12859623138728,2.06276703046569e-30,0.921576878584262,12.8131002497899,399.059209017961,2.81948379057059,0.0819633980627371,4232.14328349019,2.88059854276772,1.90866480181293e-37,0.95790537360743,9.38740363060857,390.859014699978,0.966417987914976,8.55071021599001,399.075925264902,TRUE,2.82974199801374,0.0835065151376613,11.5918051807057,2023-04-19 10:13:30,2023-04-19 10:14:28,4229.86626862752
"6","1","Apr","GCW","UP","1","1-Apr-GCW-UP-1",2023-04-19 10:21:54.5,NA,NA,NA,NA,NA,380.009879498323,2.8746187675522,0.0687096806878342,4225.99730787843,2.41479746742458,1.02859596258804e-41,0.971148762103253,7.86943344458736,380.29092108752,0.973068858331157,7.75363392535076,380.036936087361,TRUE,2.88456066725631,0.0745604598802168,8.25544400270676,2023-04-19 10:21:23,2023-04-19 10:22:21,4253.61335819164
"7","1","Apr","GCW","UP","2","1-Apr-GCW-UP-2",2023-04-19 10:36:50.5,471.396684873906,4.50713170495737,2.24609178304386e-30,0.921320046655024,18.3413888968769,384.166176348259,4.0846295643681,0.0714054596336681,4192.7907151184,2.50954045132392,1.25112064619805e-48,0.984357233384666,8.17818546880272,383.126054018013,0.985751195416357,7.95987151106932,384.19309932215,TRUE,4.08190063850955,0.0723449179163065,9.96476668459511,2023-04-19 10:36:19,2023-04-19 10:37:17,4200.97518459792
"8","1","Apr","GCW","UP","3a","1-Apr-GCW-UP-3a",2023-04-19 10:32:48.5,NA,NA,NA,NA,NA,434.829263901756,6.1046677367484,0.114145847462488,4181.29513894316,4.01164873144656,3.90627625894012e-47,0.982144383397902,13.0733128227318,399.007012085336,0.991459077640444,9.22077200782414,435.247655389435,TRUE,6.16720675151006,0.120968533333031,13.6312112693077,2023-04-19 10:32:17,2023-04-19 10:33:15,4222.40425131243
"9","1","Apr","GCW","UP","4","1-Apr-GCW-UP-4",2023-04-19 10:25:47.5,457.200573376461,4.58649174714984,1.09637920174259e-30,0.923457404217889,16.0822264921183,386.402687686119,3.62196276684148,0.072899572164179,4219.46369141954,2.56205094356616,1.67307980957744e-45,0.979369399469078,8.34930864969769,383.876505191178,0.981717940846044,8.0153742596472,386.410722984458,TRUE,3.6254363498109,0.0809674315475444,8.80600574495494,2023-04-19 10:25:16,2023-04-19 10:26:14,4227.80699630815
"10","1","Apr","GCW","UP","5","1-Apr-GCW-UP-5",2023-04-19 10:18:29.5,NA,NA,NA,NA,NA,364.49874081842,3.33818827269923,0.0595173845593538,4221.46662024912,2.09173478995821,3.42892177546805e-48,0.983738926136608,6.81662455562359,364.330331508669,0.984946938684126,6.68842479805853,364.568564073335,TRUE,3.32344764046282,0.0637854228609347,7.74711244405573,2023-04-19 10:17:58,2023-04-19 10:18:56,4234.92609285871
"11","1","Apr","MSM","TR","1","1-Apr-MSM-TR-1",2023-04-24 12:54:55.5,435.973566284274,1.48680305393339,1.60787837836708e-21,0.827979760134559,13.2125661213921,398.344122731882,1.91787177665813,0.081422497200666,4008.84506664742,2.86158861550883,2.07551904527032e-29,0.914307046765009,9.32545335967764,400.392216986328,0.917349225623914,9.33979905202476,398.611124736587,TRUE,1.94473114987796,0.0818958097116397,9.70503690595669,2023-04-24 12:54:24,2023-04-24 12:55:22,4017.96232270401
"12","1","Apr","MSM","TR","2","1-Apr-MSM-TR-2",2023-04-24 12:37:21.5,433.65071256622,3.39583412335979,1.20703009376352e-30,0.923174255520089,12.9314257153202,406.071695234797,2.86893385342442,0.0874618947954231,4043.13143425754,3.07384286950323,2.03228218599624e-36,0.953899801521239,10.0171555614863,398.675443924138,0.962670811115167,9.192506951108,406.073779667454,TRUE,2.87079831050962,0.0918612795351506,12.5057881162895,2023-04-24 12:36:50,2023-04-24 12:37:48,4053.26852169655
"13","1","Apr","MSM","TR","3","1-Apr-MSM-TR-3",2023-04-24 12:42:31.5,NA,NA,NA,NA,NA,396.382796613719,2.15631160631151,0.0799571755874108,4040.83980654097,2.81008997826837,3.07730351458534e-32,0.933272671061206,9.15762765018532,396.214278111771,0.938229876370813,8.98539173470415,396.442734818445,TRUE,2.14311382261609,0.0854039787829472,9.69294058645417,2023-04-24 12:42:00,2023-04-24 12:42:58,4043.38849425175
"14","1","Apr","MSM","TR","4","1-Apr-MSM-TR-4",2023-04-24 12:51:08.5,NA,NA,NA,NA,NA,386.588374250005,0.907890478605369,0.0730250176687979,4033.11789376536,2.56645971804773,3.36144065839548e-17,0.748268646842752,8.36367613095562,390.230200450163,0.749932817484841,8.50106960559178,386.589078849861,TRUE,0.909513557683105,0.0781612667820889,10.0864472204922,2023-04-24 12:50:37,2023-04-24 12:51:35,4038.84211719502
"15","1","Apr","MSM","TR","5","1-Apr-MSM-TR-5",2023-04-24 12:47:23.5,435.316063155195,2.46469033846252,2.49454554533825e-24,0.865758249450016,13.1323724821956,390.179342482745,2.19006154838958,0.0754938953042054,4033.40642021082,2.65322826946117,8.73271409843959e-34,0.94180630093167,8.64644077256325,387.50331870532,0.948573838812734,8.28911399009506,390.372149764043,TRUE,2.21645942132265,0.0797406199135603,7.03606195016656,2023-04-24 12:46:52,2023-04-24 12:47:50,4039.62308334529
