"","IDs","H2S_mean","H2S_sd","H2S_cv","abs_mean","Conc_mean","QAQC_flag","Dilution","H2S_cv_flag","H2S_flag","Top_STD"
"1","36 Spike",246.40021118667,15.9681902800536,6.48059115012538,3.0015,246.40021118667,"",1,"Within range","adl",100
"2","36",200.967517083715,2.8435620079647,1.41493612959361,2.46433333333333,200.967517083715,"",1,"Within range","adl",100
"3","38",216.248013642078,12.8188594695918,5.92785073661247,2.645,216.248013642078,"",1,"Within range","adl",100
"4","39",204.350652853095,15.1415012107928,7.40956830790155,2.50433333333333,204.350652853095,"",1,"Within range","adl",100
"5","43",218.136931113315,10.2281590854285,4.68887090013901,2.66733333333333,218.136931113315,"",1,"Within range","adl",100
"6","44",180.358581688581,28.404534385121,15.7489231281305,2.22066666666667,180.358581688581,"",1,"High CV","adl",100
