"","Site","Zone","Replicate","Date","Plot","TIMESTAMP","HM81_AIC","HM81_flux.estimate","HM81_p.value","HM81_r.squared","HM81_RMSE","lin_AIC","lin_flux.estimate","lin_flux.std.error","lin_int.estimate","lin_int.std.error","lin_p.value","lin_r.squared","lin_RMSE","poly_AIC","poly_r.squared","poly_RMSE","rob_AIC","rob_converged","rob_flux.estimate","rob_flux.std.error","rob_RMSE","TIMESTAMP_min","TIMESTAMP_max","c0"
"1","GCW","W","1","202404","GCW_W_1_202404",2024-04-09 13:37:34.5,NA,NA,NA,NA,NA,2489.03686195399,2.71926950079182,0.012317399925366,14113.5148893577,2.16444791809404,2.47032822920623e-323,0.994125548744445,17.559932180994,2487.23925345536,0.994241823187965,17.4459614093958,2489.13332888323,TRUE,2.71921758293146,0.0130350704829461,17.7455054797856,2024-04-09 13:35:00,2024-04-09 13:39:59,14127.6482891184
"2","GCW","W","1","202405","GCW_W_1_202405",2024-05-23 10:15:04.5,4069.97842769883,11.1724537155229,9.54520564084711e-142,0.892910586321966,268.105630447902,3096.88713286253,9.73446759161762,0.0351291264330987,27284.4429612325,6.17298821450125,0,0.996263397022895,50.0807866498211,2685.05420246583,0.999109284095707,24.5366628271128,3096.89737184678,TRUE,9.73652130113113,0.0365050993149619,63.9964298389565,2024-05-23 10:12:30,2024-05-23 10:17:29,27276.951801877
"3","GCW","W","1","202406","GCW_W_1_202406",2024-06-19 04:23:34.5,4232.15161737397,13.3737173499677,5.8643332518994e-138,0.886225781394111,354.599858299986,2895.95635022901,12.507268514113,0.0248435513395046,13955.2205661733,4.36557823085016,0,0.998864984781421,35.4174646678755,2566.54095712635,0.999640507582125,20.0020598209927,2896.66301767964,TRUE,12.4866972178195,0.0257994935164944,37.3324883333128,2024-06-19 04:21:00,2024-06-19 04:25:59,13915.4873721996
"4","GCW","W","1","202407","GCW_W_1_202407",2024-07-16 08:50:34.5,NA,NA,NA,NA,NA,3162.07503322453,13.1736526448958,0.0393078219522498,14298.975515844,6.9072802624642,0,0.997442439740844,56.0380187252534,2640.23767227589,0.999582795386981,22.7121167879412,3162.29281535958,TRUE,13.1657994220265,0.0425534857973598,60.8551892281629,2024-07-16 08:48:00,2024-07-16 08:52:59,14456.2480861477
"5","GCW","W","1","202408","GCW_W_1_202408",2024-08-13 08:52:34.5,4182.04980699101,10.7205542593296,2.00692613398229e-131,0.873701050718608,325.25437299855,2481.64407731053,10.8927563058787,0.0121613964598612,18786.3867881699,2.13703455340886,0,0.999641137625986,17.3375305141761,2443.87591277622,0.999689274215264,16.189191100373,2481.64993786237,TRUE,10.8932222638655,0.0125121481484739,15.5541724055092,2024-08-13 08:50:00,2024-08-13 08:54:59,18795.2233588757
"6","GCW","W","1","202409","GCW_W_1_202409",2024-09-10 09:50:34.5,NA,NA,NA,NA,NA,2786.45376525493,5.32516032590911,0.0205693202027723,13163.8857043544,3.61449839732937,0,0.995721369154793,29.3240351014339,2542.94069697698,0.998177626588921,19.204510159613,2789.97253494513,TRUE,5.35762706651213,0.0197000586669545,29.0237591214689,2024-09-10 09:48:00,2024-09-10 09:52:59,13280.8607080538
"7","GCW","W","1","202410","GCW_W_1_202410",2024-10-02 09:07:34.5,NA,NA,NA,NA,NA,2472.35928361118,4.08006899495033,0.0119682635880792,13746.5297050347,2.10309670574807,0,0.997528020480825,17.0621964216759,2475.37749407463,0.997536375170614,17.0927923512982,2472.83092420437,TRUE,4.07563684095079,0.0118162276566781,16.50225711827,2024-10-02 09:05:00,2024-10-02 09:09:59,13768.7133932103
"8","GCW","W","1","202411","GCW_W_1_202411",2024-11-19 07:52:34.5,NA,NA,NA,NA,NA,2683.4082105182,1.11722506330284,0.0172211091170165,15284.7627563516,3.02614139359359,6.61349693058529e-174,0.935954568844739,24.5507582776096,2465.91787244437,0.970160503350874,16.8162752486917,2684.16268847443,TRUE,1.12910879968446,0.0185837662000729,24.9048802518614,2024-11-19 07:50:00,2024-11-19 07:54:59,15356.092036199
"9","GCW","W","2","202404","GCW_W_2_202404",2024-04-09 13:45:34.5,3199.08022533883,1.8363807046222,9.85950690866878e-126,0.861674552499888,59.7298814250903,2474.70662594762,1.90085057815376,0.0120167989984271,14328.8260957572,2.1116254836166,5.66636251946292e-282,0.988621003702285,17.1313894753438,2450.04632042054,0.989691790812737,16.3623413852762,2474.84087904264,TRUE,1.90431571992088,0.012005086337513,17.0203315298045,2024-04-09 13:43:00,2024-04-09 13:47:59,14350.4536066202
"10","GCW","W","2","202405","GCW_W_2_202405",2024-05-23 10:25:04.5,NA,NA,NA,NA,NA,3397.22381329483,9.56492448668453,0.0589595999111477,16658.7735070073,10.3605455739515,4.26095818211301e-285,0.989175402407137,84.0539872157745,3017.8505821229,0.997114077979351,43.5519858860554,3401.17175830308,TRUE,9.46297534622314,0.060057660535246,82.6357992675276,2024-05-23 10:22:30,2024-05-23 10:27:29,16703.7782013037
