"","Site","Zone","Replicate","Date","Plot","TIMESTAMP","HM81_AIC","HM81_flux.estimate","HM81_p.value","HM81_r.squared","HM81_RMSE","lin_AIC","lin_flux.estimate","lin_flux.std.error","lin_int.estimate","lin_int.std.error","lin_p.value","lin_r.squared","lin_RMSE","poly_AIC","poly_r.squared","poly_RMSE","rob_AIC","rob_converged","rob_flux.estimate","rob_flux.std.error","rob_RMSE","TIMESTAMP_min","TIMESTAMP_max","qaqc_flag","Notes"
"1","GCW","W","1","202404","GCW_W_1_202404",2024-04-09 13:37:34.5,3177.17898035178,2.02837618445704,1.27703709434444e-134,0.879991018875206,57.5164879894329,1793.13218788605,1.97541068468459,0.00371053935911658,68660.748466698,0.652026339934502,0,0.998984895628517,5.28981927158301,1641.4002239724,0.999406676404075,4.05830350235571,1793.79665054436,TRUE,1.97731334593982,0.00371311059050396,5.09848906394545,2024-04-09 13:35:10,2024-04-09 13:39:59,NA,""
"2","GCW","W","1","202405","GCW_W_1_202405",2024-05-23 10:15:04.5,4239.1455967112,14.9948521825907,1.13245033543533e-142,0.894483532592228,358.901715885416,3167.6476919622,13.1352304022904,0.0396873129369132,87287.4721246025,6.97396547822946,0,0.997377713443363,56.5790286781952,2477.05174668629,0.999760956984789,17.1422044141807,3167.64769196219,TRUE,13.1352304022904,0.0396873129369132,84.6358723654427,2024-05-23 10:12:40,2024-05-23 10:17:29,NA,"Raining"
"3","GCW","W","1","202406","GCW_W_1_202406",2024-06-19 04:23:34.5,3966.52229799986,8.07019288841971,1.92867266335556e-135,0.881555363587284,224.305375947952,2369.59832328784,7.75657495244227,0.0100250240868855,65871.1961024896,1.76162523301827,0,0.999519144633492,14.2918752451979,2022.1928743468,0.999856859938183,7.82484620636399,2376.04807653192,TRUE,7.73337786605264,0.00860973306926466,12.4659510377102,2024-06-19 04:21:10,2024-06-19 04:25:59,NA,"8:21:00 AM, written time"
"4","GCW","W","1","202407","GCW_W_1_202407",2024-07-16 08:50:34.5,4176.8531935801,24.5766613897328,2.40923843900514e-180,0.942218877208546,322.353214583305,3892.63476560125,15.7895928775596,0.138519246020755,73420.5282538739,24.3409888030141,1.20826876670783e-241,0.978315481293475,197.475813128201,2853.18566879915,0.999406371604106,32.7875962063034,3893.08806128268,TRUE,15.7102988708874,0.143607046876974,250.697363333483,2024-07-16 08:48:10,2024-07-16 08:52:59,NA,"licor time used"
"5","GCW","W","1","202408","GCW_W_1_202408",2024-08-13 08:52:34.5,4283.60469028757,14.0262326039733,3.51322334160089e-135,0.881061290593655,387.494706755164,2802.23574623827,13.3702761858782,0.0211367021365936,77310.3370798668,3.71420033547093,0,0.99928076020077,30.132906156932,2464.27029164556,0.999778814083922,16.7685737701006,2803.21467217126,TRUE,13.3837667249369,0.0223876158884309,29.3220999496005,2024-08-13 08:50:10,2024-08-13 08:54:59,NA,"licor time used"
"6","GCW","W","1","202409","GCW_W_1_202409",2024-09-10 09:50:34.5,3831.0669831853,6.70310453317009,1.44944931905043e-133,0.877950315657373,177.587733967572,2845.99801448547,6.03876239477994,0.0227932206947822,70903.3652476856,4.00528840326775,0,0.995913705115391,32.4944722110184,2663.43930084295,0.997852439054565,23.6390822330817,2846.08570185788,TRUE,6.0401599890942,0.0256048101432769,34.0271540943415,2024-09-10 09:48:10,2024-09-10 09:52:59,NA,"licor time used"
"7","GCW","W","1","202410","GCW_W_1_202410",2024-10-02 09:07:34.5,NA,NA,NA,NA,NA,2336.80062676471,8.85690232045243,0.00947386185818731,70020.9431922528,1.66477346676351,0,0.999670587717819,13.506127326375,2311.97188488224,0.999701759368534,12.8960758288552,2338.7620300667,TRUE,8.84558815212629,0.00771640357684002,9.51639649841357,2024-10-02 09:05:10,2024-10-02 09:09:59,NA,"licor time used"
"8","GCW","W","1","202411","GCW_W_1_202411",2024-11-19 07:52:34.5,3382.27531657354,3.43714937958165,2.99637599453433e-134,0.879278476149388,81.9153197038343,2724.7433663595,2.78889820988104,0.0184932058938417,73827.5818351942,3.24967779225703,4.51885018430062e-276,0.987494920960583,26.3642849361628,2575.61230417131,0.992624993825409,20.3173563391425,2726.81385780234,TRUE,2.78774398193124,0.0160079349090686,21.9219690536237,2024-11-19 07:50:10,2024-11-19 07:54:59,NA,""
"9","GCW","W","2","202404","GCW_W_2_202404",2024-04-09 13:45:34.5,2807.33102462523,1.08749086899492,1.44023647635711e-137,0.885513972365821,30.3987887891924,1850.65650645045,1.0672166338892,0.00409741835331737,68388.9278888803,0.720009797370818,0,0.995772650769057,5.84136171898106,1714.76594893031,0.997390407955194,4.6055295559659,1851.06411668022,TRUE,1.06888968586933,0.00420863899544205,6.28773732749561,2024-04-09 13:43:10,2024-04-09 13:47:59,NA,""
"10","GCW","W","2","202405","GCW_W_2_202405",2024-05-23 10:25:04.5,NA,NA,NA,NA,NA,2645.65529132789,5.53265948470525,0.0161358687332689,74337.8312120282,2.83543992222246,0,0.997556306536416,23.0036178377317,2615.55201561544,0.997827424984966,21.7657380479342,2646.9146073351,TRUE,5.54542253720793,0.0162765361898397,24.3325260562459,2024-05-23 10:22:40,2024-05-23 10:27:29,NA,"Raining"
