[Header]	
System	TOCL TNML ASIL 24ML	
S/W Version	1.00	
User	cp	
Date/Time	12/16/2025 1:14:27 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250921.2025_09_24_00_37_49.cal	1.00		11/20/2025 12:24:13 PM	1	1	IC	2.223	1.350	IC:1.346mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250921.2025_09_24_00_37_49.cal	1.00		11/20/2025 12:27:17 PM	1	2	IC	2.654	1.382	IC:1.346mg/L	1	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250921.2025_09_24_00_37_49.cal	1.00		11/20/2025 12:30:26 PM	1	3	IC	2.107	1.341	IC:1.346mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250921.2025_09_24_00_37_49.cal	1.00		11/20/2025 12:33:39 PM	1	4	IC	2.163	1.345	IC:1.346mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250921.2025_09_24_00_37_49.cal	1.00		11/20/2025 12:39:06 PM	1	1	IC	2.078	1.339	IC:1.372mg/L	1	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250921.2025_09_24_00_37_49.cal	1.00		11/20/2025 12:42:21 PM	1	2	IC	2.552	1.374	IC:1.372mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250921.2025_09_24_00_37_49.cal	1.00		11/20/2025 12:45:30 PM	1	3	IC	2.506	1.371	IC:1.372mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250921.2025_09_24_00_37_49.cal	1.00		11/20/2025 12:48:40 PM	1	4	IC	2.701	1.385	IC:1.372mg/L	1	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250921.2025_09_24_00_37_49.cal	1.00		11/20/2025 12:51:57 PM	1	5	IC	2.498	1.370	IC:1.372mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250921.2025_09_24_00_37_49.cal	1.00		11/20/2025 12:57:31 PM	1	1	IC	2.553	1.374	IC:1.375mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250921.2025_09_24_00_37_49.cal	1.00		11/20/2025 1:00:42 PM	1	2	IC	2.587	1.377	IC:1.375mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250921.2025_09_24_00_37_49.cal	1.00		11/20/2025 1:03:53 PM	1	3	IC	2.560	1.375	IC:1.375mg/L	0	150	
Unknown	IC	Chk_Std_80mgL	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250921.2025_09_24_00_37_49.cal	1.00		11/20/2025 1:11:20 PM	1	1	IC	782.1	59.15	IC:65.70mg/L	1	150	
Unknown	IC	Chk_Std_80mgL	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250921.2025_09_24_00_37_49.cal	1.00		11/20/2025 1:15:56 PM	1	2	IC	829.2	62.64	IC:65.70mg/L	1	150	
Unknown	IC	Chk_Std_80mgL	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250921.2025_09_24_00_37_49.cal	1.00		11/20/2025 1:21:06 PM	1	3	IC	859.7	64.90	IC:65.70mg/L	0	150	
Unknown	IC	Chk_Std_80mgL	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250921.2025_09_24_00_37_49.cal	1.00		11/20/2025 1:26:13 PM	1	4	IC	872.3	65.84	IC:65.70mg/L	0	150	
Unknown	IC	Chk_Std_80mgL	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250921.2025_09_24_00_37_49.cal	1.00		11/20/2025 1:31:21 PM	1	5	IC	879.3	66.35	IC:65.70mg/L	0	150	
Unknown	IC	Chk_Std_200mgL	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250921.2025_09_24_00_37_49.cal	1.00		11/20/2025 1:40:26 PM	1	1	IC	2045	152.8	IC:159.0mg/L	1	150	
Unknown	IC	Chk_Std_200mgL	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250921.2025_09_24_00_37_49.cal	1.00		11/20/2025 1:47:47 PM	1	2	IC	2099	156.8	IC:159.0mg/L	0	150	
Unknown	IC	Chk_Std_200mgL	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250921.2025_09_24_00_37_49.cal	1.00		11/20/2025 1:55:20 PM	1	3	IC	2171	162.1	IC:159.0mg/L	0	150	
Unknown	IC	Chk_Std_200mgL	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250921.2025_09_24_00_37_49.cal	1.00		11/20/2025 2:00:37 PM	1	4	IC	2117	158.1	IC:159.0mg/L	0	150	
