Year,Month,Day,Site,Transect Location,Lysimeter,Depth_cm,Time (24hr),Time Zone_EDT/EST,    DIC     (if >50mL),SO4,FE,DOC,NUTR,GHG Shake,GHG Fill,Temp_c,pH,Conductivity_uScm,DO_mgL,Field Notes
2025,5,15,MSM,Transition,B,10,13:16,EDT,x,x,x,x,x,,,,,,,
2025,5,15,MSM,Transition,B,20,13:20,EDT,x,x,x,x,x,,,,,,,
2025,5,15,MSM,Transition,B,45,13:25,EDT,,x,x,x,x,,,,,,,
2025,5,15,MSM,Transition,C,10,13:28,EDT,,,,,,,,,,,,
2025,5,15,MSM,Transition,C,20,13:30,EDT,x,x,x,x,x,,,,,,,
2025,5,15,MSM,Transition,C,45,13:33,EDT,,x,x,x,x,,,,,,,
2025,5,15,MSM,Wetland,A,10,12:01,EDT,x,x,x,x,x,,,,,,,
2025,5,15,MSM,Wetland,A,20,12:07,EDT,x,x,x,x,x,,,,,,,
2025,5,15,MSM,Wetland,A,45,12:09,EDT,,x,x,,x,,,,,,,
2025,5,15,MSM,Wetland,B,10,12:13,EDT,x,x,x,x,x,,,,,,,
2025,5,15,MSM,Wetland,B,20,12:18,EDT,x,x,x,x,x,,,,,,,
2025,5,15,MSM,Wetland,B,45,,EDT,,,,,,,,,,,,Tubing broken 
2025,5,15,MSM,Wetland,C,10,12:21,EDT,x,x,x,x,x,,,,,,,
2025,5,15,MSM,Wetland,C,20,12:24,EDT,x,x,x,x,x,,,,,,,
2025,5,15,MSM,Wetland,C,45,12:27,EDT,,x,,,x,,,,,,,
2025,5,15,MSM,Surface Water,A,0,10:45,EDT,x,x,x,x,x,x,,,,,,
2025,5,15,MSM,Surface Water,B,0,10:45,EDT,x,x,x,x,x,x,,,,,,
2025,5,15,MSM,Surface Water,C,0,10:45,EDT,x,x,x,x,x,x,,,,,,
2025,5,20,GWI,Upland,A,10,14:02,EDT,,x,,,,,,,,,,
2025,5,20,GWI,Upland,A,20,13:45,EDT,,x,x,x,x,,,,,,,
2025,5,20,GWI,Upland,A,45,13:48,EDT,x,x,x,x,x,,,,,,,
2025,5,20,GWI,Upland,B,10,13:51,EDT,,x,x,x,x,,,,,,,
2025,5,20,GWI,Upland,B,20,13:53,EDT,x,x,x,x,x,,,,,,,
2025,5,20,GWI,Upland,B,45,13:55,EDT,x,x,x,x,x,,,,,,,
2025,5,20,GWI,Upland,C,10,,,,,,,,,,,,,,
2025,5,20,GWI,Upland,C,20,13:41,EDT,,x,x,x,x,,,,,,,
2025,5,20,GWI,Upland,C,45,,,,,,,,,,,,,,
2025,5,20,GWI,Transition,A,10,13:08,EDT,,x,x,x,x,,,,,,,
2025,5,20,GWI,Transition,A,20,13:10,EDT,,x,x,x,x,,,,,,,
2025,5,20,GWI,Transition,A,45,13:11,EDT,,,,,,,,,,,,
2025,5,20,GWI,Transition,B,10,13:13,EDT,,x,x,x,x,,,,,,,
2025,5,20,GWI,Transition,B,20,13:20,EDT,,x,x,x,,,,,,,,
2025,5,20,GWI,Transition,B,45,,,,x,x,x,x,,,,,,,
2025,5,20,GWI,Transition,C,10,13:00,EDT,,x,x,x,,,,,,,,
2025,5,20,GWI,Transition,C,20,13:02,EDT,,x,x,x,x,,,,,,,
2025,5,20,GWI,Transition,C,45,,,,,,,,,,,,,,
2025,5,20,GWI,Wetland,A,10,,,x,x,x,x,x,,,,,,,
2025,5,20,GWI,Wetland,A,20,,,,x,x,x,,,,,,,,
2025,5,20,GWI,Wetland,A,45,,,x,x,x,x,x,,,,,,,
2025,5,20,GWI,Wetland,B,10,,,x,x,x,x,x,,,,,,,
2025,5,20,GWI,Wetland,B,20,,,x,x,x,x,x,,,,,,,
2025,5,20,GWI,Wetland,B,45,,,,x,x,x,x,,,,,,,
2025,5,20,GWI,Wetland,C,10,,,x,x,x,x,x,,,,,,,
2025,5,20,GWI,Wetland,C,20,,,,,,,,,,,,,,Lysimeter broken 
2025,5,20,GWI,Wetland,C,45,,,x,x,x,x,,,,,,,,
2025,5,20,GWI,Surface Water,A,0,,,x,x,x,x,x,x,,,,,,
2025,5,20,GWI,Surface Water,B,0,,,x,x,x,x,x,x,,,,,,
2025,5,20,GWI,Surface Water,C,0,,,x,x,x,x,x,x,,,,,,
2025,5,21,SWH,Upland,A,10,10:20,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Upland,A,20,10:24,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Upland,A,45,10:26,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Upland,B,10,10:28,EDT,,x,x,x,x,,,,,,,
2025,5,21,SWH,Upland,B,20,10:31,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Upland,B,45,10:34,EDT,,x,x,x,x,,,,,,,
2025,5,21,SWH,Upland,C,10,10:36,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Upland,C,20,10:39,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Upland,C,45,10:43,EDT,,x,x,x,x,,,,,,,
2025,5,21,SWH,SWAMP,A,10,11:29,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,SWAMP,A,20,11:34,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,SWAMP,A,45,11:36,EDT,,x,x,x,x,,,,,,,
2025,5,21,SWH,SWAMP,B,10,11:37,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,SWAMP,B,20,11:40,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,SWAMP,B,45,11:42,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,SWAMP,C,10,11:48,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,SWAMP,C,20,11:51,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,SWAMP,C,45,11:53,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Transition,A,10,10:21,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Transition,A,20,10:29,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Transition,A,45,10:35,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Transition,B,10,10:42,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Transition,B,20,10:50,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Transition,B,45,10:55,EDT,x,x,x,x,x,,,,,,,"Two samples (FE, NUTR) not checked off on the datasheet, but I think they were taken "
2025,5,21,SWH,Transition,C,10,11:19,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Transition,C,20,11:25,EDT,x,x,x,x,x,,,,,,,NUTR label came off and had to get a new vial and label 
2025,5,21,SWH,Transition,C,45,11:30,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Wetland,A,10,11:56,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Wetland,A,20,11:59,EDT,,x,x,x,x,,,,,,,
2025,5,21,SWH,Wetland,A,45,12:02,EDT,,x,x,x,x,,,,,,,
2025,5,21,SWH,Wetland,B,10,12:04,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Wetland,B,20,12:06,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Wetland,B,45,12:09,EDT,,x,x,x,x,,,,,,,
2025,5,21,SWH,Wetland,C,10,12:12,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Wetland,C,20,12:14,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Wetland,C,45,12:20,EDT,x,x,x,x,x,,,,,,,also collected a DIC dup
2025,5,21,SWH,Surface Water,A,0,10:25,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Surface Water,B,0,10:30,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Surface Water,C,0,10:38,EDT,x,x,x,x,x,,,,,,,
