"Project","Region","Sample_ID","Year","Month","Day","Site","Zone","Lysimeter","Depth_cm","Sampling_Time","Sampling_Time_Zone","Field_Notes","ic_mgL","ic_uM","ic_flag","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","NOx_mgL","NOx_uM","NOx_Conc_Flag","NH3_mgL","NH3_uM","NH3_Conc_Flag","PO4_mgL","PO4_uM","PO4_Conc_Flag","SO4_ppm","SO4_mM","SO4_Conc_flag","Cl_ppm","Cl_mM","Cl_Conc_flag","salinity","H2S_mean_uM","H2S_sd_uM","H2S_cv","H2S_Conc_flag","H2S_cv_flag"
"COMPASS:Synoptic","CB","GWI_202505_UP_LYSB_10CM",2025,5,20,"GWI","UP","B",10,"13:51","EDT","",NA,NA,NA,40.08,3336.94113729082,"",0.7178,51.2469032677219,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,210.6566,6.5707,"Within_Range",1268.2404,35.7755,"Within_Range",2.2917,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","GWI_202505_UP_LYSB_20CM",2025,5,20,"GWI","UP","B",20,"13:53","EDT","",13.01,1083.17375738906,NA,31.68,2637.58221630172,"",0.6884,49.1479077869877,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,426.9815,13.3182,"Within_Range",2543.0925,71.7374,"Within_Range",4.5954,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","GWI_202505_UP_LYSB_45CM",2025,5,20,"GWI","UP","B",45,"13:55","EDT","",18.05,1502.78910998252,NA,30.94,2575.97202564316,"",0.7135,50.9399073300635,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,508.407,15.858,"Within_Range",3686.3483,103.9873,"Within_Range",6.6613,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","GWI_202505_UP_LYSC_20CM",2025,5,20,"GWI","UP","C",20,"13:41","EDT","",NA,NA,NA,46.18,3844.80892515194,"",0.857,61.1850043193614,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,347.2475,10.8312,"Within_Range",2484.7939,70.0929,"Within_Range",4.49,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","GWI_202505_WC_LYSA_10CM",2025,5,20,"GWI","WC","A",10,"","","",22.11,1840.81258846058,NA,25.79,2147.19840146532,"",1.028,73.3934474215911,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1596.731,49.8045,"Within_Range",6438.5843,181.6244,"Within_Range",11.6345,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","GWI_202505_WC_LYSA_20CM",2025,5,20,"GWI","WC","A",20,"","","",NA,NA,NA,51.94,4324.36932811589,"",1.562,111.518059214519,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1726.4464,53.8505,"Within_Range",10633.9264,299.9697,"Within_Range",19.2155,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","GWI_202505_WC_LYSA_45CM",2025,5,20,"GWI","WC","A",45,"","","",23.88,1988.17750395471,NA,45.2,3763.21705103655,"",1.224,87.3867506264859,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1468.8449,45.8155,"Within_Range",12235.5912,345.1507,"Within_Range",22.1097,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","GWI_202505_WC_LYSB_10CM",2025,5,20,"GWI","WC","B",10,"","","",22.44,1868.28740321372,NA,25.18,2096.41162267921,"",0.8872,63.341115323381,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1671.9164,52.1496,"Within_Range",7337.6499,206.9859,"Within_Range",13.2592,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","GWI_202505_WC_LYSB_20CM",2025,5,20,"GWI","WC","B",20,"","","",25.54,2126.38414786446,NA,34.11,2839.89676130214,"",1.095,78.1768724967337,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1604.1273,50.0352,"Within_Range",8633.0984,243.5289,"Within_Range",15.6,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","GWI_202505_WC_LYSB_45CM",2025,5,20,"GWI","WC","B",45,"","","",NA,NA,NA,55.65,4633.25285155274,"",1.361,97.1677839890909,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1855.9409,57.8896,"Within_Range",14171.5182,399.7607,"Within_Range",25.608,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","GWI_202505_WC_LYSC_10CM",2025,5,20,"GWI","WC","C",10,"","","",29.6,2464.40762634252,NA,27.38,2279.57705436683,"",0.94,67.1107398602098,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1506.6885,46.9959,"Within_Range",7601.9868,214.4425,"Within_Range",13.7368,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","SWH_202505_SW_A",2025,5,21,"SWH","SW","A",0,"10:25","EDT","",8.073,672.133877279161,NA,7.418,617.600532844892,"",0.2143,15.2998208000457,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.117,0.2532,"Within_Range",32.1574,0.9071,"Within_Range",0.0581,0.0791,0.068,85.9413,"Within_Range","High CV"
"COMPASS:Synoptic","CB","SWH_202505_SW_B",2025,5,21,"SWH","SW","B",0,"10:30","EDT","",7.728,643.410207309966,NA,7.05,586.961951544418,"",0.1492,10.6520450927056,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0364,0.2507,"Within_Range",34.3592,0.9692,"Within_Range",0.0621,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","SWH_202505_SW_C",2025,5,21,"SWH","SW","C",0,"10:38","EDT","",7.686,639.91341270502,NA,6.817,567.563067188411,"",0.1889,13.4864029357379,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0204,0.2814,"Within_Range",40.5307,1.1433,"Within_Range",0.0733,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","SWH_202505_SWAMP_LYSA_10CM",2025,5,21,"SWH","SWAMP","A",10,"11:29","EDT","",13.83,1151.4445091999,NA,19.12,1591.87411539422,"",0.3276,23.3888067853242,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4477,0.3883,"Within_Range",18.7782,0.5297,"Within_Range",0.034,14.9567,0.8775,5.8671,"Within_Range","Within range"
"COMPASS:Synoptic","CB","SWH_202505_SWAMP_LYSA_20CM",2025,5,21,"SWH","SWAMP","A",20,"11:34","EDT","",16.83,1401.21555241029,NA,15.11,1258.01348763633,"",0.3206,22.8890459565779,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7144,0.0223,"Within_Range",13.2165,0.3728,"Within_Range",0.0239,26.9532,1.7551,6.5115,"Within_Range","Within range"
"COMPASS:Synoptic","CB","SWH_202505_SWAMP_LYSA_45CM",2025,5,21,"SWH","SWAMP","A",45,"11:36","EDT","",NA,NA,NA,14.26,1187.24502539339,"",0.5537,39.5310815538278,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4691,0.2954,"Within_Range",46.5777,1.3139,"Within_Range",0.0842,0.2197,0.0731,33.2908,"Within_Range","High CV"
"COMPASS:Synoptic","CB","SWH_202505_SWAMP_LYSB_10CM",2025,5,21,"SWH","SWAMP","B",10,"11:37","EDT","",11.85,986.595620681042,NA,58.76,4892.18216634751,"",1.196,85.3877073115009,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5886,0.2679,"Within_Range",35.7691,1.009,"Within_Range",0.0647,3.1671,0.1463,4.618,"Within_Range","Within range"
"COMPASS:Synoptic","CB","SWH_202505_SWAMP_LYSB_20CM",2025,5,21,"SWH","SWAMP","B",20,"11:40","EDT","",13.84,1152.27707934393,NA,22.28,1854.96628090917,"",0.2421,17.2845852342093,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9433,0.4037,"Within_Range",21.102,0.5953,"Within_Range",0.0382,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","SWH_202505_SWAMP_LYSB_45CM",2025,5,21,"SWH","SWAMP","B",45,"11:42","EDT","",13.17,1096.49487969361,NA,11.58,964.116226792107,"",0.4896,34.9547002505944,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9924,0.3741,"Within_Range",41.524,1.1713,"Within_Range",0.0751,8.6482,0.5758,6.6581,"Within_Range","Within range"
"COMPASS:Synoptic","CB","SWH_202505_SWAMP_LYSC_10CM",2025,5,21,"SWH","SWAMP","C",10,"11:48","EDT","",7.694,640.579468820248,NA,33.32,2774.1237199234,"",0.4857,34.6762620745786,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0798,0.0337,"Within_Range",34.8317,0.9826,"Within_Range",0.063,5.1837,0.0731,1.4107,"Within_Range","Within range"
"COMPASS:Synoptic","CB","SWH_202505_SWAMP_LYSC_20CM",2025,5,21,"SWH","SWAMP","C",20,"11:51","EDT","",7.611,633.669136624761,NA,31.25,2601.78170010823,"",0.4515,32.2345734541327,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0947,0.0341,"Within_Range",3.4169,0.0964,"Within_Range",0.0062,10.1478,0.6581,6.4856,"Within_Range","Within range"
"COMPASS:Synoptic","CB","SWH_202505_SWAMP_LYSC_45CM",2025,5,21,"SWH","SWAMP","C",45,"11:53","EDT","",9.059,754.225293480976,NA,32.99,2746.64890517026,"",0.5068,36.182684001228,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9019,0.0281,"Within_Range",4.0829,0.1152,"Within_Range",0.0074,13.8708,1.9744,14.2345,"Within_Range","High CV"
"COMPASS:Synoptic","CB","SWH_202505_TR_LYSA_10CM",2025,5,21,"SWH","TR","A",10,"10:21","EDT","",15.62,1300.4745649821,NA,17.59,1464.49088335692,"",0.326,23.2745757387536,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3849,0.1992,"Within_Range",114.284,3.2238,"Within_Range",0.2065,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","SWH_202505_TR_LYSA_20CM",2025,5,21,"SWH","TR","A",20,"10:29","EDT","",44.5,3704.93714095413,NA,35.42,2948.96345017068,"",2.339,166.991511205352,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4644,0.0145,"Within_Range",159.7353,4.5059,"Within_Range",0.2887,29.194,2.3363,8.0026,"Within_Range","Within range"
"COMPASS:Synoptic","CB","SWH_202505_TR_LYSA_45CM",2025,5,21,"SWH","TR","A",45,"10:35","EDT","",57.92,4822.24627424861,NA,23.33,1942.3861460328,"",3.219,229.818586819165,"value above cal curve",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",559.8287,15.7921,"Within_Range",1.0116,13.3954,0.8158,6.0904,"Within_Range","Within range"
"COMPASS:Synoptic","CB","SWH_202505_TR_LYSB_10CM",2025,5,21,"SWH","TR","B",10,"10:42","EDT","",8.815,733.910581966531,NA,10.99,914.994588294064,"",0.2036,14.535900676105,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1485,0.3477,"Within_Range",32.286,0.9107,"Within_Range",0.0584,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","SWH_202505_TR_LYSB_20CM",2025,5,21,"SWH","TR","B",20,"10:50","EDT","",37.94,3158.7711264674,NA,47.38,3944.7173424361,"",2.053,146.572711630862,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",167.2167,4.717,"Within_Range",0.3022,22.4011,0.7216,3.2214,"Within_Range","Within range"
"COMPASS:Synoptic","CB","SWH_202505_TR_LYSB_45CM",2025,5,21,"SWH","TR","B",45,"10:55","EDT","Two samples (FE, NUTR) not checked off on the datasheet, but I think they were taken ",51.97,4326.867038548,NA,36.06,3002.24793938889,"",2.735,195.263695231568,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",510.4166,14.3982,"Within_Range",0.9223,519.3859,82.2273,15.8316,"Within_Range","High CV"
"COMPASS:Synoptic","CB","SWH_202505_TR_LYSC_10CM",2025,5,21,"SWH","TR","C",10,"11:19","EDT","",15.41,1282.99059195737,NA,14.93,1243.02722504371,"",0.3262,23.2888546195749,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0216,0.4374,"Within_Range",64.1332,1.8091,"Within_Range",0.1159,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","SWH_202505_TR_LYSC_20CM",2025,5,21,"SWH","TR","C",20,"11:25","EDT","NUTR label came off and had to get a new vial and label ",24.9,2073.09965864624,NA,20.16,1678.46141037382,"",0.8434,60.2140404235116,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1397,0.1603,"Within_Range",118.6388,3.3467,"Within_Range",0.2144,14.2607,0.8158,5.7208,"Within_Range","Within range"
"COMPASS:Synoptic","CB","SWH_202505_TR_LYSC_45CM",2025,5,21,"SWH","TR","C",45,"11:30","EDT","",38.48,3203.72991424528,NA,29.93,2491.88244109566,"",1.75,124.940207186561,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",209.0462,5.8969,"Within_Range",0.3778,297.8869,15.6623,5.2578,"Within_Range","Within range"
"COMPASS:Synoptic","CB","SWH_202505_UP_LYSA_10CM",2025,5,21,"SWH","UP","A",10,"10:20","EDT","",11.86,987.428190825077,NA,23.07,1920.7393222879,"",0.4156,29.6715143467055,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5702,0.0802,"Within_Range",2.2788,0.0643,"Within_Range",0.0041,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","SWH_202505_UP_LYSA_20CM",2025,5,21,"SWH","UP","A",20,"10:24","EDT","",18.54,1543.58504704021,NA,27.17,2262.0930813421,"",0.5244,37.4392255135042,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7296,0.4282,"Within_Range",2.5073,0.0707,"Within_Range",0.0046,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","SWH_202505_UP_LYSA_45CM",2025,5,21,"SWH","UP","A",45,"10:26","EDT","",16.45,1369.57788693697,NA,16.72,1392.05728082591,"",0.2362,16.8633582499804,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3921,0.0434,"Within_Range",3.3899,0.0956,"Within_Range",0.0062,19.8574,1.5148,7.6283,"Within_Range","Within range"
"COMPASS:Synoptic","CB","SWH_202505_UP_LYSB_10CM",2025,5,21,"SWH","UP","B",10,"10:28","EDT","",NA,NA,NA,40.34,3358.58796103572,"",0.5554,39.652452040809,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3081,0.072,"Within_Range",1.7499,0.0494,"Within_Range",0.0032,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","SWH_202505_UP_LYSB_20CM",2025,5,21,"SWH","UP","B",20,"10:31","EDT","",25.53,2125.55157772042,NA,34.86,2902.33952210474,"",0.4855,34.6619831937573,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9274,0.0913,"Within_Range",1.928,0.0544,"Within_Range",0.0035,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","SWH_202505_UP_LYSB_45CM",2025,5,21,"SWH","UP","B",45,"10:34","EDT","",NA,NA,NA,32.52,2707.51810840063,"",0.4322,30.8566614548752,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6371,0.0199,"Within_Range",4.086,0.1153,"Within_Range",0.0074,13.302,1.0238,7.6965,"Within_Range","Within range"
"COMPASS:Synoptic","CB","SWH_202505_UP_LYSC_10CM",2025,5,21,"SWH","UP","C",10,"10:36","EDT","",11.05,919.990009158272,NA,69.84,5814.66988593789,"",0.9478,67.6676162122413,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0424,0.0325,"Within_Range",8.3166,0.2346,"Within_Range",0.0151,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","SWH_202505_UP_LYSC_20CM",2025,5,21,"SWH","UP","C",20,"10:39","EDT","",24.06,2003.16376654733,NA,62.15,5174.42344517526,"",0.8783,62.7057051268322,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7427,0.0232,"Within_Range",4.4981,0.1269,"Within_Range",0.0082,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","SWH_202505_UP_LYSC_45CM",2025,5,21,"SWH","UP","C",45,"10:43","EDT","",NA,NA,NA,38.93,3241.19557072683,"",0.5458,38.9670657613856,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9607,0.03,"Within_Range",8.9303,0.2519,"Within_Range",0.0162,18.3695,0.585,3.1847,"Within_Range","Within range"
"COMPASS:Synoptic","CB","SWH_202505_WC_LYSA_10CM",2025,5,21,"SWH","WC","A",10,"11:56","EDT","",38.68,3220.38131712597,NA,15.17,1263.00890850054,"",0.3354,23.9456831373557,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.011,0.4682,"Within_Range",164.9042,4.6517,"Within_Range",0.298,36.3911,0.1566,0.4304,"Within_Range","Within range"
"COMPASS:Synoptic","CB","SWH_202505_WC_LYSA_20CM",2025,5,21,"SWH","WC","A",20,"11:59","EDT","",NA,NA,NA,20.04,1668.47056864541,"",0.3433,24.5096989297979,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6237,0.0195,"Within_Range",408.9197,11.5351,"Within_Range",0.7389,13.6875,0.9397,6.8657,"Within_Range","Within range"
"COMPASS:Synoptic","CB","SWH_202505_WC_LYSA_45CM",2025,5,21,"SWH","WC","A",45,"12:02","EDT","",NA,NA,NA,15.5,1290.48372325368,"",0.2231,15.9280915561838,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.082,0.0961,"Within_Range",559.6246,15.7863,"Within_Range",1.0113,5.6028,0.4699,8.3864,"Within_Range","Within range"
"COMPASS:Synoptic","CB","SWH_202505_WC_LYSB_10CM",2025,5,21,"SWH","WC","B",10,"12:04","EDT","",47.09,3920.5728082591,NA,14.4,1198.90100740987,"",0.3421,24.42402564487,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7107,0.2405,"Within_Range",118.5161,3.3432,"Within_Range",0.2142,17.6744,1.5386,8.7051,"Within_Range","Within range"
"COMPASS:Synoptic","CB","SWH_202505_WC_LYSB_20CM",2025,5,21,"SWH","WC","B",20,"12:06","EDT","",65.1,5420.03163766547,NA,19.47,1621.01407043543,"",0.3993,28.5077855597678,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7906,0.0247,"Within_Range",215.5893,6.0815,"Within_Range",0.3896,6.2119,0.0783,1.2607,"Within_Range","Within range"
"COMPASS:Synoptic","CB","SWH_202505_WC_LYSB_45CM",2025,5,21,"SWH","WC","B",45,"12:09","EDT","",NA,NA,NA,18.43,1534.42677545583,"",0.31,22.1322652730479,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",632.8896,17.853,"Within_Range",1.1437,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","SWH_202505_WC_LYSC_10CM",2025,5,21,"SWH","WC","C",10,"12:12","EDT","",46.43,3865.62317875281,NA,12.27,1021.5635667305,"",0.2715,19.3835807149436,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl",128.7588,3.6321,"Within_Range",0.2327,13.466,2.6626,19.7728,"Within_Range","High CV"
"COMPASS:Synoptic","CB","SWH_202505_WC_LYSC_20CM",2025,5,21,"SWH","WC","C",20,"12:14","EDT","",52.48,4369.32811589376,NA,14.59,1214.71984014653,"",0.3404,24.3026551578887,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9084,0.1531,"Within_Range",206.3616,5.8212,"Within_Range",0.3729,4.9383,0.3836,7.7689,"Within_Range","Within range"
"COMPASS:Synoptic","CB","SWH_202505_WC_LYSC_45CM",2025,5,21,"SWH","WC","C",45,"12:20","EDT","also collected a DIC dup",61.34,5106.98526350845,NA,13.92,1158.93764049621,"",0.2601,18.5696845081283,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8405,0.0262,"Within_Range",745.044,21.0168,"Within_Range",1.3463,3.2216,0.2349,7.2924,"Within_Range","Within range"
"COMPASS:Synoptic","CB","MSM_202507_SW_A",2025,7,15,"MSM","SW","A",0,"10:15","EDT","",17.3,1440.34634917992,NA,6.994,582.299558737824,"NPOC checks out of range",0.4025,28.736247652909,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,854.3693,26.6491,"Within_Range",6150.812,173.5067,"Within_Range",11.1145,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","MSM_202507_SW_B",2025,7,15,"MSM","SW","B",0,"10:15","EDT","",16.77,1396.22013154608,NA,7.017,584.214470069103,"NPOC checks out of range",0.4842,34.5691704684187,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,839.6937,26.1913,"Within_Range",6031.8786,170.1517,"Within_Range",10.8996,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","MSM_202507_SW_C",2025,7,15,"MSM","SW","C",0,"10:15","EDT","",16.79,1397.88527183415,NA,7.648,636.749646157689,"NPOC checks out of range",0.463,33.0556091013586,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,877.7337,27.3778,"Within_Range",6319.3335,178.2605,"Within_Range",11.4191,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","MSM_202507_TR_LYSA_10CM",2025,7,15,"MSM","TR","A",10,"12:14","EDT","dic duplicate",28.03,2333.69411372908,NA,93.14,7754.55832153859,"NPOC checks out of range",2.378,169.775892965509,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,488.3082,15.2311,"Within_Range",3677.5949,103.7403,"Within_Range",6.6454,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","MSM_202507_TR_LYSA_20CM",2025,7,15,"MSM","TR","A",20,"12:16","EDT","",36.06,3002.24793938889,NA,33.78,2812.421946549,"NPOC checks out of range",1.668,119.085866049819,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,779.452,24.3123,"Within_Range",5348.7229,150.8808,"Within_Range",9.6652,9.3932,1.0666,11.355,"Within_Range","High CV"
"COMPASS:Synoptic","CB","MSM_202507_TR_LYSA_45CM",2025,7,15,"MSM","TR","A",45,"12:18","EDT","",NA,NA,NA,30.01,2498.54300224794,"NPOC checks out of range",1.544,110.2329599406,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,672.2942,20.9699,"Within_Range",5672.643,160.0181,"Within_Range",10.2505,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","MSM_202507_TR_LYSB_10CM",2025,7,15,"MSM","TR","B",10,"12:20","EDT","",36.08,3003.91307967696,NA,96.26,8014.3202064774,"NPOC checks out of range",2.395,170.989597835322,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,438.486,13.677,"Within_Range",3363.3031,94.8746,"Within_Range",6.0775,0.7421,0.3764,50.7285,"Within_Range","High CV"
"COMPASS:Synoptic","CB","MSM_202507_TR_LYSB_20CM",2025,7,15,"MSM","TR","B",20,"12:22","EDT","",50.16,4176.17184247773,NA,54.18,4510.86504037965,"NPOC checks out of range",3.73,266.301127317641,"value above cal curve",NA,NA,NA,NA,NA,NA,NA,NA,NA,563.8803,17.5883,"Within_Range",5053.4229,142.5507,"Within_Range",9.1316,8.9348,0.5199,5.8189,"Within_Range","Within range"
"COMPASS:Synoptic","CB","MSM_202507_TR_LYSB_45CM",2025,7,15,"MSM","TR","B",45,"12:23","EDT","",37.73,3141.28715344268,NA,44.02,3664.97377404046,"NPOC checks out of range",3.843,274.368694981687,"value above cal curve",NA,NA,NA,NA,NA,NA,NA,NA,NA,518.7984,16.1821,"Within_Range",6155.7744,173.6467,"Within_Range",11.1235,6.9532,0.1255,1.8047,"Within_Range","Within range"
"COMPASS:Synoptic","CB","MSM_202507_TR_LYSC_20CM",2025,7,15,"MSM","TR","C",20,"12:26","EDT","",36.68,3053.86728831904,NA,50.22,4181.16726334194,"NPOC checks out of range",2.889,206.258433463985,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,432.208,13.4812,"Within_Range",4576.8636,129.1076,"Within_Range",8.2704,24.6103,0.3764,1.5296,"Within_Range","Within range"
"COMPASS:Synoptic","CB","MSM_202507_TR_LYSC_45CM",2025,7,15,"MSM","TR","C",45,"12:27","EDT","",NA,NA,NA,23.08,1921.57189243194,"NPOC checks out of range",2.166,154.640279294909,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,702.6305,21.9161,"Within_Range",6250.6642,176.3234,"Within_Range",11.295,0.2097,0.1255,59.8374,"Within_Range","High CV"
"COMPASS:Synoptic","CB","MSM_202507_UP_LYSA_10CM",2025,7,15,"MSM","UP","A",10,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.5503,4.0097,"Within_Range",1211.8954,34.186,"Within_Range",2.1899,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","MSM_202507_UP_LYSA_20CM",2025,7,15,"MSM","UP","A",20,"","","",NA,NA,NA,78.75,6556.48988427275,"NPOC checks out of range",1.719,122.726980659256,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,182.4647,5.6914,"Within_Range",1804.8695,50.9131,"Within_Range",3.2614,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","MSM_202507_UP_LYSA_45CM",2025,7,15,"MSM","UP","A",45,"13:42","EDT","",NA,NA,NA,36.86,3068.85355091166,"NPOC checks out of range",0.8249,58.8932439475394,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,194.6609,6.0718,"Within_Range",2361.5604,66.6167,"Within_Range",4.2674,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","MSM_202507_UP_LYSB_10CM",2025,7,15,"MSM","UP","B",10,"13:38","EDT","",21,1748.39730247273,NA,84.86,7065.19024227791,"NPOC checks out of range",1.467,104.735590824391,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,97.0051,3.0257,"Within_Range",587.1877,16.5638,"Within_Range",1.0611,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","MSM_202507_UP_LYSB_20CM",2025,7,15,"MSM","UP","B",20,"13:40","EDT","",17.39,1447.83948047623,NA,105.1,8750.31221380401,"NPOC checks out of range; value above cal curve",1.618,115.516145844489,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,61.7145,1.925,"Within_Range",499.9943,14.1042,"Within_Range",0.9035,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","MSM_202507_UP_LYSB_45CM",2025,7,15,"MSM","UP","B",45,"","","",NA,NA,NA,30.9,2572.64174506702,"NPOC checks out of range",0.6782,48.4196848651003,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,221.0948,6.8963,"Within_Range",2274.4015,64.158,"Within_Range",4.1099,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","MSM_202507_UP_LYSC_10CM",2025,7,15,"MSM","UP","C",10,"","","",30.33,2525.18524685705,NA,60.91,5071.18474731496,"NPOC checks out of range",1.251,89.3143995373643,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,106.7654,3.3302,"Within_Range",848.2299,23.9275,"Within_Range",1.5328,3.0091,0,0,"Within_Range","Within range"
"COMPASS:Synoptic","CB","MSM_202507_UP_LYSC_20CM",2025,7,15,"MSM","UP","C",20,"","","",34.37,2861.54358504704,NA,72.86,6066.10606943635,"NPOC checks out of range",1.519,108.448099837935,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,109.6934,3.4215,"Within_Range",1027.5064,28.9847,"Within_Range",1.8567,0,0,0,"bdl","Within range"
"COMPASS:Synoptic","CB","MSM_202507_UP_LYSC_45CM",2025,7,15,"MSM","UP","C",45,"","","",NA,NA,NA,30.67,2553.49263175423,"NPOC checks out of range",0.9981,71.2587547388036,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,188.5396,5.8808,"Within_Range",1891.0355,53.3437,"Within_Range",3.4171,7.7517,0.8784,11.3314,"Within_Range","High CV"
