"","QAQC_flag","FE_2_Conc_Final","FE_3_Conc_Final","FE_tot_Conc_Final","ID_full","Run_notes"
"1","Fe3 Chk Std 60 out of range; Fe3 Dup perc diff out of range",8.51634661583051,0,8.51634661583051,"Plate1_1_202505_GCW_UP_C_10","The check stds for FE3 60 uM were all bad. Spikes were bad. "
"2","Fe3 Chk Std 60 out of range; Fe3 Dup perc diff out of range",10.4175384758451,0,10.4175384758451,"Plate1_1_202505_GCW_UP_C_10","The check stds for FE3 60 uM were all bad. Spikes were bad. "
"3","Fe3 Chk Std 60 out of range; Fe3 Dup perc diff out of range",8.51634661583051,0,8.51634661583051,"Plate1_1_202505_GCW_UP_C_10","The check stds for FE3 60 uM were all bad. Spikes were bad. "
"4","Fe3 Chk Std 60 out of range; Fe3 Dup perc diff out of range",144.178447327227,0,144.178447327227,"Plate1_8_202505_MSM_UP_B_10","The check stds for FE3 60 uM were all bad. Spikes were bad. "
"5","Fe3 Chk Std 60 out of range; Fe3 Dup perc diff out of range",132.010819423134,0,132.010819423134,"Plate1_8_202505_MSM_UP_B_10","The check stds for FE3 60 uM were all bad. Spikes were bad. "
"6","Fe3 Chk Std 60 out of range; Fe3 Dup perc diff out of range",3.19300940778971,0,3.19300940778971,"Plate1_1_202505_MSM_WC_B_20","The check stds for FE3 60 uM were all bad. Spikes were bad. "
"7","Fe3 Chk Std 60 out of range; Fe3 Dup perc diff out of range",3.19300940778971,0,3.19300940778971,"Plate1_1_202505_MSM_WC_B_20","The check stds for FE3 60 uM were all bad. Spikes were bad. "
"8","Fe3 Chk Std 60 out of range; Fe3 Dup perc diff out of range",2.8127710357868,0,2.8127710357868,"Plate1_1_202505_MSM_WC_B_20","The check stds for FE3 60 uM were all bad. Spikes were bad. "
"9","Fe3 Chk Std 60 out of range; Fe3 Dup perc diff out of range",59.0050519985742,0,59.0050519985742,"Plate1_8_202505_GCW_TR_A_20","The check stds for FE3 60 uM were all bad. Spikes were bad. "
"10","Fe3 Chk Std 60 out of range; Fe3 Dup perc diff out of range",59.0050519985742,0,59.0050519985742,"Plate1_8_202505_GCW_TR_A_20","The check stds for FE3 60 uM were all bad. Spikes were bad. "
"11","Fe3 Chk Std 60 out of range; Fe3 Dup perc diff out of range",55.9631450225508,0,55.9631450225508,"Plate1_8_202505_GCW_TR_A_20","The check stds for FE3 60 uM were all bad. Spikes were bad. "
"12","Fe3 Chk Std 60 out of range; Fe3 Dup perc diff out of range",1433.44901659925,0,1433.44901659925,"Plate1_50_202505_MSM_TR_B_10","The check stds for FE3 60 uM were all bad. Spikes were bad. "
