,1,2,3,4,5,6,7,8,9,10,11,12
A,0.066,0.062,0.059,0.07,0.071,0.072,0.792,0.746,0.707,0.066,0.066,0.071
B,0.134,0.126,0.167,0.068,0.068,0.068,0.851,0.89,0.735,0.062,0.066,0.066
C,0.261,0.25,0.245,0.061,0.066,0.059,0.528,0.654,0.469,0.071,0.067,0.069
D,0.495,0.463,0.379,0.061,0.065,0.058,0.064,0.065,0.066,0.079,0.07,0.069
E,0.87,0.718,0.804,0.058,0.06,0.059,0.064,0.065,0.07,0.067,0.075,0.067
F,1.4,1.275,1.263,0.213,0.221,0.204,0.067,0.067,0.064,0.062,0.068,0.069
G,1.418,1.345,1.334,0.067,0.068,0.067,0.069,0.066,0.067,0.066,0.07,0.069
H,1.387,1.344,1.355,0.265,0.267,0.247,0.451,0.511,0.488,0.066,0.067,0.066
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,GWI_WC_C_20,GWI_WC_C_20,GWI_WC_C_20,SWH_TR_A_45,SWH_TR_A_45,SWH_TR_A_45,TMP_C_I5_202603_15cm,TMP_C_I5_202603_15cm,TMP_C_I5_202603_15cm
B,Std 1,Std 1,Std 1,GWI_WC_C_45,GWI_WC_C_45,GWI_WC_C_45,SWH_TR_B_45,SWH_TR_B_45,SWH_TR_B_45,TMP_C_D5_202603_15cm,TMP_C_D5_202603_15cm,TMP_C_D5_202603_15cm
C,Std 2,Std 2,Std 2,GWI_SW_A,GWI_SW_A,GWI_SW_A,SWH_TR_C_45,SWH_TR_C_45,SWH_TR_C_45,TMP_C_H3_202603_15cm,TMP_C_H3_202603_15cm,TMP_C_H3_202603_15cm
D,Std 3,Std 3,Std 3,GWI_SW_B,GWI_SW_B,GWI_SW_B,TMP_C_B4_202603_15cm,TMP_C_B4_202603_15cm,TMP_C_B4_202603_15cm,TMP_C_F6_202603_15cm,TMP_C_F6_202603_15cm,TMP_C_F6_202603_15cm
E,Std 4,Std 4,Std 4,GWI_SW_C,GWI_SW_C,GWI_SW_C,TMP_C_F4_202603_15cm,TMP_C_F4_202603_15cm,TMP_C_F4_202603_15cm,TMP_C_E3_202603_15cm,TMP_C_E3_202603_15cm,TMP_C_E3_202603_15cm
F,Std 5,Std 5,Std 5,MSM_WC_A_10,MSM_WC_A_10,MSM_WC_A_10,TMP_C_F4_202603_15cm Dup,TMP_C_F4_202603_15cm Dup,TMP_C_F4_202603_15cm Dup,TMP_C_C6_202603_15cm,TMP_C_C6_202603_15cm,TMP_C_C6_202603_15cm
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,MSM_WC_A_45,MSM_WC_A_45,MSM_WC_A_45,TMP_C_C3_202603_15cm,TMP_C_C3_202603_15cm,TMP_C_C3_202603_15cm,TMP_C_H6_202603_15cm,TMP_C_H6_202603_15cm,TMP_C_H6_202603_15cm
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,MSM_WC_C_10,MSM_WC_C_10,MSM_WC_C_10,TMP_C_C3_202603_15cm Spike,TMP_C_C3_202603_15cm Spike,TMP_C_C3_202603_15cm Spike,TMP_FW_E3_202603_15cm,TMP_FW_E3_202603_15cm,TMP_FW_E3_202603_15cm
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,10,10,10,1,1,1
B,1,1,1,1,1,1,10,10,10,1,1,1
C,1,1,1,1,1,1,10,10,10,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,10,10,10,1,1,1,1,1,1
G,1,1,1,10,10,10,1,1,1,1,1,1
H,1,1,1,10,10,10,1,1,1,1,1,1
