,1,2,3,4,5,6,7,8,9,10,11,12
A,0.063,0.067,0.06,0.061,0.065,0.066,2.287,2.545,2.235,0.085,0.087,0.086
B,0.151,0.126,0.145,0.301,0.293,0.298,0.408,0.506,0.43,0.242,0.201,0.191
C,0.249,0.272,0.251,2.539,2.754,2.769,0.348,0.253,0.329,0.228,0.284,0.245
D,0.456,0.416,0.449,0.084,0.085,0.084,0.099,0.105,0.113,0.154,0.122,0.122
E,0.956,0.794,0.833,0.474,0.385,0.407,0.349,0.363,0.276,0.063,0.065,0.06
F,1.284,1.163,1.182,2.791,2.779,2.8,0.335,0.264,0.326,0.065,0.061,0.063
G,1.365,1.357,1.416,0.061,0.062,0.065,0.243,0.248,0.287,0.064,0.067,0.063
H,1.317,1.36,1.317,0.082,0.081,0.079,0.55,0.434,0.473,0.065,0.061,0.064
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,SWH_TR_A_10,SWH_TR_A_10,SWH_TR_A_10,SWH_TR_C_45,SWH_TR_C_45,SWH_TR_C_45,SWH_WC_B_45,SWH_WC_B_45,SWH_WC_B_45
B,Std 1,Std 1,Std 1,SWH_TR_A_20,SWH_TR_A_20,SWH_TR_A_20,SWH_WC_A_10,SWH_WC_A_10,SWH_WC_A_10,SWH_WC_C_10,SWH_WC_C_10,SWH_WC_C_10
C,Std 2,Std 2,Std 2,SWH_TR_A_45,SWH_TR_A_45,SWH_TR_A_45,SWH_WC_A_20,SWH_WC_A_20,SWH_WC_A_20,SWH_WC_C_20,SWH_WC_C_20,SWH_WC_C_20
D,Std 3,Std 3,Std 3,SWH_TR_B_10,SWH_TR_B_10,SWH_TR_B_10,SWH_WC_A_45,SWH_WC_A_45,SWH_WC_A_45,SWH_WC_C_45,SWH_WC_C_45,SWH_WC_C_45
E,Std 4,Std 4,Std 4,SWH_TR_B_10,SWH_TR_B_10,SWH_TR_B_10,SWH_WC_B_10,SWH_WC_B_10,SWH_WC_B_10,SWH_SW_A,SWH_SW_A,SWH_SW_A
F,Std 5,Std 5,Std 5,SWH_TR_B_45,SWH_TR_B_45,SWH_TR_B_45,SWH_WC_B_10 Dup,SWH_WC_B_10 Dup,SWH_WC_B_10 Dup,SWH_SW_B,SWH_SW_B,SWH_SW_B
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,SWH_TR_C_10,SWH_TR_C_10,SWH_TR_C_10,SWH_WC_B_20,SWH_WC_B_20,SWH_WC_B_20,SWH_SW_C,SWH_SW_C,SWH_SW_C
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,SWH_TR_C_20,SWH_TR_C_20,SWH_TR_C_20,SWH_WC_B_20 Spike,SWH_WC_B_20 Spike,SWH_WC_B_20 Spike,GWI_UP_A_10,GWI_UP_A_10,GWI_UP_A_10
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
