,1,2,3,4,5,6,7,8,9,10,11,12
A,0.063,0.067,0.067,0.065,0.07,0.067,0.064,0.061,0.063,0.112,0.097,0.1
B,0.127,0.164,0.144,0.066,0.068,0.068,0.056,0.054,0.054,0.061,0.067,0.059
C,0.236,0.285,0.267,0.064,0.063,0.066,0.064,0.061,0.064,0.086,0.091,0.09
D,0.455,0.44,0.37,0.074,0.077,0.073,0.098,0.093,0.09,0.162,0.168,0.162
E,0.965,0.788,0.904,0.066,0.064,0.07,0.089,0.097,0.09,0.061,0.062,0.069
F,1.456,1.367,1.311,0.065,0.068,0.067,0.098,0.104,0.091,0.149,0.156,0.162
G,1.26,1.4,1.462,0.063,0.061,0.063,0.068,0.068,0.065,0.218,0.203,0.217
H,1.308,1.316,1.255,0.07,0.068,0.069,0.421,0.372,0.56,0.095,0.096,0.097
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,MSM_UP_A_10,MSM_UP_A_10,MSM_UP_A_10,MSM_TR_A_20,MSM_TR_A_20,MSM_TR_A_20,MSM_TR_C_20,MSM_TR_C_20,MSM_TR_C_20
B,Std 1,Std 1,Std 1,MSM_UP_A_20,MSM_UP_A_20,MSM_UP_A_20,MSM_TR_A_45,MSM_TR_A_45,MSM_TR_A_45,MSM_TR_C_45,MSM_TR_C_45,MSM_TR_C_45
C,Std 2,Std 2,Std 2,MSM_UP_B_10,MSM_UP_B_10,MSM_UP_B_10,MSM_TR_B_10,MSM_TR_B_10,MSM_TR_B_10,MSM_WC_A_10,MSM_WC_A_10,MSM_WC_A_10
D,Std 3,Std 3,Std 3,MSM_UP_B_45,MSM_UP_B_45,MSM_UP_B_45,MSM_TR_B_20,MSM_TR_B_20,MSM_TR_B_20,MSM_WC_A_20,MSM_WC_A_20,MSM_WC_A_20
E,Std 4,Std 4,Std 4,MSM_UP_C_10,MSM_UP_C_10,MSM_UP_C_10,MSM_TR_B_45,MSM_TR_B_45,MSM_TR_B_45,MSM_WC_A_45,MSM_WC_A_45,MSM_WC_A_45
F,Std 5,Std 5,Std 5,MSM_UP_C_20,MSM_UP_C_20,MSM_UP_C_20,MSM_TR_B_45 Dup,MSM_TR_B_45 Dup,MSM_TR_B_45 Dup,MSM_WC_B_10,MSM_WC_B_10,MSM_WC_B_10
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,MSM_UP_C_45,MSM_UP_C_45,MSM_UP_C_45,MSM_TR_C_10,MSM_TR_C_10,MSM_TR_C_10,MSM_WC_B_20,MSM_WC_B_20,MSM_WC_B_20
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,MSM_TR_A_10,MSM_TR_A_10,MSM_TR_A_10,MSM_TR_C_10 Spike,MSM_TR_C_10 Spike,MSM_TR_C_10 Spike,MSM_WC_C_10,MSM_WC_C_10,MSM_WC_C_10
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,50,50,50
D,1,1,1,1,1,1,1,1,1,50,50,50
E,1,1,1,1,1,1,1,1,1,50,50,50
F,1,1,1,1,1,1,1,1,1,50,50,50
G,1,1,1,1,1,1,1,1,1,50,50,50
H,1,1,1,1,1,1,1,1,1,50,50,50
