,1,2,3,4,5,6,7,8,9,10,11,12
A,0.062,0.06,0.06,0.059,0.061,0.064,0.072,0.059,0.064,0.23,0.229,0.228
B,0.14,0.14,0.138,0.076,0.08,0.078,0.165,0.197,0.206,0.241,0.275,0.298
C,0.249,0.26,0.233,0.072,0.072,0.07,0.071,0.07,0.072,0.147,0.163,0.17
D,0.463,0.437,0.422,0.08,0.075,0.076,0.068,0.064,0.068,0.327,0.438,0.422
E,0.683,0.754,0.753,0.063,0.065,0.063,0.195,0.229,0.204,0.344,0.315,0.402
F,0.996,1.207,1.194,0.13,0.122,0.139,0.195,0.205,0.207,0.323,0.291,0.287
G,1.354,1.34,1.101,0.065,0.063,0.063,0.071,0.069,0.067,0.421,0.43,0.556
H,1.267,1.289,1.441,0.062,0.062,0.06,0.097,0.115,0.115,0.427,0.431,0.439
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,67,67,67,75,75,75,81,81,81
B,Std 1,Std 1,Std 1,68,68,68,76,76,76,82,82,82
C,Std 2,Std 2,Std 2,69,69,69,77,77,77,83,83,83
D,Std 3,Std 3,Std 3,70,70,70,78,78,78,84,84,84
E,Std 4,Std 4,Std 4,71,71,71,79,79,79,85,85,85
F,Std 5,Std 5,Std 5,72,72,72,79 Dup,79 Dup,79 Dup,86,86,86
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,73,73,73,80,80,80,87,87,87
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,74,74,74,80 Spike,80 Spike,80 Spike,88,88,88
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,25,25,25,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,25,,25
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
