,1,2,3,4,5,6,7,8,9,10,11,12
A,0.066,0.058,0.06,0.071,0.075,0.074,0.061,0.063,0.059,1.198,1.267,1.128
B,0.129,0.124,0.139,0.083,0.076,0.079,0.069,0.066,0.067,0.066,0.061,0.061
C,0.221,0.237,0.243,0.076,0.074,0.075,0.82,0.764,0.753,0.062,0.061,0.063
D,0.407,0.435,0.417,0.075,0.076,0.075,1.309,1.348,1.128,0.065,0.062,0.062
E,0.722,0.73,0.668,0.65,0.068,0.067,1.238,1.097,1.017,2.552,2.554,2.611
F,1.2,1.133,1.216,1.308,1.165,1.246,1.063,1.252,1.181,2.778,2.725,2.741
G,1.198,1.107,1.014,1.119,1.06,0.704,1.063,1.255,1.047,0.093,0.093,0.091
H,1.345,1.144,1.179,0.067,0.065,0.063,1.17,1.173,1.2,0.067,0.067,0.067
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,1,1,1,9,9,9,15,15,15
B,Std 1,Std 1,Std 1,2,2,2,10,10,10,16,16,16
C,Std 2,Std 2,Std 2,3,3,3,11,11,11,17,17,17
D,Std 3,Std 3,Std 3,4,4,4,12,12,12,18,18,18
E,Std 4,Std 4,Std 4,5,5,5,13,13,13,19,19,19
F,Std 5,Std 5,Std 5,6,6,6,13 Dup,13 Dup,13 Dup,20,20,20
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,7,7,7,14,14,14,21,21,21
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,8,8,8,14 Spike,14 Spike,14 Spike,22,22,22
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,50,50,50
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,50,50,50,1,1,1
D,1,1,1,1,1,1,50,50,50,1,1,1
E,1,1,1,1,1,1,50,50,50,1,1,1
F,1,1,1,50,50,50,50,50,50,1,1,1
G,1,1,1,50,50,50,50,50,50,1,1,1
H,1,1,1,1,1,1,50,50,50,1,1,1
