[Header]	
System	TOCL TNML ASIL 9ML	
S/W Version	1.00	
User	sjw	
Date/Time	6/3/2025 3:09:18 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20240619.2024_06_20_14_29_49.cal	1.00		6/29/2024 10:05:40 AM	1	1	NPOC	1.654	0.1541	NPOC:0.1423mg/L TN:-0.09335mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20240619.2024_06_20_14_29_49.cal	1.00		6/29/2024 10:08:27 AM	1	2	NPOC	1.306	0.06346	NPOC:0.1423mg/L TN:-0.09335mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20240619.2024_06_20_14_29_49.cal	1.00		6/29/2024 10:11:11 AM	1	3	NPOC	1.255	0.05019	NPOC:0.1423mg/L TN:-0.09335mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20240619.2024_06_20_14_29_49.cal	1.00		6/29/2024 10:13:59 AM	1	4	NPOC	1.670	0.1582	NPOC:0.1423mg/L TN:-0.09335mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20240619.2024_06_20_14_29_49.cal	1.00		6/29/2024 10:16:48 AM	1	5	NPOC	1.503	0.1147	NPOC:0.1423mg/L TN:-0.09335mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20240619.2024_06_20_16_36_56.cal	1.00		6/29/2024 10:05:40 AM	1	1	TN	0.4267	-0.06106	NPOC:0.1423mg/L TN:-0.09335mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20240619.2024_06_20_16_36_56.cal	1.00		6/29/2024 10:08:27 AM	1	2	TN	0.000	-0.1104	NPOC:0.1423mg/L TN:-0.09335mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20240619.2024_06_20_16_36_56.cal	1.00		6/29/2024 10:11:11 AM	1	3	TN	0.04490	-0.1052	NPOC:0.1423mg/L TN:-0.09335mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20240619.2024_06_20_16_36_56.cal	1.00		6/29/2024 10:13:59 AM	1	4	TN	0.2200	-0.08494	NPOC:0.1423mg/L TN:-0.09335mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20240619.2024_06_20_16_36_56.cal	1.00		6/29/2024 10:16:48 AM	1	5	TN	0.1769	-0.08992	NPOC:0.1423mg/L TN:-0.09335mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20240619.2024_06_20_14_29_49.cal	1.00		6/29/2024 10:24:22 AM	1	1	NPOC	1.307	0.06372	NPOC:0.1060mg/L TN:-0.09102mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20240619.2024_06_20_14_29_49.cal	1.00		6/29/2024 10:27:10 AM	1	2	NPOC	1.956	0.2327	NPOC:0.1060mg/L TN:-0.09102mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20240619.2024_06_20_14_29_49.cal	1.00		6/29/2024 10:29:58 AM	1	3	NPOC	1.006	-0.01463	NPOC:0.1060mg/L TN:-0.09102mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20240619.2024_06_20_14_29_49.cal	1.00		6/29/2024 10:32:44 AM	1	4	NPOC	1.506	0.1155	NPOC:0.1060mg/L TN:-0.09102mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20240619.2024_06_20_14_29_49.cal	1.00		6/29/2024 10:35:29 AM	1	5	NPOC	1.595	0.1387	NPOC:0.1060mg/L TN:-0.09102mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20240619.2024_06_20_16_36_56.cal	1.00		6/29/2024 10:24:22 AM	1	1	TN	0.8020	-0.01771	NPOC:0.1060mg/L TN:-0.09102mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20240619.2024_06_20_16_36_56.cal	1.00		6/29/2024 10:27:10 AM	1	2	TN	0.1764	-0.08998	NPOC:0.1060mg/L TN:-0.09102mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20240619.2024_06_20_16_36_56.cal	1.00		6/29/2024 10:29:58 AM	1	3	TN	0.6171	-0.03907	NPOC:0.1060mg/L TN:-0.09102mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20240619.2024_06_20_16_36_56.cal	1.00		6/29/2024 10:32:44 AM	1	4	TN	0.2717	-0.07897	NPOC:0.1060mg/L TN:-0.09102mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20240619.2024_06_20_16_36_56.cal	1.00		6/29/2024 10:35:29 AM	1	5	TN	0.05400	-0.1041	NPOC:0.1060mg/L TN:-0.09102mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20240619.2024_06_20_14_29_49.cal	1.00		6/29/2024 10:42:48 AM	1	1	NPOC	1.321	0.06737	NPOC:0.08620mg/L TN:-0.09655mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20240619.2024_06_20_14_29_49.cal	1.00		6/29/2024 10:45:37 AM	1	2	NPOC	1.416	0.09210	NPOC:0.08620mg/L TN:-0.09655mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20240619.2024_06_20_14_29_49.cal	1.00		6/29/2024 10:48:12 AM	1	3	NPOC	1.443	0.09913	NPOC:0.08620mg/L TN:-0.09655mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20240619.2024_06_20_16_36_56.cal	1.00		6/29/2024 10:42:48 AM	1	1	TN	1.583	0.07252	NPOC:0.08620mg/L TN:-0.09655mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20240619.2024_06_20_16_36_56.cal	1.00		6/29/2024 10:45:37 AM	1	2	TN	0.01820	-0.1083	NPOC:0.08620mg/L TN:-0.09655mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20240619.2024_06_20_16_36_56.cal	1.00		6/29/2024 10:48:12 AM	1	3	TN	0.1388	-0.09432	NPOC:0.08620mg/L TN:-0.09655mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20240619.2024_06_20_16_36_56.cal	1.00		6/29/2024 10:53:40 AM	1	4	TN	0.7870	-0.01944	NPOC:0.08620mg/L TN:-0.09655mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20240619.2024_06_20_16_36_56.cal	1.00		6/29/2024 10:55:44 AM	1	5	TN	0.2017	-0.08706	NPOC:0.08620mg/L TN:-0.09655mg/L	0	50	
Unknown	NPOC/TN	Chk_Std_50C_2N	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20240619.2024_06_20_14_29_49.cal	1.00		6/29/2024 11:04:36 AM	1	1	NPOC	177.9	46.03	NPOC:46.00mg/L TN:2.297mg/L	0	50	
