[Header]	
System	TOCL TNML ASIL 9ML	
S/W Version	1.00	
User	sjw	
Date/Time	6/3/2025 3:07:14 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_05_19_14_14_24.cal	1.00		5/31/2024 12:33:08 PM	1	1	NPOC	1.938	0.1288	NPOC:0.1285mg/L TN:0.02350mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_05_19_14_14_24.cal	1.00		5/31/2024 12:36:53 PM	1	2	NPOC	1.934	0.1277	NPOC:0.1285mg/L TN:0.02350mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_05_19_14_14_24.cal	1.00		5/31/2024 12:40:42 PM	1	3	NPOC	1.537	0.01845	NPOC:0.1285mg/L TN:0.02350mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_05_19_14_14_24.cal	1.00		5/31/2024 12:44:27 PM	1	4	NPOC	1.939	0.1291	NPOC:0.1285mg/L TN:0.02350mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_05_19_16_47_15.cal	1.00		5/31/2024 12:33:08 PM	1	1	TN	1.341	0.1168	NPOC:0.1285mg/L TN:0.02350mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_05_19_16_47_15.cal	1.00		5/31/2024 12:36:53 PM	1	2	TN	0.4586	0.03703	NPOC:0.1285mg/L TN:0.02350mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_05_19_16_47_15.cal	1.00		5/31/2024 12:40:42 PM	1	3	TN	0.1329	0.00756	NPOC:0.1285mg/L TN:0.02350mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_05_19_16_47_15.cal	1.00		5/31/2024 12:44:27 PM	1	4	TN	0.6933	0.05826	NPOC:0.1285mg/L TN:0.02350mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_05_19_16_47_15.cal	1.00		5/31/2024 12:51:36 PM	1	5	TN	0.3359	0.02593	NPOC:0.1285mg/L TN:0.02350mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_05_19_14_14_24.cal	1.00		5/31/2024 12:59:39 PM	1	1	NPOC	0.8662	-0.1661	NPOC:-0.1582mg/L TN:0.05393mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_05_19_14_14_24.cal	1.00		5/31/2024 1:03:24 PM	1	2	NPOC	1.224	-0.06768	NPOC:-0.1582mg/L TN:0.05393mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_05_19_14_14_24.cal	1.00		5/31/2024 1:07:09 PM	1	3	NPOC	1.473	0.00084	NPOC:-0.1582mg/L TN:0.05393mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_05_19_14_14_24.cal	1.00		5/31/2024 1:10:53 PM	1	4	NPOC	0.8193	-0.1790	NPOC:-0.1582mg/L TN:0.05393mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_05_19_14_14_24.cal	1.00		5/31/2024 1:14:43 PM	1	5	NPOC	1.000	-0.1293	NPOC:-0.1582mg/L TN:0.05393mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_05_19_16_47_15.cal	1.00		5/31/2024 12:59:39 PM	1	1	TN	0.8136	0.06914	NPOC:-0.1582mg/L TN:0.05393mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_05_19_16_47_15.cal	1.00		5/31/2024 1:03:24 PM	1	2	TN	0.1309	0.00738	NPOC:-0.1582mg/L TN:0.05393mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_05_19_16_47_15.cal	1.00		5/31/2024 1:07:09 PM	1	3	TN	0.6513	0.05446	NPOC:-0.1582mg/L TN:0.05393mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_05_19_16_47_15.cal	1.00		5/31/2024 1:10:53 PM	1	4	TN	0.4717	0.03821	NPOC:-0.1582mg/L TN:0.05393mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_05_19_16_47_15.cal	1.00		5/31/2024 1:14:43 PM	1	5	TN	0.000	-0.00446	NPOC:-0.1582mg/L TN:0.05393mg/L	1	50	
Unknown	NPOC/TN	Chk_Std_50mgC_2mgN	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_05_19_14_14_24.cal	1.00		5/31/2024 1:25:00 PM	1	1	NPOC	185.6	50.67	NPOC:50.11mg/L TN:1.866mg/L	0	50	
Unknown	NPOC/TN	Chk_Std_50mgC_2mgN	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_05_19_14_14_24.cal	1.00		5/31/2024 1:29:11 PM	1	2	NPOC	182.2	49.73	NPOC:50.11mg/L TN:1.866mg/L	0	50	
Unknown	NPOC/TN	Chk_Std_50mgC_2mgN	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_05_19_14_14_24.cal	1.00		5/31/2024 1:32:56 PM	1	3	NPOC	182.9	49.93	NPOC:50.11mg/L TN:1.866mg/L	0	50	
Unknown	NPOC/TN	Chk_Std_50mgC_2mgN	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_05_19_16_47_15.cal	1.00		5/31/2024 1:25:00 PM	1	1	TN	20.80	1.877	NPOC:50.11mg/L TN:1.866mg/L	0	50	
Unknown	NPOC/TN	Chk_Std_50mgC_2mgN	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_TN10.2024_05_19_16_47_15.cal	1.00		5/31/2024 1:29:11 PM	1	2	TN	21.12	1.906	NPOC:50.11mg/L TN:1.866mg/L	0	50	
