[Header]	
System	TOCL TNML ASIL 9ML	
S/W Version	1.00	
User	sjw	
Date/Time	6/3/2025 3:10:18 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Result(TOC)	Result(TC)	Result(IC)	Result(POC)	Result(NPOC)	Result(TN)	Unit	Vial	Date / Time	
Unknown	NPOC/TN	DI	Untitled					-0.4209	17.45	mg/L	0	7/31/2024 4:12:06 PM	
Unknown	NPOC/TN	DI	Untitled					-0.4322	9.420	mg/L	0	7/31/2024 4:41:04 PM	
Unknown	NPOC/TN	Chk_Std_CN	Untitled					1.590	877.6	mg/L	1	7/31/2024 5:08:35 PM	
Unknown	NPOC/TN	DI	Untitled					-0.5190	-19.46	mg/L	0	7/31/2024 5:31:14 PM	
Standard	NPOC	CalCurve_NPOC	Untitled					100.0		mg/L	2, 3, 4, 5, 6, 7, 8, 9	7/31/2024 8:21:21 PM	
Unknown	NPOC/TN	DI	Untitled					-0.4538	-17.11	mg/L	0	7/31/2024 8:46:28 PM	
Standard	TN	CalCurve_TN	Untitled						3.000	mg/L	10, 11, 12, 13, 14, 15, 16	7/31/2024 11:19:15 PM	
Unknown	NPOC/TN	DI	Untitled					0.2243	0.1120	mg/L	0	7/31/2024 11:38:00 PM	
Unknown	NPOC/TN	Chk_Std_CN	Untitled					48.05	2.212	mg/L	17	7/31/2024 11:56:02 PM	
Unknown	NPOC/TN	DI	Untitled					0.3458	0.07072	mg/L	0	8/1/2024 12:20:37 AM	
Unknown	NPOC/TN	202407_GCW_TR_LysB_20cm	Untitled					27.03	1.274	mg/L	18	8/1/2024 12:48:45 AM	
Unknown	NPOC/TN	202407_GCW_WC_LysA_10cm	Untitled					11.83	1.161	mg/L	19	8/1/2024 1:09:37 AM	
Unknown	NPOC/TN	202407_GCW_WC_LysA_20cm	Untitled					13.61	2.347	mg/L	20	8/1/2024 1:36:15 AM	
Unknown	NPOC/TN	202407_GCW_WC_LysA_45cm	Untitled					24.70	5.932	mg/L	21	8/1/2024 2:01:27 AM	
Unknown	NPOC/TN	202407_GCW_WC_LysB_10cm	Untitled					11.63	1.648	mg/L	22	8/1/2024 2:22:20 AM	
Unknown	NPOC/TN	202407_GCW_WC_LysB_20cm	Untitled					12.94	3.279	mg/L	23	8/1/2024 2:51:22 AM	
Unknown	NPOC/TN	202407_GCW_WC_LysB_45cm	Untitled					14.49	5.942	mg/L	24	8/1/2024 3:17:12 AM	
Unknown	NPOC/TN	202407_GCW_WC_LysC_10cm	Untitled					7.618	0.7509	mg/L	25	8/1/2024 3:45:31 AM	
Unknown	NPOC/TN	202407_GCW_WC_LysC_20cm	Untitled					6.695	0.5026	mg/L	26	8/1/2024 4:11:44 AM	
Unknown	NPOC/TN	202407_GCW_WC_LysC_45cm	Untitled					10.19	1.595	mg/L	27	8/1/2024 4:32:44 AM	
Unknown	NPOC/TN	202407_GCW_WC_LysC_45cm_dup	Untitled					10.17	1.584	mg/L	28	8/1/2024 4:55:38 AM	
Unknown	NPOC/TN	Chk_Std_1CN	Untitled					1.381	1.158	mg/L	29	8/1/2024 5:20:20 AM	
Unknown	NPOC/TN	DI	Untitled					0.07476	0.05871	mg/L	0	8/1/2024 5:48:17 AM	
Unknown	NPOC/TN	202407_GCW_SW_A	Untitled					5.976	0.6337	mg/L	30	8/1/2024 6:14:53 AM	
Unknown	NPOC/TN	202407_GCW_SW_B	Untitled					6.157	0.5855	mg/L	31	8/1/2024 6:42:25 AM	
Unknown	NPOC/TN	202407_GCW_SW_C	Untitled					6.058	0.5528	mg/L	32	8/1/2024 7:09:04 AM	
Unknown	NPOC/TN	202407_MSM_UP_LysA_20cm	Untitled					30.35	0.9968	mg/L	33	8/1/2024 7:36:03 AM	
Unknown	NPOC/TN	202407_MSM_UP_LysA_45cm	Untitled					23.91	1.886	mg/L	34	8/1/2024 8:03:21 AM	
Unknown	NPOC/TN	202407_MSM_UP_LysB_10cm	Untitled					29.54	0.8969	mg/L	35	8/1/2024 8:31:26 AM	
Unknown	NPOC/TN	202407_MSM_UP_LysB_45cm	Untitled					23.24	1.223	mg/L	36	8/1/2024 8:48:00 AM	
Unknown	NPOC/TN	202407_MSM_UP_LysC_10cm	Untitled					33.15	0.9247	mg/L	37	8/1/2024 9:16:30 AM	
Unknown	NPOC/TN	202407_MSM_UP_LysC_20cm	Untitled					26.98	0.8438	mg/L	38	8/1/2024 9:43:53 AM	
Unknown	NPOC/TN	202407_MSM_UP_LysC_45cm	Untitled					22.93	2.069	mg/L	39	8/1/2024 10:11:01 AM	
Unknown	NPOC/TN	202407_MSM_TR_LysA_10cm_dup	Untitled					36.67	1.532	mg/L	40	8/1/2024 10:28:16 AM	
Unknown	NPOC/TN	202407_MSM_TR_LysA_10cm_dup	Untitled					36.62	1.464	mg/L	41	8/1/2024 10:56:50 AM	
Unknown	NPOC/TN	Chk_Std_1CN	Untitled					1.339	1.003	mg/L	42	8/1/2024 11:21:34 AM	
Unknown	NPOC/TN	DI	Untitled					0.1318	0.08725	mg/L	0	8/1/2024 11:45:36 AM	
Unknown	NPOC/TN	202407_MSM_TR_LysA_20cm	Untitled					27.35	3.318	mg/L	43	8/1/2024 12:03:34 PM	
Unknown	NPOC/TN	202407_MSM_TR_LysA_45cm	Untitled					17.14	1.600	mg/L	44	8/1/2024 12:20:23 PM	
Unknown	NPOC/TN	202407_MSM_TR_LysB_10cm	Untitled					42.61	2.635	mg/L	45	8/1/2024 12:37:51 PM	
Unknown	NPOC/TN	202407_MSM_TR_LysB_20cm	Untitled					60.23	4.308	mg/L	46	8/1/2024 1:02:53 PM	
