HydraGO Serial    ,HydraProbe Serial    ,Timestamp    ,Location    ,Latitude    ,Longitude    ,Soil Moisture (wfv)    ,Soil Moisture (%)    ,Soil Temperature (C)    ,Soil Temperature (F)    ,Bulk EC(Raw) (dS/m)    ,Bulk EC(TC) (dS/m)    ,Pore Water EC (dS/m)    ,Pore Water EC Offset    ,Raw Real Dielectric    ,Raw Imaginary Dielectric    ,Loss Tangent    ,Memo    ,Calibration    ,A    ,B    ,C    ,D    ,E    ,F
HG279332,00000278928,07/25/23 16:54,Default,38.874412,-76.550269,0.559,55.90,+23.9,+75.1,0.51,0.52,0.96,3.4,+45.810,+18.492,0.40,GCW-TR-SF-4a,Default,,,,,,
HG279332,00000278928,07/25/23 16:54,Default,38.874559,-76.551146,0.630,63.00,+23.9,+75.1,0.50,0.51,0.77,3.4,+55.153,+17.969,0.33,GCW-TR-SF-4b,Default,,,,,,
HG279332,00000278928,07/25/23 16:55,Default,38.874701,-76.551070,0.650,65.00,+23.9,+75.1,0.43,0.44,0.63,3.4,+57.849,+15.643,0.27,GCW-TR-SF-4c,Default,,,,,,
HG279332,00000278928,07/25/23 17:13,Default,38.874412,-76.550269,0.638,63.80,+23.0,+73.4,0.34,0.35,0.52,3.4,+56.119,+12.193,0.22,GCW-TR-SF-5a,Default,,,,,,
HG279332,00000278928,07/25/23 17:14,Default,38.874321,-76.551010,0.647,64.70,+23.0,+73.4,0.47,0.48,0.70,3.4,+57.405,+16.935,0.30,GCW-TR-SF-5b,Default,,,,,,
HG279332,00000278928,07/25/23 17:15,Default,38.874323,-76.551208,0.652,65.20,+23.0,+73.4,0.32,0.33,0.47,3.4,+58.174,+11.356,0.20,GCW-TR-SF-5c,Default,,,,,,
HG279332,00000278928,07/25/23 17:16,Default,38.874300,-76.551203,0.331,33.10,+23.0,+73.4,0.22,0.22,0.93,3.4,+21.880,+7.779,0.36,GCW-TR-SF-1a,Default,,,,,,
HG279332,00000278928,07/25/23 17:16,Default,38.874906,-76.551407,0.448,44.80,+23.0,+73.4,0.23,0.23,0.61,3.4,+33.104,+8.148,0.25,GCW-TR-SF-1b,Default,,,,,,
HG279332,00000278928,07/25/23 17:17,Default,38.874658,-76.551436,0.148,14.80,+23.3,+73.9,0.09,0.09,1.26,3.4,+8.999,+3.295,0.37,GCW-TR-SF-1c,Default,,,,,,
