"DATAH","SECONDS","NANOSECONDS","NDX","DIAG","REMARK","H2O","CO2","CH4","CAVITY_P","CAVITY_T","LASER_PHASE_P","LASER_T","RESIDUAL","RING_DOWN_TIME","THERMAL_ENCLOSURE_T","PHASE_ERROR","LASER_T_SHIFT","INPUT_VOLTAGE","CHK","TIMESTAMP","TZ","SN","MODEL"
"DATA",1759141013,642106056,2363,256,NA,NA,NA,NA,101.711,32.6759,101.533,46.483,0,0,33.3982,-16000,0,23.7851,138,2025-09-29 06:16:53,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141014,642106056,2367,256,NA,NA,NA,NA,101.711,32.6926,101.533,46.483,0,0,33.4148,-16000,0,23.7835,137,2025-09-29 06:16:54,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141015,642106056,2371,256,NA,NA,NA,NA,101.712,32.7096,101.532,46.483,0,0,33.4318,-16000,0,23.7831,128,2025-09-29 06:16:55,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141016,642106056,2375,256,NA,NA,NA,NA,101.711,32.7276,101.532,46.483,0,0,33.4498,-16000,0,23.7835,146,2025-09-29 06:16:56,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141017,642106056,2379,256,NA,NA,NA,NA,101.711,32.7452,101.532,46.483,0,0,33.4677,-16000,0,23.7835,147,2025-09-29 06:16:57,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141018,641748905,2383,256,NA,NA,NA,NA,101.712,32.7629,101.532,46.483,0,0,33.4852,-16000,0,23.7835,160,2025-09-29 06:16:58,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141019,641748905,2387,256,NA,NA,NA,NA,101.711,32.781,101.531,46.483,0,0,33.5029,-16000,0,23.7835,105,2025-09-29 06:16:59,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141020,641748905,2391,256,NA,NA,NA,NA,101.711,32.7993,101.531,46.483,0,0,33.5202,-16000,0,23.7835,132,2025-09-29 06:17:00,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141021,641748905,2395,256,NA,NA,NA,NA,101.711,32.8168,101.53,46.483,0,0,33.5378,-16000,0,23.7831,94,2025-09-29 06:17:01,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141022,641748905,2399,256,NA,NA,NA,NA,101.712,32.8346,101.53,46.483,0,0,33.5553,-16000,0,23.7835,98,2025-09-29 06:17:02,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141023,641748905,2403,256,NA,NA,NA,NA,101.712,32.8516,101.53,46.483,0,0,33.5723,-16000,0,23.7851,82,2025-09-29 06:17:03,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141024,641748905,2407,256,NA,NA,NA,NA,101.712,32.8688,101.529,46.483,0,0,33.5891,-16000,0,23.7851,160,2025-09-29 06:17:04,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141025,641393899,2411,256,NA,NA,NA,NA,101.712,32.8865,101.53,46.483,0,0,33.6064,-16000,0,23.7859,107,2025-09-29 06:17:05,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141026,641393899,2415,256,NA,NA,NA,NA,101.712,32.9043,101.529,46.483,0,0,33.6245,-16000,0,23.7851,151,2025-09-29 06:17:06,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141027,641393899,2419,256,NA,NA,NA,NA,101.711,32.9218,101.529,46.483,0,0,33.6423,-16000,0,23.7851,158,2025-09-29 06:17:07,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141028,641393899,2423,256,NA,NA,NA,NA,101.712,32.9396,101.53,46.483,0,0,33.6596,-16000,0,23.7855,122,2025-09-29 06:17:08,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141029,641393899,2427,256,NA,NA,NA,NA,101.712,32.9579,101.529,46.483,0,0,33.6774,-16000,0,23.7859,189,2025-09-29 06:17:09,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141030,641393899,2431,256,NA,NA,NA,NA,101.713,32.9759,101.528,46.483,0,0,33.6946,-16000,0,23.7855,165,2025-09-29 06:17:10,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141031,641393899,2435,256,NA,NA,NA,NA,101.712,32.9927,101.528,46.483,0,0,33.7115,-16000,0,23.7843,153,2025-09-29 06:17:11,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141032,641393899,2439,256,NA,NA,NA,NA,101.712,33.0099,101.527,46.483,0,0,33.728,-16000,0,23.7835,106,2025-09-29 06:17:12,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141033,641033887,2443,256,NA,NA,NA,NA,101.713,33.0273,101.527,46.483,0,0,33.7457,-16000,0,23.7835,140,2025-09-29 06:17:13,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141034,641033887,2447,256,NA,NA,NA,NA,101.712,33.045,101.528,46.483,0,0,33.7631,-16000,0,23.7835,89,2025-09-29 06:17:14,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141035,641033887,2451,256,NA,NA,NA,NA,101.712,33.0626,101.527,46.483,0,0,33.7808,-16000,0,23.7835,144,2025-09-29 06:17:15,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141036,641033887,2455,256,NA,NA,NA,NA,101.713,33.0806,101.527,46.483,0,0,33.7987,-16000,0,23.7835,159,2025-09-29 06:17:16,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141037,641033887,2459,256,NA,NA,NA,NA,101.713,33.0983,101.526,46.483,0,0,33.8164,-16000,0,23.7839,162,2025-09-29 06:17:17,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141038,641033887,2463,256,NA,NA,NA,NA,101.713,33.1161,101.526,46.483,0,0,33.8338,-16000,0,23.7835,147,2025-09-29 06:17:18,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141039,641033887,2467,256,NA,NA,NA,NA,101.713,33.1347,101.526,46.483,0,0,33.851,-16000,0,23.7835,103,2025-09-29 06:17:19,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141040,640677928,2471,256,NA,NA,NA,NA,101.714,33.1517,101.525,46.483,0,0,33.868,-16000,0,23.7862,98,2025-09-29 06:17:20,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141041,640677928,2475,256,NA,NA,NA,NA,101.715,33.1685,101.525,46.483,0,0,33.8846,-16000,0,23.7859,169,2025-09-29 06:17:21,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141042,640677928,2479,256,NA,NA,NA,NA,101.714,33.1862,101.526,46.483,0,0,33.9019,-16000,0,23.7859,165,2025-09-29 06:17:22,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141043,640677928,2483,256,NA,NA,NA,NA,101.714,33.2038,101.525,46.483,0,0,33.9192,-16000,0,23.7862,153,2025-09-29 06:17:23,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141044,640677928,2487,256,NA,NA,NA,NA,101.715,33.2214,101.525,46.483,0,0,33.9367,-16000,0,23.7859,166,2025-09-29 06:17:24,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141045,640677928,2491,256,NA,NA,NA,NA,101.715,33.2391,101.525,46.483,0,0,33.9548,-16000,0,23.7855,166,2025-09-29 06:17:25,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141046,640677928,2495,256,NA,NA,NA,NA,101.715,33.2567,101.525,46.483,0,0,33.9724,-16000,0,23.7859,177,2025-09-29 06:17:26,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141047,640677928,2499,256,NA,NA,NA,NA,101.715,33.2744,101.523,46.483,0,0,33.9899,-16000,0,23.7859,191,2025-09-29 06:17:27,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141048,640320062,2503,256,NA,NA,NA,NA,101.715,33.292,101.523,46.483,0,0,34.0065,-16000,0,23.7839,76,2025-09-29 06:17:28,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141049,640320062,2507,256,NA,NA,NA,NA,101.715,33.3092,101.523,46.483,0,0,34.0234,-16000,0,23.7835,125,2025-09-29 06:17:29,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141050,640320062,2511,256,NA,NA,NA,NA,101.715,33.3268,101.523,46.483,0,0,34.0405,-16000,0,23.7835,109,2025-09-29 06:17:30,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141051,640320062,2515,256,NA,NA,NA,NA,101.715,33.3444,101.523,46.483,0,0,34.0578,-16000,0,23.7835,122,2025-09-29 06:17:31,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141052,640320062,2519,256,NA,NA,NA,NA,101.715,33.3619,101.523,46.483,0,0,34.0753,-16000,0,23.7835,127,2025-09-29 06:17:32,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141053,640320062,2523,256,NA,NA,NA,NA,101.715,33.3796,101.523,46.483,0,0,34.0927,-16000,0,23.7839,137,2025-09-29 06:17:33,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141054,640320062,2527,256,NA,NA,NA,NA,101.715,33.397,101.523,46.483,0,0,34.1104,-16000,0,23.7835,73,2025-09-29 06:17:34,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141055,639969110,2531,256,NA,NA,NA,NA,101.716,33.4147,101.521,46.483,0,0,34.1282,-16000,0,23.7835,142,2025-09-29 06:17:35,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141056,639969110,2535,256,NA,NA,NA,NA,101.716,33.4325,101.522,46.483,0,0,34.1456,-16000,0,23.7835,150,2025-09-29 06:17:36,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141057,639969110,2539,256,NA,NA,NA,NA,101.716,33.4488,101.521,46.483,0,0,34.1613,-16000,0,23.7855,162,2025-09-29 06:17:37,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141058,639969110,2543,256,NA,NA,NA,NA,101.715,33.4669,101.521,46.483,0,0,34.1788,-16000,0,23.7859,176,2025-09-29 06:17:38,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141059,639969110,2547,256,NA,NA,NA,NA,101.716,33.4846,101.521,46.483,0,0,34.1962,-16000,0,23.7855,170,2025-09-29 06:17:39,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141060,639969110,2551,256,NA,NA,NA,NA,101.715,33.5022,101.521,46.483,0,0,34.2134,-16000,0,23.7859,131,2025-09-29 06:17:40,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141061,639969110,2555,256,NA,NA,NA,NA,101.717,33.5198,101.521,46.483,0,0,34.2308,-16000,0,23.7859,156,2025-09-29 06:17:41,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141062,639969110,2559,256,NA,NA,NA,NA,101.716,33.5373,101.521,46.483,0,0,34.2481,-16000,0,23.7859,158,2025-09-29 06:17:42,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141063,639604091,2563,256,NA,NA,NA,NA,101.716,33.555,101.519,46.483,0,0,34.2654,-16000,0,23.7862,101,2025-09-29 06:17:43,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141064,639604091,2567,256,NA,NA,NA,NA,101.716,33.5726,101.52,46.483,0,0,34.2834,-16000,0,23.7859,110,2025-09-29 06:17:44,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141065,639604091,2571,256,NA,NA,NA,NA,101.716,33.5897,101.52,46.483,0,0,34.3002,-16000,0,23.7847,101,2025-09-29 06:17:45,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141066,639604091,2575,256,NA,NA,NA,NA,101.717,33.6062,101.519,46.483,0,0,34.3169,-16000,0,23.7835,160,2025-09-29 06:17:46,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141067,639604091,2579,256,NA,NA,NA,NA,101.717,33.6247,101.519,46.483,0,0,34.3343,-16000,0,23.7835,165,2025-09-29 06:17:47,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141068,639604091,2583,256,NA,NA,NA,NA,101.717,33.6421,101.518,46.483,0,0,34.3513,-16000,0,23.7843,153,2025-09-29 06:17:48,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141069,639604091,2587,256,NA,NA,NA,NA,101.717,33.6599,101.518,46.483,0,0,34.3688,-16000,0,23.7851,187,2025-09-29 06:17:49,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141070,639251947,2591,256,NA,NA,NA,NA,101.717,33.6774,101.518,46.483,0,0,34.3861,-16000,0,23.7847,167,2025-09-29 06:17:50,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141071,639251947,2595,256,NA,NA,NA,NA,101.718,33.6952,101.518,46.483,0,0,34.4034,-16000,0,23.7847,165,2025-09-29 06:17:51,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141072,639251947,2599,256,NA,NA,NA,NA,101.717,33.7128,101.518,46.483,0,0,34.4207,-16000,0,23.7839,169,2025-09-29 06:17:52,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141073,639251947,2603,256,NA,NA,NA,NA,101.717,33.7301,101.518,46.483,0,0,34.438,-16000,0,23.7835,100,2025-09-29 06:17:53,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141074,639251947,2607,256,NA,NA,NA,NA,101.718,33.7462,101.518,46.483,0,0,34.4544,-16000,0,23.7859,171,2025-09-29 06:17:54,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141075,639251947,2611,256,NA,NA,NA,NA,101.718,33.7638,101.516,46.483,0,0,34.4717,-16000,0,23.7862,167,2025-09-29 06:17:55,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141076,639251947,2615,256,NA,NA,NA,NA,101.718,33.7816,101.517,46.483,0,0,34.4892,-16000,0,23.7862,176,2025-09-29 06:17:56,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141077,639251947,2619,256,NA,NA,NA,NA,101.718,33.7994,101.517,46.483,0,0,34.5063,-16000,0,23.7862,180,2025-09-29 06:17:57,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141078,638887882,2623,256,NA,NA,NA,NA,101.717,33.817,101.516,46.483,0,0,34.5238,-16000,0,23.7866,134,2025-09-29 06:17:58,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141079,638887882,2627,256,NA,NA,NA,NA,101.718,33.8345,101.516,46.483,0,0,34.5409,-16000,0,23.7862,189,2025-09-29 06:17:59,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141080,638887882,2631,256,NA,NA,NA,NA,101.719,33.8519,101.515,46.483,0,0,34.5582,-16000,0,23.7862,168,2025-09-29 06:18:00,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141081,638887882,2635,256,NA,NA,NA,NA,101.717,33.8696,101.515,46.483,0,0,34.5754,-16000,0,23.7866,183,2025-09-29 06:18:01,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141082,638887882,2639,256,NA,NA,NA,NA,101.718,33.8864,101.516,46.483,0,0,34.5919,-16000,0,23.7851,185,2025-09-29 06:18:02,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141083,638887882,2643,256,NA,NA,NA,NA,101.719,33.9034,101.514,46.483,0,0,34.6087,-16000,0,23.7847,173,2025-09-29 06:18:03,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141084,638887882,2647,256,NA,NA,NA,NA,101.72,33.921,101.514,46.483,0,0,34.6265,-16000,0,23.7847,69,2025-09-29 06:18:04,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141085,638535022,2651,256,NA,NA,NA,NA,101.719,33.9383,101.514,46.483,0,0,34.6438,-16000,0,23.7847,159,2025-09-29 06:18:05,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141086,638535022,2655,256,NA,NA,NA,NA,101.719,33.9567,101.513,46.483,0,0,34.6611,-16000,0,23.7851,156,2025-09-29 06:18:06,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141087,638535022,2659,256,NA,NA,NA,NA,101.719,33.9739,101.514,46.483,0,0,34.678,-16000,0,23.7847,128,2025-09-29 06:18:07,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141088,638535022,2663,256,NA,NA,NA,NA,101.719,33.9917,101.514,46.483,0,0,34.6953,-16000,0,23.7851,168,2025-09-29 06:18:08,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141089,638535022,2667,256,NA,NA,NA,NA,101.719,34.0093,101.514,46.483,0,0,34.7126,-16000,0,23.7847,159,2025-09-29 06:18:09,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141090,638535022,2671,256,NA,NA,NA,NA,101.72,34.0266,101.513,46.483,0,0,34.7299,-16000,0,23.7855,93,2025-09-29 06:18:10,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141091,638535022,2675,256,NA,NA,NA,NA,101.719,34.0428,101.512,46.483,0,0,34.7458,-16000,0,23.787,100,2025-09-29 06:18:11,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141092,638535022,2679,256,NA,NA,NA,NA,101.719,34.0602,101.512,46.483,0,0,34.7628,-16000,0,23.787,99,2025-09-29 06:18:12,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141093,638171911,2683,256,NA,NA,NA,NA,101.72,34.0779,101.512,46.483,0,0,34.7807,-16000,0,23.7866,110,2025-09-29 06:18:13,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141094,638171911,2687,256,NA,NA,NA,NA,101.72,34.0952,101.512,46.483,0,0,34.7978,-16000,0,23.7866,118,2025-09-29 06:18:14,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141095,638171911,2691,256,NA,NA,NA,NA,101.721,34.1133,101.512,46.483,0,0,34.8153,-16000,0,23.7866,142,2025-09-29 06:18:15,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141096,638171911,2695,256,NA,NA,NA,NA,101.72,34.1312,101.512,46.483,0,0,34.8323,-16000,0,23.7866,97,2025-09-29 06:18:16,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141097,638171911,2699,256,NA,NA,NA,NA,101.719,34.1484,101.51,46.483,0,0,34.8494,-16000,0,23.7866,128,2025-09-29 06:18:17,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141098,638171911,2703,256,NA,NA,NA,NA,101.72,34.166,101.509,46.483,0,0,34.8667,-16000,0,23.7866,66,2025-09-29 06:18:18,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141099,638171911,2707,256,NA,NA,NA,NA,101.72,34.182,101.511,46.483,0,0,34.8824,-16000,0,23.7847,57,2025-09-29 06:18:19,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141100,637810945,2711,256,NA,NA,NA,NA,101.721,34.1995,101.511,46.483,0,0,34.8995,-16000,0,23.7862,149,2025-09-29 06:18:20,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141101,637810945,2715,256,NA,NA,NA,NA,101.721,34.2169,101.511,46.483,0,0,34.9168,-16000,0,23.7851,140,2025-09-29 06:18:21,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141102,637810945,2719,256,NA,NA,NA,NA,101.721,34.2342,101.51,46.483,0,0,34.934,-16000,0,23.7851,34,2025-09-29 06:18:22,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141103,637810945,2723,256,NA,NA,NA,NA,101.721,34.252,101.51,46.483,0,0,34.9519,-16000,0,23.7851,37,2025-09-29 06:18:23,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141104,637810945,2727,256,NA,NA,NA,NA,101.722,34.2692,101.511,46.483,0,0,34.9689,-16000,0,23.7851,159,2025-09-29 06:18:24,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141105,637810945,2731,256,NA,NA,NA,NA,101.721,34.2874,101.51,46.483,0,0,34.986,-16000,0,23.7847,56,2025-09-29 06:18:25,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141106,637810945,2735,256,NA,NA,NA,NA,101.722,34.3049,101.509,46.483,0,0,35.0033,-16000,0,23.7851,141,2025-09-29 06:18:26,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141107,637810945,2739,256,NA,NA,NA,NA,101.722,34.3225,101.509,46.483,0,0,35.0205,-16000,0,23.7851,144,2025-09-29 06:18:27,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141108,637454032,2743,256,NA,NA,NA,NA,101.723,34.3385,101.509,46.483,0,0,35.0361,-16000,0,23.787,96,2025-09-29 06:18:28,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141109,637454032,2747,256,NA,NA,NA,NA,101.722,34.3558,101.509,46.483,0,0,35.053,-16000,0,23.787,53,2025-09-29 06:18:29,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141110,637454032,2751,256,NA,NA,NA,NA,101.722,34.3733,101.508,46.483,0,0,35.0704,-16000,0,23.7874,129,2025-09-29 06:18:30,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141111,637454032,2755,256,NA,NA,NA,NA,101.723,34.3907,101.508,46.483,0,0,35.0876,-16000,0,23.7878,153,2025-09-29 06:18:31,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141112,637454032,2759,256,NA,NA,NA,NA,101.722,34.4084,101.509,46.483,0,0,35.1047,-16000,0,23.7874,143,2025-09-29 06:18:32,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141113,637454032,2763,256,NA,NA,NA,NA,101.722,34.4257,101.507,46.483,0,0,35.1223,-16000,0,23.7874,136,2025-09-29 06:18:33,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141114,637454032,2767,256,NA,NA,NA,NA,101.723,34.4434,101.507,46.483,0,0,35.1395,-16000,0,23.787,98,2025-09-29 06:18:34,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141115,637099981,2771,256,NA,NA,NA,NA,101.723,34.4612,101.507,46.483,0,0,35.1564,-16000,0,23.7874,161,2025-09-29 06:18:35,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141116,637099981,2775,256,NA,NA,NA,NA,101.724,34.4774,101.507,46.483,0,0,35.172,-16000,0,23.7855,122,2025-09-29 06:18:36,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141117,637099981,2779,256,NA,NA,NA,NA,101.724,34.4949,101.507,46.483,0,0,35.1893,-16000,0,23.7855,191,2025-09-29 06:18:37,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141118,637099981,2783,256,NA,NA,NA,NA,101.723,34.512,101.505,46.483,0,0,35.2062,-16000,0,23.7855,108,2025-09-29 06:18:38,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141119,637099981,2787,256,NA,NA,NA,NA,101.722,34.5296,101.507,46.483,0,0,35.2235,-16000,0,23.7851,175,2025-09-29 06:18:39,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141120,637099981,2791,256,NA,NA,NA,NA,101.724,34.5469,101.507,46.483,0,0,35.2405,-16000,0,23.7851,157,2025-09-29 06:18:40,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141121,637099981,2795,256,NA,NA,NA,NA,101.724,34.5645,101.505,46.483,0,0,35.2575,-16000,0,23.7851,165,2025-09-29 06:18:41,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141122,637099981,2799,256,NA,NA,NA,NA,101.724,34.5818,101.506,46.483,0,0,35.2753,-16000,0,23.7851,172,2025-09-29 06:18:42,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141123,636734008,2803,256,NA,NA,NA,NA,101.723,34.599,101.505,46.483,0,0,35.2924,-16000,0,23.7851,96,2025-09-29 06:18:43,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141124,636734008,2807,256,NA,NA,NA,NA,101.725,34.6171,101.505,46.483,0,0,35.3096,-16000,0,23.7855,149,2025-09-29 06:18:44,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141125,636734008,2811,256,NA,NA,NA,NA,101.724,34.6333,101.504,46.483,0,0,35.3252,-16000,0,23.787,87,2025-09-29 06:18:45,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141126,636734008,2815,256,NA,NA,NA,NA,101.725,34.6506,101.505,46.483,0,0,35.3422,-16000,0,23.787,96,2025-09-29 06:18:46,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141127,636734008,2819,256,NA,NA,NA,NA,101.724,34.668,101.504,46.483,0,0,35.3592,-16000,0,23.7874,115,2025-09-29 06:18:47,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141128,636734008,2823,256,NA,NA,NA,NA,101.724,34.6855,101.505,46.483,0,0,35.3763,-16000,0,23.787,113,2025-09-29 06:18:48,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141129,636734008,2827,256,NA,NA,NA,NA,101.725,34.7028,101.504,46.483,0,0,35.3933,-16000,0,23.7874,163,2025-09-29 06:18:49,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141130,636379003,2831,256,NA,NA,NA,NA,101.725,34.7201,101.504,46.483,0,0,35.4105,-16000,0,23.7878,131,2025-09-29 06:18:50,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141131,636379003,2835,256,NA,NA,NA,NA,101.725,34.7375,101.504,46.483,0,0,35.4274,-16000,0,23.7874,152,2025-09-29 06:18:51,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141132,636379003,2839,256,NA,NA,NA,NA,101.725,34.755,101.504,46.483,0,0,35.4449,-16000,0,23.7878,113,2025-09-29 06:18:52,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141133,636379003,2843,256,NA,NA,NA,NA,101.726,34.771,101.504,46.483,0,0,35.4609,-16000,0,23.7859,106,2025-09-29 06:18:53,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141134,636379003,2847,256,NA,NA,NA,NA,101.726,34.7891,101.503,46.483,0,0,35.4777,-16000,0,23.7855,171,2025-09-29 06:18:54,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141135,636379003,2851,256,NA,NA,NA,NA,101.725,34.8062,101.504,46.483,0,0,35.4947,-16000,0,23.7855,158,2025-09-29 06:18:55,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141136,636379003,2855,256,NA,NA,NA,NA,101.726,34.8235,101.503,46.483,0,0,35.5119,-16000,0,23.7851,154,2025-09-29 06:18:56,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141137,636379003,2859,256,NA,NA,NA,NA,101.727,34.841,101.503,46.483,0,0,35.5288,-16000,0,23.7851,115,2025-09-29 06:18:57,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141138,636013031,2863,256,NA,NA,NA,NA,101.727,34.8585,101.502,46.483,0,0,35.5458,-16000,0,23.7862,159,2025-09-29 06:18:58,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141139,636013031,2867,256,NA,NA,NA,NA,101.726,34.8758,101.502,46.483,0,0,35.5628,-16000,0,23.7851,163,2025-09-29 06:18:59,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141140,636013031,2871,256,NA,NA,NA,NA,101.726,34.8931,101.502,46.483,0,0,35.5798,-16000,0,23.7851,138,2025-09-29 06:19:00,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141141,636013031,2875,256,NA,NA,NA,NA,101.727,34.9096,101.502,46.483,0,0,35.5961,-16000,0,23.7878,149,2025-09-29 06:19:01,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141142,636013031,2879,256,NA,NA,NA,NA,101.726,34.9264,101.502,46.483,0,0,35.6131,-16000,0,23.7874,137,2025-09-29 06:19:02,"US/Eastern","TG10-01286","LI-7810"
"DATA",1759141143,636013031,2883,256,NA,NA,NA,NA,101.727,34.944,101.501,46.483,0,0,35.6301,-16000,0,23.7882,80,2025-09-29 06:19:03,"US/Eastern","TG10-01286","LI-7810"
