"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.245,"17",1,"Ok",13.0918531936437,13.0918531936437,"within range"
"2","A05",0.279,"17",1,"Ok",15.9152245701696,15.9152245701696,"within range"
"3","A06",0.294,"17",1,"Ok",17.1608295892251,17.1608295892251,"within range"
"4","A07",0.067,"25",1,"Ok",-1.68932636581507,0,"bdl"
"5","A08",0.065,"25",1,"Ok",-1.85540703502247,0,"bdl"
"6","A09",0.06,"25",1,"Ok",-2.27060870804098,0,"bdl"
"7","A10",0.136,"30",1,"Ok",4.04045672184031,4.04045672184031,"within range"
"8","A11",0.137,"30",1,"Ok",4.12349705644401,4.12349705644401,"within range"
"9","A12",0.144,"30",1,"Ok",4.70477939866992,4.70477939866992,"within range"
"10","B04",0.275,"18",1,"Ok",15.5830632317548,15.5830632317548,"within range"
"11","B05",0.275,"18",1,"Ok",15.5830632317548,15.5830632317548,"within range"
"12","B06",0.32,"18",1,"Ok",19.3198782889213,19.3198782889213,"within range"
"13","B10",0.161,"31",1,"Ok",6.11646508693284,6.11646508693284,"within range"
"14","B11",0.164,"31",1,"Ok",6.36558609074395,6.36558609074395,"within range"
"15","B12",0.174,"31",1,"Ok",7.19598943678096,7.19598943678096,"within range"
"16","C04",0.085,"19",1,"Ok",-0.194600342948449,0,"bdl"
"17","C05",0.084,"19",1,"Ok",-0.27764067755215,0,"bdl"
"18","C06",0.084,"19",1,"Ok",-0.27764067755215,0,"bdl"
"19","C07",0.06,"Dup 25",1,"Ok",-2.27060870804098,0,"bdl"
"20","C08",0.061,"Dup 25",1,"Ok",-2.18756837343728,0,"bdl"
"21","C09",0.062,"Dup 25",1,"Ok",-2.10452803883358,0,"bdl"
"22","C10",0.167,"32",1,"Ok",6.61470709455505,6.61470709455505,"within range"
"23","C11",0.139,"32",1,"Ok",4.28957772565142,4.28957772565142,"within range"
"24","C12",0.128,"32",1,"Ok",3.3761340450107,3.3761340450107,"within range"
"25","D04",0.362,"20",1,"Ok",22.8075723422768,22.8075723422768,"within range"
"26","D05",0.32,"20",1,"Ok",19.3198782889213,19.3198782889213,"within range"
"27","D06",0.362,"20",1,"Ok",22.8075723422768,22.8075723422768,"within range"
"28","D10",0.307,"Spike 17",1,"Ok",18.2403539390732,18.2403539390732,"within range"
"29","D11",0.263,"Spike 17",1,"Ok",14.5865792165104,14.5865792165104,"within range"
"30","D12",0.303,"Spike 17",1,"Ok",17.9081926006584,17.9081926006584,"within range"
"31","E04",1.337,"21",1,"Dilute",103.771898580885,103.771898580885,"within range"
"32","E05",1.35,"21",1,"Dilute",104.851422930734,104.851422930734,"within range"
"33","E06",1.46,"21",1,"Dilute",113.985859737141,113.985859737141,"within range"
"34","E07",0.418,"26",1,"Ok",27.457831080084,27.457831080084,"within range"
"35","E08",0.42,"26",1,"Ok",27.6239117492914,27.6239117492914,"within range"
"36","E09",0.477,"26",1,"Ok",32.3572108217024,32.3572108217024,"within range"
"37","E10",0.661,"Spike 26",1,"Ok",47.6366323887834,47.6366323887834,"within range"
"38","E11",0.497,"Spike 26",1,"Ok",34.0180175137764,34.0180175137764,"within range"
"39","E12",0.548,"Spike 26",1,"Ok",38.2530745785652,38.2530745785652,"within range"
"40","F04",0.06,"22",1,"Ok",-2.27060870804098,0,"bdl"
"41","F05",0.057,"22",1,"Ok",-2.51972971185208,0,"bdl"
"42","F06",0.06,"22",1,"Ok",-2.27060870804098,0,"bdl"
"43","F07",1.326,"27",1,"Dilute",102.858454900245,102.858454900245,"within range"
"44","F08",1.434,"27",1,"Dilute",111.826811037444,111.826811037444,"within range"
"45","F09",1.359,"27",1,"Dilute",105.598785942167,105.598785942167,"within range"
"46","G04",0.34,"23",1,"Ok",20.9806849809954,20.9806849809954,"within range"
"47","G05",0.385,"23",1,"Ok",24.7175000381619,24.7175000381619,"within range"
"48","G06",0.273,"23",1,"Ok",15.4169825625474,15.4169825625474,"within range"
"49","G07",0.186,"28",1,"Ok",8.19247345202537,8.19247345202537,"within range"
"50","G08",0.182,"28",1,"Ok",7.86031211361057,7.86031211361057,"within range"
"51","G09",0.163,"28",1,"Ok",6.28254575614024,6.28254575614024,"within range"
"52","G10",0.149,"Dup 32",1,"Ok",5.11998107168843,5.11998107168843,"within range"
"53","G11",0.158,"Dup 32",1,"Ok",5.86734408312174,5.86734408312174,"within range"
"54","G12",0.163,"Dup 32",1,"Ok",6.28254575614024,6.28254575614024,"within range"
"55","H04",0.499,"24",1,"Ok",34.1840981829838,34.1840981829838,"within range"
"56","H05",0.481,"24",1,"Ok",32.6893721601172,32.6893721601172,"within range"
"57","H06",0.469,"24",1,"Ok",31.6928881448728,31.6928881448728,"within range"
"58","H07",0.2,"29",1,"Ok",9.35503813647719,9.35503813647719,"within range"
"59","H08",0.225,"29",1,"Ok",11.4310465015697,11.4310465015697,"within range"
"60","H09",0.2,"29",1,"Ok",9.35503813647719,9.35503813647719,"within range"
