"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.056,"1",1,"Ok",-2.84073719084033,0,"bdl"
"2","A05",0.053,"1",1,"Ok",-3.09866022128227,0,"bdl"
"3","A06",0.056,"1",1,"Ok",-2.84073719084033,0,"bdl"
"4","A07",0.379,"9",1,"Ok",24.9289757534085,24.9289757534085,"within range"
"5","A08",0.41,"9",1,"Ok",27.5941804013085,27.5941804013085,"within range"
"6","A09",0.367,"9",1,"Ok",23.8972836316407,23.8972836316407,"within range"
"7","A10",0.074,"14",1,"Ok",-1.29319900818869,0,"bdl"
"8","A11",0.072,"14",1,"Ok",-1.46514769514999,0,"bdl"
"9","A12",0.071,"14",1,"Ok",-1.55112203863063,0,"bdl"
"10","B04",0.056,"2",1,"Ok",-2.84073719084033,0,"bdl"
"11","B05",0.056,"2",1,"Ok",-2.84073719084033,0,"bdl"
"12","B06",0.057,"2",1,"Ok",-2.75476284735968,0,"bdl"
"13","B10",0.064,"15",1,"Ok",-2.15294244299516,0,"bdl"
"14","B11",0.06,"15",1,"Ok",-2.49683981691774,0,"bdl"
"15","B12",0.06,"15",1,"Ok",-2.49683981691774,0,"bdl"
"16","C04",0.365,"3",1,"Ok",23.7253349446794,23.7253349446794,"within range"
"17","C05",0.386,"3",1,"Ok",25.530796157773,25.530796157773,"within range"
"18","C06",0.363,"3",1,"Ok",23.5533862577181,23.5533862577181,"within range"
"19","C07",0.404,"Dup 9",1,"Ok",27.0783343404247,27.0783343404247,"within range"
"20","C08",0.38,"Dup 9",1,"Ok",25.0149500968891,25.0149500968891,"within range"
"21","C09",0.357,"Dup 9",1,"Ok",23.0375401968343,23.0375401968343,"within range"
"22","C10",0.087,"16",1,"Ok",-0.175532542940289,0,"bdl"
"23","C11",0.089,"16",1,"Ok",-0.00358385597899622,0,"bdl"
"24","C12",0.086,"16",1,"Ok",-0.261506886420936,0,"bdl"
"25","D04",0.061,"4",1,"Ok",-2.4108654734371,0,"bdl"
"26","D05",0.062,"4",1,"Ok",-2.32489112995645,0,"bdl"
"27","D06",0.062,"4",1,"Ok",-2.32489112995645,0,"bdl"
"28","D10",0.131,"Spike 1",1,"Ok",3.60733857020816,3.60733857020816,"within range"
"29","D11",0.11,"Spike 1",1,"Ok",1.80187735711458,1.80187735711458,"within range"
"30","D12",0.116,"Spike 1",1,"Ok",2.31772341799846,2.31772341799846,"within range"
"31","E04",0.057,"5",1,"Ok",-2.75476284735968,0,"bdl"
"32","E05",0.059,"5",1,"Ok",-2.58281416039839,0,"bdl"
"33","E06",0.057,"5",1,"Ok",-2.75476284735968,0,"bdl"
"34","E07",0.065,"10",1,"Ok",-2.06696809951451,0,"bdl"
"35","E08",0.06,"10",1,"Ok",-2.49683981691774,0,"bdl"
"36","E09",0.064,"10",1,"Ok",-2.15294244299516,0,"bdl"
"37","E10",0.102,"Spike 10",1,"Ok",1.11408260926941,1.11408260926941,"within range"
"38","E11",0.117,"Spike 10",1,"Ok",2.40369776147911,2.40369776147911,"within range"
"39","E12",0.107,"Spike 10",1,"Ok",1.54395432667264,1.54395432667264,"within range"
"40","F04",0.296,"6",1,"Ok",17.7931052445148,17.7931052445148,"within range"
"41","F05",0.279,"6",1,"Ok",16.3315414053438,16.3315414053438,"within range"
"42","F06",0.354,"6",1,"Ok",22.7796171663923,22.7796171663923,"within range"
"43","F07",0.076,"11",1,"Ok",-1.1212503212274,0,"bdl"
"44","F08",0.079,"11",1,"Ok",-0.863327290785461,0,"bdl"
"45","F09",0.078,"11",1,"Ok",-0.949301634266107,0,"bdl"
"46","G04",0.059,"7",1,"Ok",-2.58281416039839,0,"bdl"
"47","G05",0.061,"7",1,"Ok",-2.4108654734371,0,"bdl"
"48","G06",0.056,"7",1,"Ok",-2.84073719084033,0,"bdl"
"49","G07",0.069,"12",1,"Ok",-1.72307072559193,0,"bdl"
"50","G08",0.067,"12",1,"Ok",-1.89501941255322,0,"bdl"
"51","G09",0.067,"12",1,"Ok",-1.89501941255322,0,"bdl"
"52","G10",0.089,"Dup 16",1,"Ok",-0.00358385597899622,0,"bdl"
"53","G11",0.091,"Dup 16",1,"Ok",0.168364830982297,0.168364830982297,"within range"
"54","G12",0.085,"Dup 16",1,"Ok",-0.347481229901581,0,"bdl"
"55","H04",0.056,"8",1,"Ok",-2.84073719084033,0,"bdl"
"56","H05",0.054,"8",1,"Ok",-3.01268587780162,0,"bdl"
"57","H06",0.056,"8",1,"Ok",-2.84073719084033,0,"bdl"
"58","H07",0.121,"13",1,"Ok",2.74759513540169,2.74759513540169,"within range"
"59","H08",0.111,"13",1,"Ok",1.88785170059523,1.88785170059523,"within range"
"60","H09",0.118,"13",1,"Ok",2.48967210495975,2.48967210495975,"within range"
