"","IDs","H2S_mean","H2S_sd","H2S_cv","H2S_flag","Dilution","H2S_cv_flag"
"1","21",120.395285806021,4.8465702384139,4.02554818153146,"within range",5,"within range"
"2","27",190.00495478451,14.5938481232786,7.68077239871451,"within range",5,"within range"
