"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.072,"33",1,"Ok",-0.256921599779127,0,"bdl"
"2","A05",0.07,"33",1,"Ok",-0.42135388870469,0,"bdl"
"3","A06",0.072,"33",1,"Ok",-0.256921599779127,0,"bdl"
"4","B04",0.147,"34",1,"Ok",5.90928923492951,5.90928923492951,"within range"
"5","B05",0.186,"34",1,"Ok",9.115718868978,9.115718868978,"within range"
"6","B06",0.169,"34",1,"Ok",7.71804441311071,7.71804441311071,"within range"
"7","C04",0.089,"35",1,"Ok",1.14075285608816,1.14075285608816,"within range"
"8","C05",0.088,"35",1,"Ok",1.05853671162538,1.05853671162538,"within range"
"9","C06",0.088,"35",1,"Ok",1.05853671162538,1.05853671162538,"within range"
"10","C07",0.092,"Dup 35",1,"Ok",1.38740128947651,1.38740128947651,"within range"
"11","C08",0.09,"Dup 35",1,"Ok",1.22296900055095,1.22296900055095,"within range"
"12","C09",0.092,"Dup 35",1,"Ok",1.38740128947651,1.38740128947651,"within range"
"13","D04",0.089,"36",1,"Ok",1.14075285608816,1.14075285608816,"within range"
"14","D05",0.099,"36",1,"Ok",1.96291430071598,1.96291430071598,"within range"
"15","D06",0.089,"36",1,"Ok",1.14075285608816,1.14075285608816,"within range"
"16","D10",0.127,"Spike 33",1,"Ok",4.26496634567387,4.26496634567387,"within range"
"17","D11",0.12,"Spike 33",1,"Ok",3.6894533344344,3.6894533344344,"within range"
"18","D12",0.125,"Spike 33",1,"Ok",4.10053405674831,4.10053405674831,"within range"
"19","E04",0.058,"37",1,"Ok",-1.40794762225807,0,"bdl"
"20","E05",0.061,"37",1,"Ok",-1.16129918886973,0,"bdl"
"21","E06",0.057,"37",1,"Ok",-1.49016376672085,0,"bdl"
"22","F04",0.058,"38",1,"Ok",-1.40794762225807,0,"bdl"
"23","F05",0.06,"38",1,"Ok",-1.24351533333251,0,"bdl"
"24","F06",0.061,"38",1,"Ok",-1.16129918886973,0,"bdl"
"25","G04",0.059,"39",1,"Ok",-1.32573147779529,0,"bdl"
"26","G05",0.054,"39",1,"Ok",-1.7368122001092,0,"bdl"
"27","G06",0.059,"39",1,"Ok",-1.32573147779529,0,"bdl"
