"","IDs","H2S_mean","H2S_sd","H2S_cv","abs_mean","Conc_mean","QAQC_flag","Dilution","H2S_cv_flag","H2S_flag"
"1","46",0,0,0,0.075,-3.42083851619609,"MC 20 out of range",1,"Within range","bdl"
"2","58",2.46515412271883,0.361915244260074,14.6812420742649,0.144,2.46515412271883,"MC 20 out of range",1,"High CV","Within_Range"
"3","48",4.08593470444903,0.361915244260074,8.85758756413795,0.163,4.08593470444903,"MC 20 out of range",1,"Within range","Within_Range"
"4","58 Spike",7.75401707362789,0.48255365901343,6.22327310388106,0.206,7.75401707362789,"MC 20 out of range",1,"Within range","Within_Range"
"5","45",210.778110995621,20.6092292557112,9.77768951356594,2.586,210.778110995621,"MC 20 out of range",1,"Within range","adl"
"6","47",0,0,0,0.064,-4.35918516877673,"MC 20 out of range",1,"Within range","bdl"
"7","49",0,0,0,0.065,-4.27388092763304,"MC 20 out of range",1,"Within range","bdl"
"8","50",0,0,0,0.0593333333333333,-4.7572716274473,"MC 20 out of range",1,"Within range","bdl"
"9","51",0,0,0,0.0696666666666667,-3.87579446896246,"MC 20 out of range",1,"Within range","bdl"
"10","52",0,0,0,0.0726666666666667,-3.61988174553138,"MC 20 out of range",1,"Within range","bdl"
"11","53",19.184785386883,0.615137630916268,3.20638265433426,0.34,19.184785386883,"MC 20 out of range",1,"Within range","Within_Range"
"12","54",0,0,0,0.0703333333333333,-3.81892497486666,"MC 20 out of range",1,"Within range","bdl"
"13","55",12.0476638778605,0.694762764753364,5.76678409853466,0.256333333333333,12.0476638778605,"MC 20 out of range",1,"Within range","Within_Range"
"14","56",17.7346132874402,1.92076663690582,10.8306090793992,0.323,17.7346132874402,"MC 20 out of range",1,"High CV","Within_Range"
"15","57",0,0,0,0.067,-4.10327244534565,"MC 20 out of range",1,"Within range","bdl"
"16","57 Dup",0,0,0,0.0683333333333333,-3.98953345715405,"MC 20 out of range",1,"Within range","bdl"
"17","59",82.3383585802648,8.18268825896544,9.93788120149228,1.08033333333333,82.3383585802648,"MC 20 out of range",1,"Within range","Within_Range"
"18","60",0,0,0,0.0876666666666667,-2.34031812837596,"MC 20 out of range",1,"Within range","bdl"
"19","61",0,0,0,0.0793333333333333,-3.05118680457341,"MC 20 out of range",1,"Within range","bdl"
"20","62",0,0,0,0.077,-3.2502300339087,"MC 20 out of range",1,"Within range","bdl"
"21","63",0,0,0,0.104666666666667,-0.890146028933152,"MC 20 out of range",1,"Within range","bdl"
"22","64",0,0,0,0.077,-3.2502300339087,"MC 20 out of range",1,"Within range","bdl"
"23","65",0,0,0,0.0573333333333333,-4.92788010973469,"MC 20 out of range",1,"Within range","bdl"
"24","66",0,0,0,0.0646666666666667,-4.30231567468093,"MC 20 out of range",1,"Within range","bdl"
