"","IDs","H2S_mean","H2S_sd","H2S_cv","H2S_flag","Dilution","H2S_cv_flag"
"1","102",4.77632029994644,0.375599821087579,7.86379048096483,"Within_Range",1,"within range"
"2","103",3.49263926084628,0.18779991054379,5.37701997022978,"Within_Range",1,"within range"
"3","104",0.482628548473484,0.312999850906317,64.85315713219,"Within_Range",1,"High CV"
"4","97",1.19086636314944,0.18779991054379,15.7700239384647,"Within_Range",1,"High CV"
"5","Dup 66",137.11395286556,9.38999552718949,6.8483150918976,"Within_Range",25,"within range"
"6","100",5.26323379753615,0.688599671993895,13.0832050880249,"Within_Range",1,"High CV"
"7","Spike 106",3.22705008034279,0.563399731631369,17.4586609319531,"Within_Range",1,"High CV"
"8","99",2.60734199250134,0.18779991054379,7.20273409026889,"Within_Range",1,"within range"
"9","Spike 97",4.6435257096947,0.0625999701812635,1.34811292313011,"Within_Range",1,"within range"
"10","101",0,0,0,"bdl",1,"within range"
"11","105",0,0,0,"bdl",1,"within range"
"12","106",0,0,0,"bdl",1,"within range"
"13","107",0,0,0,"bdl",1,"within range"
"14","108",0,0,0,"bdl",1,"within range"
"15","109",0,0,0,"bdl",1,"within range"
"16","66",140.802691483664,6.38908270239738,4.53761404350617,"Within_Range",25,"within range"
"17","98",0,0,0,"bdl",1,"within range"
"18","Dup 105",0,0,0,"bdl",1,"within range"
