"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.65,"63",1,"Ok",43.4692067699244,43.4692067699244,"Within_Range"
"2","A05",0.572,"63",1,"Ok",37.4779625417038,37.4779625417038,"Within_Range"
"3","A06",0.649,"63",1,"Ok",43.3923959464857,43.3923959464857,"Within_Range"
"4","A07",0.19,"71",1,"Ok",8.13622798811033,8.13622798811033,"Within_Range"
"5","A08",0.17,"71",1,"Ok",6.60001151933581,6.60001151933581,"Within_Range"
"6","A09",0.133,"71",1,"Ok",3.75801105210293,3.75801105210293,"Within_Range"
"7","A10",0.35,"76",1,"Ok",20.4259597383065,20.4259597383065,"Within_Range"
"8","A11",0.238,"76",1,"Ok",11.8231475131692,11.8231475131692,"Within_Range"
"9","A12",0.297,"76",1,"Ok",16.354986096054,16.354986096054,"Within_Range"
"10","B04",0.076,"64",1,"Ok",-0.620205883904468,0,"bdl"
"11","B05",0.074,"64",1,"Ok",-0.773827530781921,0,"bdl"
"12","B06",0.075,"64",1,"Ok",-0.697016707343195,0,"bdl"
"13","B10",0.205,"77",1,"Ok",9.28839033969122,9.28839033969122,"Within_Range"
"14","B11",0.227,"77",1,"Ok",10.9782284553432,10.9782284553432,"Within_Range"
"15","B12",0.243,"77",1,"Ok",12.2072016303628,12.2072016303628,"Within_Range"
"16","C04",0.16,"65",1,"Ok",5.83190328494854,5.83190328494854,"Within_Range"
"17","C05",0.174,"65",1,"Ok",6.90725481309071,6.90725481309071,"Within_Range"
"18","C06",0.174,"65",1,"Ok",6.90725481309071,6.90725481309071,"Within_Range"
"19","C07",0.157,"Dup 71",1,"Ok",5.60147081463236,5.60147081463236,"Within_Range"
"20","C08",0.173,"Dup 71",1,"Ok",6.83044398965198,6.83044398965198,"Within_Range"
"21","C09",0.154,"Dup 71",1,"Ok",5.37103834431618,5.37103834431618,"Within_Range"
"22","C10",0.146,"78",1,"Ok",4.75655175680637,4.75655175680637,"Within_Range"
"23","C11",0.179,"78",1,"Ok",7.29130893028434,7.29130893028434,"Within_Range"
"24","C12",0.138,"78",1,"Ok",4.14206516929656,4.14206516929656,"Within_Range"
"25","D04",1.538,"66",1,"Dilute",111.677217983513,111.677217983513,"adl"
"26","D05",1.43,"66",1,"Dilute",103.381649052131,103.381649052131,"adl"
"27","D06",1.392,"66",1,"Dilute",100.462837761459,100.462837761459,"adl"
"28","D10",0.499,"Spike 63",1,"Ok",31.8707724306768,31.8707724306768,"Within_Range"
"29","D11",0.495,"Spike 63",1,"Ok",31.5635291369219,31.5635291369219,"Within_Range"
"30","D12",0.632,"Spike 63",1,"Ok",42.0866119480274,42.0866119480274,"Within_Range"
"31","E04",0.065,"67",1,"Ok",-1.46512494173046,0,"bdl"
"32","E05",0.063,"67",1,"Ok",-1.61874658860791,0,"bdl"
"33","E06",0.062,"67",1,"Ok",-1.69555741204664,0,"bdl"
"34","E07",1.124,"72",1,"Ok",79.8775370798807,79.8775370798807,"Within_Range"
"35","E08",1.281,"72",1,"Ok",91.9368363597607,91.9368363597607,"Within_Range"
"36","E09",1.115,"72",1,"Ok",79.1862396689322,79.1862396689322,"Within_Range"
"37","E10",1.456,"Spike 72",1,"Dilute",105.378730461538,105.378730461538,"adl"
"38","E11",1.549,"Spike 72",1,"Dilute",112.522137041339,112.522137041339,"adl"
"39","E12",1.156,"Spike 72",1,"Ok",82.3354834299199,82.3354834299199,"Within_Range"
"40","F04",0.117,"68",1,"Ok",2.52903787708331,2.52903787708331,"Within_Range"
"41","F05",0.12,"68",1,"Ok",2.75947034739949,2.75947034739949,"Within_Range"
"42","F06",0.135,"68",1,"Ok",3.91163269898038,3.91163269898038,"Within_Range"
"43","F07",0.37,"73",1,"Ok",21.9621762070811,21.9621762070811,"Within_Range"
"44","F08",0.432,"73",1,"Ok",26.7244472602821,26.7244472602821,"Within_Range"
"45","F09",0.343,"73",1,"Ok",19.8882839742355,19.8882839742355,"Within_Range"
"46","G04",0.449,"69",1,"Ok",28.0302312587404,28.0302312587404,"Within_Range"
"47","G05",0.579,"69",1,"Ok",38.0156383057749,38.0156383057749,"Within_Range"
"48","G06",0.538,"69",1,"Ok",34.8663945447871,34.8663945447871,"Within_Range"
"49","G07",0.221,"74",1,"Ok",10.5173635147108,10.5173635147108,"Within_Range"
"50","G08",0.21,"74",1,"Ok",9.67244445688486,9.67244445688486,"Within_Range"
"51","G09",0.202,"74",1,"Ok",9.05795786937505,9.05795786937505,"Within_Range"
"52","G10",0.144,"Dup 78",1,"Ok",4.60293010992892,4.60293010992892,"Within_Range"
"53","G11",0.135,"Dup 78",1,"Ok",3.91163269898038,3.91163269898038,"Within_Range"
"54","G12",0.13,"Dup 78",1,"Ok",3.52757858178675,3.52757858178675,"Within_Range"
"55","H04",0.056,"70",1,"Ok",-2.15642235267899,0,"bdl"
"56","H05",0.058,"70",1,"Ok",-2.00280070580154,0,"bdl"
"57","H06",0.059,"70",1,"Ok",-1.92598988236282,0,"bdl"
"58","H07",0.218,"75",1,"Ok",10.2869310443947,10.2869310443947,"Within_Range"
"59","H08",0.197,"75",1,"Ok",8.67390375218142,8.67390375218142,"Within_Range"
"60","H09",0.204,"75",1,"Ok",9.2115795162525,9.2115795162525,"Within_Range"
