"","Wells","Abs","IDs","Dilution","H2S_Dilute","Conc","H2S_Conc_Final","H2S_info"
"1","A04",0.767,"10",100,"Ok",6201.5309028947,6201.5309028947,"Within_Range"
"2","A05",0.654,"10",100,"Ok",5152.46364849366,5152.46364849366,"Within_Range"
"3","A06",0.732,"10",100,"Ok",5876.59856746075,5876.59856746075,"Within_Range"
"4","A07",0.364,"41",100,"Ok",2460.16715489805,2460.16715489805,"Within_Range"
"5","A08",0.342,"41",100,"Ok",2255.92397262528,2255.92397262528,"Within_Range"
"6","A09",0.303,"41",100,"Ok",1893.85651314174,1893.85651314174,"Within_Range"
"7","B04",0.433,"11",100,"Ok",3100.74804475356,3100.74804475356,"Within_Range"
"8","B05",0.409,"11",100,"Ok",2877.93730045599,2877.93730045599,"Within_Range"
"9","B06",0.46,"11",100,"Ok",3351.41013208832,3351.41013208832,"Within_Range"
"10","C04",0.557,"12",100,"Ok",4251.93689029099,4251.93689029099,"Within_Range"
"11","C05",0.537,"12",100,"Ok",4066.26127004302,4066.26127004302,"Within_Range"
"12","C06",0.527,"12",100,"Ok",3973.42345991903,3973.42345991903,"Within_Range"
"13","C07",0.361,"Dup 41",100,"Ok",2432.31581186086,2432.31581186086,"Within_Range"
"14","C08",0.364,"Dup 41",100,"Ok",2460.16715489805,2460.16715489805,"Within_Range"
"15","C09",0.329,"Dup 41",100,"Ok",2135.2348194641,2135.2348194641,"Within_Range"
"16","D04",0.705,"13",100,"Ok",5625.93648012599,5625.93648012599,"Within_Range"
"17","D05",0.681,"13",100,"Ok",5403.12573582842,5403.12573582842,"Within_Range"
"18","D06",0.662,"13",100,"Ok",5226.73389659285,5226.73389659285,"Within_Range"
"19","D10",0.783,"Spike 10",100,"Ok",6350.07139909308,6350.07139909308,"Within_Range"
"20","D11",0.804,"Spike 10",100,"Ok",6545.03080035345,6545.03080035345,"Within_Range"
"21","D12",0.911,"Spike 10",100,"Ok",7538.39536868011,7538.39536868011,"Within_Range"
"22","E04",0.289,"14",100,"Ok",1763.88357896816,1763.88357896816,"Within_Range"
"23","E05",0.277,"14",100,"Ok",1652.47820681937,1652.47820681937,"Within_Range"
"24","E06",0.304,"14",100,"Ok",1903.14029415414,1903.14029415414,"Within_Range"
"25","E07",0.092,"38",1,"Ok",-0.650212804743733,0,"bdl"
"26","E08",0.093,"38",1,"Ok",-0.557374994619746,0,"bdl"
"27","E09",0.104,"38",1,"Ok",0.463840916744103,0.463840916744103,"Within_Range"
"28","E10",0.142,"Spike 38",1,"Ok",3.99167770145558,3.99167770145558,"Within_Range"
"29","E11",0.123,"Spike 38",1,"Ok",2.22775930909984,2.22775930909984,"Within_Range"
"30","E12",0.124,"Spike 38",1,"Ok",2.32059711922383,2.32059711922383,"Within_Range"
"31","F04",0.506,"16",100,"Ok",3778.46405865866,3778.46405865866,"Within_Range"
"32","F05",0.536,"16",100,"Ok",4056.97748903062,4056.97748903062,"Within_Range"
"33","F06",0.457,"16",100,"Ok",3323.55878905113,3323.55878905113,"Within_Range"
"34","F07",0.075,"43",1,"Ok",-2.2284555768515,0,"bdl"
"35","F08",0.078,"43",1,"Ok",-1.94994214647954,0,"bdl"
"36","F09",0.079,"43",1,"Ok",-1.85710433635555,0,"bdl"
"37","G04",0.197,"36",100,"Ok",909.775725827483,909.775725827483,"Within_Range"
"38","G05",0.198,"36",100,"Ok",919.059506839882,919.059506839882,"Within_Range"
"39","G06",0.188,"36",100,"Ok",826.221696715895,826.221696715895,"Within_Range"
"40","H04",0.276,"39",100,"Ok",1643.19442580698,1643.19442580698,"Within_Range"
"41","H05",0.299,"39",100,"Ok",1856.72138909214,1856.72138909214,"Within_Range"
"42","H06",0.315,"39",100,"Ok",2005.26188529052,2005.26188529052,"Within_Range"
