Year,Month,Day,Site,Transect Location,Lysimeter,Depth_cm,Time (24hr),Time Zone_EDT/EST,    DIC     (if >50mL),SO4,FE,DOC,NUTR,GHG Shake,GHG Fill,Temp_c,pH,Conductivity_uScm,DO_mgL,Field Notes
2022,6,6,MSM,Surface Water,C,0,,,,,,,,,,,,,,
2022,6,9,GWI,Upland,A,10,,,x,x,x,x,x,x,,,,,1.722,
2022,6,9,GWI,Upland,A,20,,,x,x,x,x,x,x,,,,,1.484,
2022,6,9,GWI,Upland,A,45,,,,x,x,x,x,x,,,,,1.118,
2022,6,9,GWI,Upland,B,10,,,x,x,x,x,x,x,,,,,1.98,
2022,6,9,GWI,Upland,B,20,,,x,x,x,x,x,x,,,,,1.935,
2022,6,9,GWI,Upland,B,45,,,x,x,x,x,x,x,,,,,0.944,
2022,6,9,GWI,Upland,C,10,,,x,x,x,x,x,,,,,,2.359,
2022,6,9,GWI,Upland,C,20,,,x,x,x,x,x,,,,,,2.516,
2022,6,9,GWI,Upland,C,45,,,,x,,,,,,,,,,
2022,6,9,GWI,Transition,A,10,,,x,x,x,x,x,x,,,,,0.634,
2022,6,9,GWI,Transition,A,20,,,,x,x,x,x,x,,,,,0.362,
2022,6,9,GWI,Transition,A,45,,,,x,,,,,,,,,,
2022,6,9,GWI,Transition,B,10,,,x,x,x,x,x,x,x,,,,0.445,
2022,6,9,GWI,Transition,B,20,,,,x,x,x,x,,x,,,,0.367,
2022,6,9,GWI,Transition,B,45,,,,x,,,x,,x,,,,,
2022,6,9,GWI,Transition,C,10,,,x,x,x,x,x,,,,,,,
2022,6,9,GWI,Transition,C,20,,,x,x,x,x,x,,,,,,0.867,
2022,6,9,GWI,Transition,C,45,,,,x,,,x,,,,,,,
2022,6,9,GWI,Wetland,A,10,,,,,,,,,,,,,,
2022,6,9,GWI,Wetland,A,20,,,x,x,x,x,x,x,x,,,,1.146,
2022,6,9,GWI,Wetland,A,45,,,,x,x,,,,,,,,0.027,
2022,6,9,GWI,Wetland,B,10,,,,,,,,,,,,,,
2022,6,9,GWI,Wetland,B,20,,,,,,,,,,,,,,
2022,6,9,GWI,Wetland,B,45,,,,x,x,,x,x,,,,,0.641,
2022,6,9,GWI,Wetland,C,10,,,,,,,,,,,,,,
2022,6,9,GWI,Wetland,C,20,,,,x,x,x,x,x,x,25.6,,28202,0.309,
2022,6,9,GWI,Wetland,C,45,,,,x,x,,x,,,,,,,
2022,6,9,GWI,Surface Water,A,0,,,,,,,,,,,,,,
2022,6,9,GWI,Surface Water,B,0,,,,,,,,,,,,,,
2022,6,9,GWI,Surface Water,C,0,,,,,,,,,,,,,,
2022,6,10,GCW,Upland,A,10,,,,x,x,x,x,,,,,,0.791,
2022,6,10,GCW,Upland,A,20,,,,x,x,,x,,,,,,,
2022,6,10,GCW,Upland,A,45,,,,x,,,,,,,,,,
2022,6,10,GCW,Upland,B,10,,,,x,,,,,,,,,,
2022,6,10,GCW,Upland,B,20,,,,x,,,,,,,,,,
2022,6,10,GCW,Upland,B,45,,,,,,,,,,,,,,
2022,6,10,GCW,Upland,C,10,,,,x,,,,,,,,,,
2022,6,10,GCW,Upland,C,20,,,,,,,,,,,,,,
2022,6,10,GCW,Upland,C,45,,,,,,,,,,,,,,
2022,6,10,GCW,Transition,A,10,,,,x,x,x,x,,,,,,0.57,
2022,6,10,GCW,Transition,A,20,,,,x,x,x,x,,,,,,0.881,
2022,6,10,GCW,Transition,A,45,,,,x,x,,x,,,,,,,
2022,6,10,GCW,Transition,B,10,,,,x,,,,,,,,,0.248,
2022,6,10,GCW,Transition,B,20,,,,x,,,,,,,,,0.156,
2022,6,10,GCW,Transition,B,45,,,,x,,,,,,,,,0.637,
2022,6,10,GCW,Transition,C,10,,,,x,,,,,,,,,0.445,
2022,6,10,GCW,Transition,C,20,,,,x,,,,,,,,,0.777,
2022,6,10,GCW,Transition,C,45,,,,x,,,,,,,,,,
2022,6,10,GCW,Wetland,A,10,,,x,x,x,x,x,x,x,,,,0.09,
2022,6,10,GCW,Wetland,A,20,,,x,x,x,x,x,x,x,24.3,,,0.04,
2022,6,10,GCW,Wetland,A,45,,,x,x,x,x,x,x,x,22.9,,,0.031,
2022,6,10,GCW,Wetland,B,10,,,x,x,x,x,x,x,x,24.4,,,0.127,
2022,6,10,GCW,Wetland,B,20,,,x,x,x,x,x,x,x,23.7,,,0.192,
2022,6,10,GCW,Wetland,B,45,,,x,x,x,x,x,x,x,23.1,,,0.048,
2022,6,10,GCW,Wetland,C,10,,,x,x,x,x,x,x,x,24.8,,,0.102,
2022,6,10,GCW,Wetland,C,20,,,x,x,x,x,x,x,x,24.7,,,0.11,
2022,6,10,GCW,Wetland,C,45,,,x,x,x,x,x,x,x,21.4,,,0.192,
2022,6,10,GCW,Surface Water,A,0,,,,,,,,,,,,,,
2022,6,10,GCW,Surface Water,B,0,,,,,,,,,,,,,,
2022,6,10,GCW,Surface Water,C,0,,,,,,,,,,,,,,
2022,7,11,GCW,Upland,A,10,,,,,,,,,,,,,,
2022,7,11,GCW,Upland,A,20,,,,x,x,x,x,,,,,,,
2022,7,11,GCW,Upland,A,45,,,,,,,,,,,,,,
2022,7,11,GCW,Upland,B,10,,,,x,x,x,x,,,,,,,
2022,7,11,GCW,Upland,B,20,,,,x,x,x,x,,,,,,,
2022,7,11,GCW,Upland,B,45,,,,x,,,,,,,,,,
2022,7,11,GCW,Upland,C,10,,,,x,,,,,,,,,,
2022,7,11,GCW,Upland,C,20,,,,x,,,,,,,,,,
2022,7,11,GCW,Upland,C,45,,,,x,,,,,,,,,,
2022,7,11,GCW,Transition,A,10,,,,,,,,,,,,,,
2022,7,11,GCW,Transition,A,20,,,x,x,x,x,x,,,,,,7.221,
2022,7,11,GCW,Transition,A,45,,,,x,x,x,x,,,,,,,
2022,7,11,GCW,Transition,B,10,,,x,x,x,x,x,,,,,,1.057,
2022,7,11,GCW,Transition,B,20,,,x,x,x,x,x,,,,,,1.641,
2022,7,11,GCW,Transition,B,45,,,x,x,x,x,x,,,,,,4.658,
2022,7,11,GCW,Transition,C,10,,,,x,,,,,,,,,,
2022,7,11,GCW,Transition,C,20,,,x,x,x,x,x,,,,,,1.574,
2022,7,11,GCW,Transition,C,45,,,,x,x,x,x,,,,,,2.092,
2022,7,11,GCW,Wetland,A,10,,,x,x,x,x,x,x,x,,,,,
2022,7,11,GCW,Wetland,A,20,,,x,x,x,x,x,x,x,,,,,
2022,7,11,GCW,Wetland,A,45,,,x,x,x,x,x,x,x,,,,,
2022,7,11,GCW,Wetland,B,10,,,x,x,x,x,x,x,x,,,,,
2022,7,11,GCW,Wetland,B,20,,,x,x,x,x,x,x,x,,,,,
2022,7,11,GCW,Wetland,B,45,,,x,x,x,x,x,x,x,,,,,
2022,7,11,GCW,Wetland,C,10,,,x,x,x,x,x,x,x,,,,,
2022,7,11,GCW,Wetland,C,20,,,x,x,x,x,x,x,x,,,,,
2022,7,11,GCW,Wetland,C,45,,,x,x,x,x,x,x,x,,,,,
2022,7,11,GCW,Surface Water,A,0,,,,,,,,,,,,,,
2022,7,11,GCW,Surface Water,B,0,,,,,,,,,,,,,,
2022,7,11,GCW,Surface Water,C,0,,,,,,,,,,,,,,
2022,7,13,GWI,Upland,A,10,,,x,x,x,x,x,,,,,,1.517,
2022,7,13,GWI,Upland,A,20,,,x,x,x,x,x,,,,,,1.28,
2022,7,13,GWI,Upland,A,45,,,,x,x,x,x,,,,,,,
2022,7,13,GWI,Upland,B,10,,,x,x,x,x,x,,,,,,1.408,
2022,7,13,GWI,Upland,B,20,,,x,x,x,x,x,,,,,,1.124,
2022,7,13,GWI,Upland,B,45,,,x,x,x,x,x,,,,,,1.314,
2022,7,13,GWI,Upland,C,10,,,x,x,x,x,x,,,,,,0.615,
2022,7,13,GWI,Upland,C,20,,,x,x,x,x,x,,,,,,0.239,
2022,7,13,GWI,Upland,C,45,,,,,,,,,,,,,,
2022,7,13,GWI,Transition,A,10,,,x,x,x,x,x,x,,,,,1.212,
2022,7,13,GWI,Transition,A,20,,,x,x,x,x,x,x,,,,,0.889,
2022,7,13,GWI,Transition,A,45,,,,x,,,,,,,,,,
2022,7,13,GWI,Transition,B,10,,,x,x,x,x,x,x,,,,,0.399,
2022,7,13,GWI,Transition,B,20,,,x,x,x,x,x,x,,,,,0.041,
2022,7,13,GWI,Transition,B,45,,,x,x,x,x,x,,,,,,0.274,
2022,7,13,GWI,Transition,C,10,,,x,x,x,x,x,x,,,,,1.115,
2022,7,13,GWI,Transition,C,20,,,x,x,x,x,x,x,,,,,0.237,
2022,7,13,GWI,Transition,C,45,,,,x,x,,x,,,,,,,
2022,7,13,GWI,Wetland,A,10,,,x,x,x,x,x,x,x,,,,5.223,
2022,7,13,GWI,Wetland,A,20,,,x,x,x,x,x,x,x,,,,0.137,
2022,7,13,GWI,Wetland,A,45,,,,x,,,x,x,,,,,,
2022,7,13,GWI,Wetland,B,10,,,x,x,x,x,x,x,x,,,,4.612,
2022,7,13,GWI,Wetland,B,20,,,x,x,x,x,x,x,x,,,,2.036,
2022,7,13,GWI,Wetland,B,45,,,,,,,,,,,,,,
2022,7,13,GWI,Wetland,C,10,,,x,x,x,x,x,x,x,,,,0.588,
2022,7,13,GWI,Wetland,C,20,,,x,x,x,x,x,x,x,,,,0.217,
2022,7,13,GWI,Wetland,C,45,,,x,x,x,x,x,x,x,,,,0.25,
2022,7,13,GWI,Surface Water,A,0,,,,,,,,,,,,,,
2022,7,13,GWI,Surface Water,B,0,,,,,,,,,,,,,,
2022,7,13,GWI,Surface Water,C,0,,,,,,,,,,,,,,
2022,7,14,MSM,Upland,A,10,,,,,,,,,,,,,,
2022,7,14,MSM,Upland,A,20,,,x,x,x,x,x,,,,,,0.581,
2022,7,14,MSM,Upland,A,45,,,,x,x,,x,,,,,,1.141,
2022,7,14,MSM,Upland,B,10,,,x,x,x,x,x,,,,,,0.309,
2022,7,14,MSM,Upland,B,20,,,x,x,x,x,x,,,,,,0.308,
2022,7,14,MSM,Upland,B,45,,,,x,x,,x,,,,,,0.692,
2022,7,14,MSM,Upland,C,10,,,x,x,x,x,x,,,,,,0.31,
2022,7,14,MSM,Upland,C,20,,,x,x,x,x,x,,,,,,0.306,
2022,7,14,MSM,Upland,C,45,,,,x,x,,x,,,,,,,
2022,7,14,MSM,Transition,A,10,,,x,x,x,x,x,,,,,,0.485,
2022,7,14,MSM,Transition,A,20,,,x,x,x,x,x,,,,,,0.642,
2022,7,14,MSM,Transition,A,45,,,,x,x,,x,,,,,,,
2022,7,14,MSM,Transition,B,10,,,x,x,x,x,x,,,,,,0.539,
2022,7,14,MSM,Transition,B,20,,,x,x,x,x,x,,,,,,0.769,
2022,7,14,MSM,Transition,B,45,,,x,x,x,x,x,,,,,,0.653,
2022,7,14,MSM,Transition,C,10,,,x,x,x,x,x,,,,,,1.563,
2022,7,14,MSM,Transition,C,20,,,x,x,x,x,x,,,,,,0.97,
2022,7,14,MSM,Transition,C,45,,,x,x,x,x,x,,,,,,0.914,
2022,7,14,MSM,Wetland,A,10,,,x,x,x,x,x,x,x,,,,0.066,
2022,7,14,MSM,Wetland,A,20,,,x,x,x,x,x,x,x,,,,0.022,
2022,7,14,MSM,Wetland,A,45,,,,,,,,,,,,,,
2022,7,14,MSM,Wetland,B,10,,,x,x,x,x,x,x,x,,,,0,
2022,7,14,MSM,Wetland,B,20,,,x,x,x,x,x,x,x,,,,0,
2022,7,14,MSM,Wetland,B,45,,,,x,x,,,x,,,,,0,
2022,7,14,MSM,Wetland,C,10,,,x,x,x,x,x,x,x,,,,0.068,
2022,7,14,MSM,Wetland,C,20,,,x,x,x,x,x,x,x,,,,0,
2022,7,14,MSM,Wetland,C,45,,,x,x,x,x,x,x,x,,,,0.002,
2022,7,14,MSM,Surface Water,A,0,,,,,,,,,,,,,,
2022,7,14,MSM,Surface Water,B,0,,,,,,,,,,,,,,
2022,7,14,MSM,Surface Water,C,0,,,,,,,,,,,,,,
2022,8,15,GCW,Upland,A,10,,,,,,,,,,,,,,
2022,8,15,GCW,Upland,A,20,,,,x,x,x,x,,,,,,,
2022,8,15,GCW,Upland,A,45,,,,,,,,,,,,,,
2022,8,15,GCW,Upland,B,10,,,x,x,,x,x,,,,,,,
2022,8,15,GCW,Upland,B,20,,,x,x,x,x,x,,,,,,,
2022,8,15,GCW,Upland,B,45,,,,x,,,,,,,,,,
2022,8,15,GCW,Upland,C,10,,,,,,,,,,,,,,
2022,8,15,GCW,Upland,C,20,,,,x,,,,,,,,,,
2022,8,15,GCW,Upland,C,45,,,,x,,,,,,,,,,
2022,8,15,GCW,Transition,A,10,,,,x,x,x,x,,,,,,0.006,
2022,8,15,GCW,Transition,A,20,,,x,x,x,x,x,,,,,,,
2022,8,15,GCW,Transition,A,45,,,,x,x,x,x,,,,,,,
2022,8,15,GCW,Transition,B,10,,,,,,,,,,,,,,
2022,8,15,GCW,Transition,B,20,,,,x,x,x,x,,,,,,,
2022,8,15,GCW,Transition,B,45,,,,x,x,,x,,,,,,,
2022,8,15,GCW,Transition,C,10,,,,x,x,,x,,,,,,,
2022,8,15,GCW,Transition,C,20,,,x,x,x,x,x,,,,,,,
2022,8,15,GCW,Transition,C,45,,,,x,x,,,,,,,,,
2022,8,15,GCW,Wetland,A,10,,,x,x,x,x,x,x,x,,,,0,
2022,8,15,GCW,Wetland,A,20,,,x,x,x,x,x,x,x,,,,0,
2022,8,15,GCW,Wetland,A,45,,,x,x,x,x,x,x,x,,,,0,
2022,8,15,GCW,Wetland,B,10,,,x,x,x,x,x,x,x,,,,0.102,
2022,8,15,GCW,Wetland,B,20,,,x,x,x,x,x,x,x,,,,0.007,
2022,8,15,GCW,Wetland,B,45,,,x,x,x,x,x,x,x,,,,0,
2022,8,15,GCW,Wetland,C,10,,,x,x,x,x,x,x,x,,,,0.074,
2022,8,15,GCW,Wetland,C,20,,,x,x,x,x,x,x,x,,,,0,
2022,8,15,GCW,Wetland,C,45,,,x,x,x,x,x,x,x,,,,0,
2022,8,15,GCW,Surface Water,A,0,,,x,x,x,x,x,x,x,24.2,,,9.454,
2022,8,15,GCW,Surface Water,B,0,,,x,x,x,x,x,x,x,25.4,,,7.068,
2022,8,15,GCW,Surface Water,C,0,,,x,x,x,x,x,x,x,24.8,,,5.358,
2022,8,18,GWI,Upland,A,10,,,,x,x,x,x,,,,,,7.406,
2022,8,18,GWI,Upland,A,20,,,x,x,x,x,x,,,,,,1.413,
2022,8,18,GWI,Upland,A,45,,,x,x,x,,x,,,,,,4.41,
2022,8,18,GWI,Upland,B,10,,,x,x,x,x,x,,,,,,1.703,
2022,8,18,GWI,Upland,B,20,,,x,x,x,,x,,,,,,2.487,
2022,8,18,GWI,Upland,B,45,,,x,x,x,x,x,,,,,,0.832,
2022,8,18,GWI,Upland,C,10,,,x,x,x,x,x,,,,,,0.549,
2022,8,18,GWI,Upland,C,20,,,x,x,x,x,x,,,,,,0.7,
2022,8,18,GWI,Upland,C,45,,,,,,,,,,,,,,
2022,8,18,GWI,Transition,A,10,,,x,x,x,x,x,,,,,,2.406,
2022,8,18,GWI,Transition,A,20,,,x,x,x,x,x,,,,,,0.594,
2022,8,18,GWI,Transition,A,45,,,,x,,,,,,,,,,
2022,8,18,GWI,Transition,B,10,,,x,x,x,x,x,,,,,,1.075,
2022,8,18,GWI,Transition,B,20,,,x,x,x,x,x,,,,,,0.141,
2022,8,18,GWI,Transition,B,45,,,x,x,x,x,x,,,,,,0.304,
2022,8,18,GWI,Transition,C,10,,,x,x,x,x,x,,,,,,1.155,
2022,8,18,GWI,Transition,C,20,,,x,x,x,x,x,,,,,,0.597,
2022,8,18,GWI,Transition,C,45,,,,x,x,,x,,,,,,,
2022,8,18,GWI,Wetland,A,10,,,x,x,x,x,x,x,x,,,,0.804,
2022,8,18,GWI,Wetland,A,20,,,x,x,x,,x,,,,,,,
2022,8,18,GWI,Wetland,A,45,,,,x,x,x,x,,,,,,1.002,
2022,8,18,GWI,Wetland,B,10,,,x,x,x,x,x,x,x,,,,0.459,
2022,8,18,GWI,Wetland,B,20,,,x,x,x,x,x,,,,,,0.618,
2022,8,18,GWI,Wetland,B,45,,,x,x,x,x,x,,,,,,0.591,
2022,8,18,GWI,Wetland,C,10,,,x,x,x,x,x,x,x,,,,0.516,
2022,8,18,GWI,Wetland,C,20,,,,x,x,x,x,x,x,,,,0.246,
2022,8,18,GWI,Wetland,C,45,,,,x,,,x,,,,,,,
2022,8,18,GWI,Surface Water,A,0,,,x,x,x,x,x,x,x,,,,8.947,
2022,8,18,GWI,Surface Water,B,0,,,x,x,x,x,x,x,x,23.3,,,10.48,
2022,8,18,GWI,Surface Water,C,0,,,x,x,x,x,x,x,x,26.5,,,9.383,
2022,8,31,MSM,Upland,A,10,,,,,,,,,,,,,,
2022,8,31,MSM,Upland,A,20,,,x,x,x,x,x,,,,,,1.896,
2022,8,31,MSM,Upland,A,45,,,,x,x,x,x,,,,,,,
2022,8,31,MSM,Upland,B,10,,,x,x,x,x,x,,,,,,1.052,
2022,8,31,MSM,Upland,B,20,,,x,x,x,x,x,,,,,,2.506,
2022,8,31,MSM,Upland,B,45,,,x,x,x,x,x,,,,,,,
2022,8,31,MSM,Upland,C,10,,,x,x,x,x,x,,,,,,1.266,
2022,8,31,MSM,Upland,C,20,,,x,x,x,x,x,,,,,,2.344,
2022,8,31,MSM,Upland,C,45,,,,x,,,,,,,,,,
2022,8,31,MSM,Transition,A,10,,,x,x,x,x,x,,,,,,0.714,
2022,8,31,MSM,Transition,A,20,,,x,x,x,x,x,,,,,,0.487,
2022,8,31,MSM,Transition,A,45,,,,x,x,x,x,,,,,,,
2022,8,31,MSM,Transition,B,10,,,x,x,x,x,x,,,,,,2.046,
2022,8,31,MSM,Transition,B,20,,,x,x,x,,x,,,,,,0.095,
2022,8,31,MSM,Transition,B,45,,,x,x,x,,x,,,,,,1.3,
2022,8,31,MSM,Transition,C,10,,,x,x,x,x,x,,,,,,5.774,
2022,8,31,MSM,Transition,C,20,,,x,x,x,x,x,,,,,,1.209,
2022,8,31,MSM,Transition,C,45,,,x,x,x,x,x,,,,,,2.598,
2022,8,31,MSM,Wetland,A,10,,,x,x,x,x,x,x,x,,,,0.37,
2022,8,31,MSM,Wetland,A,20,,,x,x,x,x,x,x,x,,,,0,
2022,8,31,MSM,Wetland,A,45,,,x,x,x,x,x,x,x,,,,0,
2022,8,31,MSM,Wetland,B,10,,,x,x,x,x,x,x,x,,,,0,
2022,8,31,MSM,Wetland,B,20,,,x,x,x,x,x,x,x,,,,0,
2022,8,31,MSM,Wetland,B,45,,,x,x,x,x,x,x,x,,,,,
2022,8,31,MSM,Wetland,C,10,,,,,,,,,,,,,0,
2022,8,31,MSM,Wetland,C,20,,,x,x,x,x,x,,,,,,0,
2022,8,31,MSM,Wetland,C,45,,,,,,,,,,,,,,
2022,8,31,MSM,Surface Water,A,0,,,x,x,x,x,x,x,x,,,,8.408,
2022,8,31,MSM,Surface Water,B,0,,,x,x,x,x,x,x,x,,,,8.605,
2022,8,31,MSM,Surface Water,C,0,,,x,x,x,x,x,x,x,,,,9.068,
2022,9,19,GCW,Upland,A,10,,,,,,,,,,,,,,
2022,9,19,GCW,Upland,A,20,,,,x,,,,,,,,,,
2022,9,19,GCW,Upland,A,45,,,,,,,,,,,,,,
2022,9,19,GCW,Upland,B,10,,,,,,,,,,,,,,
2022,9,19,GCW,Upland,B,20,,,,,,,,,,,,,,
2022,9,19,GCW,Upland,B,45,,,,,,,,,,,,,,
2022,9,19,GCW,Upland,C,10,,,,,,,,,,,,,,
2022,9,19,GCW,Upland,C,20,,,,,,,,,,,,,,
2022,9,19,GCW,Upland,C,45,,,,,,,,,,,,,,
2022,9,19,GCW,Transition,A,10,,,,,,,,,,,,,,
2022,9,19,GCW,Transition,A,20,,,x,x,x,x,x,,,,,,0.55,
2022,9,19,GCW,Transition,A,45,,,x,x,x,x,x,,,,,,,
2022,9,19,GCW,Transition,B,10,,,x,x,x,x,x,,,,,,1.139,
2022,9,19,GCW,Transition,B,20,,,x,x,x,x,x,,,,,,0.581,
2022,9,19,GCW,Transition,B,45,,,x,x,,,,,,,,,,
2022,9,19,GCW,Transition,C,10,,,,x,,,,,,,,,,
2022,9,19,GCW,Transition,C,20,,,x,x,,,,,,,,,,
2022,9,19,GCW,Transition,C,45,,,x,x,,,,,,,,,,
2022,9,19,GCW,Wetland,A,10,,,x,x,x,x,x,x,x,,,,0,
2022,9,19,GCW,Wetland,A,20,,,x,x,x,x,x,x,x,,,,0,
2022,9,19,GCW,Wetland,A,45,,,x,x,x,x,x,x,x,,,,0,
2022,9,19,GCW,Wetland,B,10,,,x,x,x,x,x,x,x,,,,0,
2022,9,19,GCW,Wetland,B,20,,,x,x,x,x,x,x,x,,,,0,
