"","IDs","H2S_info"
"1","67","bdl"
"2","67","bdl"
"3","67","bdl"
"4","75","Within_Range"
"5","75","Within_Range"
"6","75","Within_Range"
"7","80","Within_Range"
"8","80","Within_Range"
"9","80","Within_Range"
"10","68","bdl"
"11","68","bdl"
"12","68","bdl"
"13","81","adl"
"14","81","adl"
"15","81","adl"
"16","69","Within_Range"
"17","69","Within_Range"
"18","69","Within_Range"
"19","75 Dup","adl"
"20","75 Dup","Within_Range"
"21","75 Dup","Within_Range"
"22","82","Within_Range"
"23","82","Within_Range"
"24","82","Within_Range"
"25","70","bdl"
"26","70","bdl"
"27","70","bdl"
"28","67 Spike","Within_Range"
"29","67 Spike","Within_Range"
"30","67 Spike","Within_Range"
"31","71","bdl"
"32","71","bdl"
"33","71","bdl"
"34","76","bdl"
"35","76","bdl"
"36","76","bdl"
"37","76 Spike","Within_Range"
"38","76 Spike","Within_Range"
"39","76 Spike","Within_Range"
"40","72","Within_Range"
"41","72","Within_Range"
"42","72","Within_Range"
"43","77","Within_Range"
"44","77","Within_Range"
"45","77","Within_Range"
"46","73","Within_Range"
"47","73","Within_Range"
"48","73","Within_Range"
"49","78","Within_Range"
"50","78","Within_Range"
"51","78","Within_Range"
"52","82 Dup","Within_Range"
"53","82 Dup","Within_Range"
"54","82 Dup","Within_Range"
"55","74","Within_Range"
"56","74","Within_Range"
"57","74","Within_Range"
"58","79","Within_Range"
"59","79","Within_Range"
"60","79","Within_Range"
