"","IDs","H2S_info"
"1","17","bdl"
"2","17","Within_Range"
"3","17","Within_Range"
"4","16","Within_Range"
"5","16","Within_Range"
"6","16","Within_Range"
"7","18","bdl"
"8","18","bdl"
"9","18","bdl"
"10","19","bdl"
"11","19","bdl"
"12","19","bdl"
"13","19 Dup","bdl"
"14","19 Dup","bdl"
"15","19 Dup","bdl"
"16","20","bdl"
"17","20","Within_Range"
"18","20","Within_Range"
"19","11","Within_Range"
"20","11","Within_Range"
"21","11","Within_Range"
"22","12","Within_Range"
"23","12","Within_Range"
"24","12","Within_Range"
"25","14","Within_Range"
"26","14","Within_Range"
"27","14","Within_Range"
"28","15","Within_Range"
"29","15","Within_Range"
"30","15","Within_Range"
