,1,2,3,4,5,6,7,8,9,10,11,12
A,0.054,0.055,0.053,0.068,0.064,0.071,0.084,0.084,0.087,0.059,0.058,0.06
B,0.184,0.147,0.127,0.076,0.075,0.076,0.054,0.058,0.054,0.065,0.064,0.062
C,0.195,0.306,0.865,0.063,0.073,0.066,0.088,0.088,0.086,0.082,0.093,0.085
D,0.399,0.594,0.353,0.069,0.067,0.066,0.494,0.37,0.53,0.115,0.117,0.123
E,0.667,0.693,0.741,1.083,1.055,0.963,0.627,0.707,0.832,0.775,0.901,0.722
F,1.064,1.111,1.227,0.062,0.061,0.062,0.112,0.102,0.103,0.06,0.057,0.054
G,1.271,1.216,1.165,0.081,0.081,0.07,0.062,0.064,0.063,0.075,0.087,0.078
H,1.102,1.045,1.015,0.063,0.085,0.064,0.288,0.353,0.324,0.98,0.794,0.641
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,65,65,65,73,73,73,78,78,78
B,,Std 1,Std 1,66,66,66,ChkStd 0,ChkStd 0,ChkStd 0,79,79,79
C,,,,67,67,67,73 Dup,73 Dup,73 Dup,80,80,80
D,Std 3,,Std 3,68,68,68,ChkStd 3,ChkStd 3,ChkStd 3,65 Spike,65 Spike,65 Spike
E,Std 4,Std 4,,17,17,17,74,74,74,74 Spike,74 Spike,74 Spike
F,Std 5,Std 5,Std 5,70,70,70,75,75,75,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,71,71,71,76,76,76,80 Dup,80 Dup,80 Dup
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,72,72,72,77,77,77,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,50,50,50,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
