,1,2,3,4,5,6,7,8,9,10,11,12
A,0.052,0.055,0.055,0.066,0.062,0.062,0.095,0.101,0.099,1.842,1.55,1.824
B,0.137,0.125,0.142,0.061,0.058,0.058,0.059,0.056,0.056,1.246,1.004,1.01
C,0.196,0.226,0.282,0.066,0.065,0.069,0.092,0.087,0.096,1.214,1.168,1.172
D,0.426,0.409,0.426,0.065,0.059,0.065,0.509,0.409,0.424,0.253,0.125,0.104
E,0.639,0.665,0.936,0.06,0.062,0.058,0.102,0.094,0.09,0.134,0.138,0.134
F,1.175,1.217,1.309,0.166,0.148,0.155,0.066,0.063,0.066,0.055,0.059,0.058
G,1.183,1.29,1.136,0.084,0.108,0.086,1.189,1.13,1.11,1.271,1.063,1.209
H,1.22,1.386,1.039,0.061,0.088,0.062,1.333,1.106,1.059,0.601,0.667,0.693
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,1,1,1,9,9,9,14,14,14
B,Std 1,Std 1,Std 1,2,2,2,ChkStd 0,ChkStd 0,ChkStd 0,15,15,15
C,Std 2,Std 2,,3,3,3,9 Dup,9 Dup,9 Dup,16,16,16
D,Std 3,Std 3,Std 3,4,4,4,ChkStd 3,ChkStd 3,ChkStd 3,1 Spike,1 Spike,1 Spike
E,Std 4,Std 4,,5,5,5,10,10,10,10 Spike,10 Spike,10 Spike
F,Std 5,Std 5,Std 5,6,6,6,11,11,11,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,7,7,7,12,12,12,16 Dup,16 Dup,16 Dup
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,8,8,8,13,13,13,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,25,25,25
B,1,1,1,1,1,1,1,1,1,25,25,25
C,1,1,1,1,1,1,1,1,1,25,25,25
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,25,25,25,25,25,25
H,1,1,1,1,1,1,25,25,25,1,1,1
