,1,2,3,4,5,6,7,8,9,10,11,12
A,0.053,0.057,0.055,0.117,0.136,0.138,0.18,0.185,0.167,2.098,2.392,2.134
B,0.128,0.153,0.154,0.062,0.058,0.057,0.055,0.051,0.052,2.218,2.57,2.362
C,0.307,0.254,0.245,0.091,0.093,0.092,0.178,0.176,0.184,0.084,0.1,0.071
D,0.505,0.415,0.358,0.11,0.062,0.07,0.491,0.476,0.45,0.168,0.219,0.183
E,0.633,0.729,0.63,0.056,0.055,0.056,0.054,0.054,0.054,0.117,0.1,0.117
F,1.181,1.229,1.059,0.147,0.16,0.149,2.065,2.615,2.067,0.057,0.052,0.058
G,1.031,0.925,1.053,0.085,0.092,0.093,2.669,2.582,2.111,0.13,0.07,0.087
H,1.125,1.187,1.24,0.091,0.092,0.091,0.084,0.104,0.085,0.844,0.879,0.721
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,97,97,97,105,105,105,110,110,110
B,Std 1,Std 1,Std 1,98,98,98,ChkStd 0,ChkStd 0,ChkStd 0,111,111,111
C,,Std 2,Std 2,99,99,99,105 Dup,105 Dup,105 Dup,112,112,112
D,,Std 3,Std 3,100,100,100,ChkStd 3,ChkStd 3,ChkStd 3,97 Spike,97 Spike,97 Spike
E,Std 4,,Std 4,101,101,101,106,106,106,106 Spike,106 Spike,106 Spike
F,Std 5,Std 5,Std 5,102,102,102,107,107,107,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,103,103,103,108,108,108,112 Dup,112 Dup,112 Dup
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,104,104,104,109,109,109,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
