,1,2,3,4,5,6,7,8,9,10,11,12
A,0.052,0.057,0.054,1.42,1.817,1.351,0.078,0.076,0.075,0.062,0.06,0.06
B,0.115,0.108,0.131,0.846,0.833,0.813,0.056,0.061,0.057,0.082,0.078,0.074
C,0.236,0.329,0.238,0.773,0.762,0.802,0.08,0.078,0.078,0.077,0.077,0.076
D,0.392,0.56,0.413,1.464,1.243,1.141,0.378,0.395,0.336,1.759,1.618,1.61
E,0.809,0.706,0.852,0.06,0.059,0.061,0.443,0.396,0.408,0.495,0.449,0.53
F,1.078,1.072,1.177,0.059,0.068,0.058,0.062,0.068,0.066,0.062,0.057,0.06
G,1.245,1.196,1.12,0.059,0.058,0.054,0.175,0.205,0.192,0.073,0.079,0.077
H,1.09,1.228,1.094,0.061,0.062,0.063,0.263,0.263,0.235,0.698,0.766,0.654
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,17,17,17,25,25,25,30,30,30
B,Std 1,Std 1,Std 1,18,18,18,ChkStd 0,ChkStd 0,ChkStd 0,31,31,31
C,Std 2,,Std 2,19,19,19,25 Dup,25 Dup,25 Dup,43,43,43
D,Std 3,,Std 3,20,20,20,ChkStd 3,ChkStd 3,ChkStd 3,17 Spike,17 Spike,17 Spike
E,,,,21,21,21,26,26,26,26 Spike,26 Spike,26 Spike
F,Std 5,Std 5,Std 5,22,22,22,27,27,27,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,23,23,23,28,28,28,43 Dup,43 Dup,43 Dup
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,24,24,24,29,29,29,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,25,25,25,1,1,1,1,1,1
B,1,1,1,25,25,25,1,1,1,1,1,1
C,1,1,1,25,25,25,1,1,1,25,25,25
D,1,1,1,25,25,25,1,1,1,25,25,25
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,25,25,25
H,1,1,1,1,1,1,1,1,1,1,1,1
