"","Project","Region","Site","Zone","Replicate","Depth_cm","Sample_ID","Year","Month","Day","Time","Time_Zone","H2S_mean_uM","H2S_sd_uM","H2S_cv","H2S_Conc_flag","H2S_cv_flag","H2S_QAQC_flag","Dilution","Analysis_rundate","Run_notes","Field_notes"
"1","COMPASS: Synoptic","CB","GCW","SW","A",0,"GCW_202306_SW_A",2023,6,27,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Dup perc diff out of range",1,"202306","Used Plate 7 std curve for all runs. 
1/9 plates had bad MC 10 and a different plate had bad MC 20. 
2/9 plates had bad dups. 
5/9 plates had bad spks. 
",""
"2","COMPASS: Synoptic","CB","GCW","SW","B",0,"GCW_202306_SW_B",2023,6,27,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Dup perc diff out of range",1,"202306","Used Plate 7 std curve for all runs. 
1/9 plates had bad MC 10 and a different plate had bad MC 20. 
2/9 plates had bad dups. 
5/9 plates had bad spks. 
",""
"3","COMPASS: Synoptic","CB","GCW","SW","C",0,"GCW_202306_SW_C",2023,6,27,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Dup perc diff out of range",1,"202306","Used Plate 7 std curve for all runs. 
1/9 plates had bad MC 10 and a different plate had bad MC 20. 
2/9 plates had bad dups. 
5/9 plates had bad spks. 
",""
"4","COMPASS: Synoptic","CB","GCW","TR","A",10,"GCW_202306_TR_LYSA_10CM",2023,6,28,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Dup perc diff out of range; Spk recovery out of range",1,"202306","Used Plate 7 std curve for all runs. 
1/9 plates had bad MC 10 and a different plate had bad MC 20. 
2/9 plates had bad dups. 
5/9 plates had bad spks. 
",""
"5","COMPASS: Synoptic","CB","GCW","TR","A",20,"GCW_202306_TR_LYSA_20CM",2023,6,28,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Dup perc diff out of range; Spk recovery out of range",1,"202306","Used Plate 7 std curve for all runs. 
1/9 plates had bad MC 10 and a different plate had bad MC 20. 
2/9 plates had bad dups. 
5/9 plates had bad spks. 
",""
"6","COMPASS: Synoptic","CB","GCW","TR","A",45,"GCW_202306_TR_LYSA_45CM",2023,6,28,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Dup perc diff out of range; Spk recovery out of range",1,"202306","Used Plate 7 std curve for all runs. 
1/9 plates had bad MC 10 and a different plate had bad MC 20. 
2/9 plates had bad dups. 
5/9 plates had bad spks. 
",""
"7","COMPASS: Synoptic","CB","GCW","TR","B",10,"GCW_202306_TR_LYSB_10CM",2023,6,28,NA,NA,6.09458979092227,0.445347998453293,7.30726781836289,"Within Range","Within Range","Std curve r2 low; Dup perc diff out of range; Spk recovery out of range",1,"202306","Used Plate 7 std curve for all runs. 
1/9 plates had bad MC 10 and a different plate had bad MC 20. 
2/9 plates had bad dups. 
5/9 plates had bad spks. 
",""
"8","COMPASS: Synoptic","CB","GCW","TR","B",20,"GCW_202306_TR_LYSB_20CM",2023,6,28,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Dup perc diff out of range; Spk recovery out of range",1,"202306","Used Plate 7 std curve for all runs. 
1/9 plates had bad MC 10 and a different plate had bad MC 20. 
2/9 plates had bad dups. 
5/9 plates had bad spks. 
",""
"9","COMPASS: Synoptic","CB","GCW","TR","B",45,"GCW_202306_TR_LYSB_45CM",2023,6,28,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Dup perc diff out of range; Spk recovery out of range",1,"202306","Used Plate 7 std curve for all runs. 
1/9 plates had bad MC 10 and a different plate had bad MC 20. 
2/9 plates had bad dups. 
5/9 plates had bad spks. 
",""
"10","COMPASS: Synoptic","CB","GCW","TR","C",10,"GCW_202306_TR_LYSC_10CM",2023,6,28,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Dup perc diff out of range; Spk recovery out of range",1,"202306","Used Plate 7 std curve for all runs. 
1/9 plates had bad MC 10 and a different plate had bad MC 20. 
2/9 plates had bad dups. 
5/9 plates had bad spks. 
",""
