"","ID_full","H2S_mean","H2S_sd","H2S_cv","IDs","Plate","H2S_QAQC_flag","Dilution","H2S_cv_flag","H2S_Conc_flag"
"1","Plate2_25_GCW_WC_LysB_20cm",2490.56055384114,183.456261782286,7.36606309368169,"GCW_WC_LysB_20cm","Plate2","Std curve r2 low",25,"Within Range","adl"
"2","Plate2_25_GCW_WC_LysA_45cm",2519.72312621295,62.1444946667066,2.46632235185726,"GCW_WC_LysA_45cm","Plate2","Std curve r2 low",25,"Within Range","adl"
"3","Plate2_25_GCW_WC_LysB_45cm",2429.21859126594,193.596121210469,7.96948129355374,"GCW_WC_LysB_45cm","Plate2","Std curve r2 low",25,"Within Range","adl"
