"","IDs","H2S_mean","H2S_sd","H2S_cv","H2S_flag","Dilution","H2S_cv_flag","mean_dup","NA","NA.1","NA.2","NA.3","NA.4","dups_chk","dups_flag"
"2","64",6.96807025957226,0.155168743266969,2.2268538847439,"Within_Range",1,"within range",4.44449023595009,0.155168743266969,3.49126075273735,"Within_Range",1,"within range",44.2246071705343,"Rerun"
