,1,2,3,4,5,6,7,8,9,10,11,12
A,0.07,0.064,0.064,0.076,0.073,0.077,0.068,0.066,0.075,0.069,0.068,0.068
B,0.126,0.113,0.123,0.075,0.078,0.08,0.066,0.066,0.065,0.077,0.077,0.076
C,0.252,0.189,0.244,0.061,0.064,0.065,0.064,0.067,0.067,0.097,0.119,0.102
D,0.3,0.308,0.42,0.072,0.073,0.071,0.069,0.07,0.071,0.074,0.07,0.068
E,0.633,0.646,0.728,0.062,0.059,0.06,0.071,0.072,0.071,0.111,0.108,0.102
F,1.04,0.981,1.004,0.064,0.066,0.066,0.072,0.071,0.069,0.066,0.074,0.064
G,1.232,1.106,1.114,0.062,0.068,0.065,0.068,0.068,0.072,0.06,0.063,0.058
H,0.97,1.045,1.241,0.444,0.615,0.608,0.447,0.337,0.337,0.087,0.1,0.094
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,1,1,1,17,17,17,23,23,23
B,Std 1,Std 1,Std 1,2,2,2,18,18,18,24,24,24
C,Std 2,Std 2,Std 2,3,3,3,19,19,19,25,25,25
D,Std 3,Std 3,Std 3,4,4,4,20,20,20,26,26,26
E,Std 4,Std 4,Std 4,5,5,5,21,21,21,27,27,27
F,Std 5,Std 5,Std 5,6,6,6,21 Dup,21 Dup,21 Dup,28,28,28
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,7,7,7,22,22,22,29,29,29
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,8,8,8,22 Spike,22 Spike,22 Spike,30,30,30
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,50,50,50,1,1,1,1,1,1
