"","Analysis_No","Site","Date","Zone","Replicate","Depth","Sample_ID","SO4_ppm","Cl_ppm","SO4_mM","Cl_mM","salinity"
"1","1","GCW","202305","UP","LysA","20cm","1_GCW_202305_UP_LysA_20cm",1.123,0.7193,0.0350280723643169,0.0202905500705219,0.0013257751
"2","10","GCW","202305","TR","LysB","45cm","10_GCW_202305_TR_LysB_45cm",3.7603,3.1051,0.117289457267623,0.0875909732016925,0.0056369157
"3","11","GCW","202305","TR","LysC","10cm","11_GCW_202305_TR_LysC_10cm",2.4952,4.8296,0.0778290704928259,0.136236953455571,0.0087530872
"4","12","GCW","202305","TR","LysC","20cm","12_GCW_202305_TR_LysC_20cm",3.418,6.8751,0.106612601372427,0.193937940761636,0.0124493057
"5","13","GCW","202305","TR","LysC","45cm","13_GCW_202305_TR_LysC_45cm",16.4178,6.8918,0.512096069868996,0.194409026798307,0.0124794826
"6","14","GCW","202305","WC","LysA","10cm","14_GCW_202305_WC_LysA_10cm",500.9219,2695.9261,15.6245134123518,76.0486911142454,4.8715644627
"7","15","GCW","202305","WC","LysA","20cm","15_GCW_202305_WC_LysA_20cm",499.5899,5001.5706,15.5829663131628,141.088028208745,9.0378640742
"8","16","GCW","202305","WC","LysA","45cm","16_GCW_202305_WC_LysA_45cm",208.7718,3909.8845,6.51190892077355,110.29293370945,7.0651872915
"9","17","GCW","202305","WC","LysB","10cm","17_GCW_202305_WC_LysB_10cm",407.0352,4147.1956,12.6960449157829,116.987181946403,7.4940084492
"10","18","GCW","202305","WC","LysB","20cm","18_GCW_202305_WC_LysB_20cm",477.8621,4633.9891,14.9052432938241,130.71901551481,8.3736443037
"11","19","GCW","202305","WC","LysB","45cm","19_GCW_202305_WC_LysB_45cm",302.1698,4817.2025,9.4251341235184,135.887235543018,8.7047109175
"12","2","GCW","202305","UP","LysB","10cm","2_GCW_202305_UP_LysB_10cm",2.1096,0.2449,0.0658016219588272,0.0069083215796897,0.0004685343
"13","20","GCW","202305","WC","LysC","10cm","20_GCW_202305_WC_LysC_10cm",401.9731,3340.5189,12.5381503431067,94.2318448519041,6.0363436523
"14","21","GCW","202305","WC","LysC","20cm","21_GCW_202305_WC_LysC_20cm",460.8081,2726.6323,14.3733031815346,76.914874471086,4.9270505661
"15","22","GCW","202305","WC","LysC","45cm","22_GCW_202305_WC_LysC_45cm",444.6425,3954.5726,13.8690736119775,111.553528913963,7.1459386882
"16","23","GCW","202305","SW","A","23","23_GCW_202305_SW_A",577.2588,4151.1452,18.0055770430443,117.098595204513,7.5011453764
"17","24","GCW","202305","SW","B","24","24_GCW_202305_SW_B",584.1073,4236.4861,18.219192139738,119.505954866008,7.6553563827
"18","25","GCW","202305","SW","C","25","25_GCW_202305_SW_C",362.6511,2166.0136,11.3116375545852,61.1005246826516,3.9140125752
"19","26","MSM","202305","UP","LysA","20cm","26_MSM_202305_UP_LysA_20cm",119.1245,1199.3359,3.71567373674361,33.83176022567,2.1672259713
"20","27","MSM","202305","UP","LysA","45cm","27_MSM_202305_UP_LysA_45cm",176.713,1859.7198,5.51194635059264,52.4603610719323,3.3605396786
"21","28","MSM","202305","UP","LysB","10cm","28_MSM_202305_UP_LysB_10cm",43.7542,306.2031,1.36475982532751,8.63760507757405,0.5533350017
"22","29","MSM","202305","UP","LysB","20cm","29_MSM_202305_UP_LysB_20cm",53.8198,382.7669,1.67872114784779,10.7973737658674,0.6916857883
"23","3","GCW","202305","UP","LysB","20cm","3_GCW_202305_UP_LysB_20cm",1.5687,0.3755,0.0489301310043668,0.0105923836389281,0.0007045285
"24","30","MSM","202305","UP","LysB","45cm","30_MSM_202305_UP_LysB_45cm",218.3943,1465.2734,6.81204928259513,41.3335232722144,2.6477750338
"25","31","MSM","202305","UP","LysC","10cm","31_MSM_202305_UP_LysC_10cm",48.7458,504.5854,1.52045539613225,14.2337207334274,0.9118118178
"26","32","MSM","202305","UP","LysC","20cm","32_MSM_202305_UP_LysC_20cm",104.3911,1005.7316,3.25611665626949,28.3704259520451,1.8173830012
"27","33","MSM","202305","UP","LysC","45cm","33_MSM_202305_UP_LysC_45cm",231.2032,1140.2145,7.21157829070493,32.1640197461213,2.0603936015
"28","34","MSM","202305","TR","LysA","10cm","34_MSM_202305_TR_LysA_10cm",355.2793,3032.6257,11.081699937617,85.5465641748942,5.4799806399
"29","35","MSM","202305","TR","LysA","20cm","35_MSM_202305_TR_LysA_20cm",473.9533,3104.407,14.7833218964442,87.5714245416079,5.609689449
"30","36","MSM","202305","TR","LysA","45m","36_MSM_202305_TR_LysA_45m",497.6286,2967.5062,15.5217903930131,83.7096248236953,5.3623097034
"31","37","MSM","202305","TR","LysB","10cm","37_MSM_202305_TR_LysB_10cm",242.6754,2151.0362,7.56941359950094,60.6780310296192,3.8869484134
"32","38","MSM","202305","TR","LysB","20cm","38_MSM_202305_TR_LysB_20cm",342.8051,3255.584,10.6926107298815,91.8359379407616,5.882866288
"33","39","MSM","202305","TR","LysB","45cm","39_MSM_202305_TR_LysB_45cm",285.8905,3109.9044,8.91735807860262,87.7264992947814,5.6196232508
"34","4","GCW","202305","UP","LysC","10cm","4_GCW_202305_UP_LysC_10cm",0.5029,0.6189,0.0156862133499688,0.0174583921015515,0.0011443523
"35","40","MSM","202305","TR","LysC","10cm","40_MSM_202305_TR_LysC_10cm",320.4288,2628.3192,9.99466001247661,74.1415853314527,4.7493987944
"36","41","MSM","202305","TR","LysC","20cm","41_MSM_202305_TR_LysC_20cm",303.4444,3119.0697,9.46489082969432,87.9850409026798,5.6361849479
"37","42","MSM","202305","TR","LysC","45cm","42_MSM_202305_TR_LysC_45cm",508.7294,2438.3969,15.868041172801,68.7841156558533,4.4062091983
"38","43","MSM","202305","WC","LysA","10cm","43_MSM_202305_WC_LysA_10cm",696.1571,5637.9656,21.7141952588896,159.039932299013,10.1878298392
"39","44","MSM","202305","WC","LysA","20cm","44_MSM_202305_WC_LysA_20cm",899.7415,7282.9476,28.0643013100437,205.442809590973,13.1603123132
"40","45","MSM","202305","WC","LysA","45cm","45_MSM_202305_WC_LysA_45cm",112.0317,7642.7148,3.49443855271366,215.591390691114,13.8104116436
"41","46","MSM","202305","WC","LysB","10cm","46_MSM_202305_WC_LysB_10cm",783.719,6230.3184,24.4453836556457,175.749461212976,11.2582113488
"42","47","MSM","202305","WC","LysB","20cm","47_MSM_202305_WC_LysB_20cm",790.7635,6892.9859,24.6651122894573,194.44247954866,12.4556515213
"43","48","MSM","202305","WC","LysB","45cm","48_MSM_202305_WC_LysB_45cm",136.029,7542.8329,4.24295071740487,212.773847672779,13.6299250503
"44","49","MSM","202305","WC","LysC","10cm","49_MSM_202305_WC_LysC_10cm",888.1692,6572.8464,27.7033437305053,185.411746121298,11.8771594448
"45","5","GCW","202305","UP","LysC","20cm","5_GCW_202305_UP_LysC_20cm",0.2163,0.736,0.00674672489082969,0.0207616361071932,0.001355952
"46","50","MSM","202305","WC","LysC","20cm","50_MSM_202305_WC_LysC_20cm",738.343,7018.5516,23.0300374298191,197.984530324401,12.6825487412
"47","51","MSM","202305","WC","LysC","45cm","51_MSM_202305_WC_LysC_45cm",48.6901,6942.0795,1.51871802869619,195.827348377997,12.5443636565
"48","52","MSM","202305","SW","A","52","52_MSM_202305_SW_A",861.5794,6268.2104,26.8739675608235,176.81834696756,11.3266821928
"49","53","MSM","202305","SW","B","53","53_MSM_202305_SW_B",1033.7577,7496.5445,32.2444697442296,211.468110014104,13.5462819115
"50","54","MSM","202305","SW","C","54","54_MSM_202305_SW_C",1031.0177,7486.6599,32.1590049906425,211.189277856135,13.5284204393
"51","55","MSM","202305","RHZ","UP","SF1","55_MSM_202305_RHZ_UP_SF1",36.3393,727.0896,1.13347785402371,20.5102849083216,1.3138769072
"52","56","MSM","202305","RHZ","UP","SF2","56_MSM_202305_RHZ_UP_SF2",30.356,426.3689,0.946849656893325,12.0273314527504,0.7704746023
"53","57","MSM","202305","RHZ","UP","SF3","57_MSM_202305_RHZ_UP_SF3",75.8839,713.3283,2.36693387398628,20.122095909732,1.2890102381
"54","58","MSM","202305","RHZ","UP","SF4","58_MSM_202305_RHZ_UP_SF4",19.7362,802.6945,0.615601996257018,22.6430042313117,1.4504949615
"55","59","MSM","202305","RHZ","UP","SF5","59_MSM_202305_RHZ_UP_SF5",38.3567,569.8836,1.19640361821585,16.0757009873061,1.0298056652
"56","6","GCW","202305","TR","LysB","20cm","6_GCW_202305_TR_LysB_20cm",8.7255,2.6409,0.272161572052402,0.0744964739069111,0.0047981063
"57","60","MSM","202305","RHZ","UP","SF6","60_MSM_202305_RHZ_UP_SF6",32.5617,635.5395,1.01564878353088,17.9277715091678,1.1484458765
"58","61","MSM","202305","RHZ","UP","SF7","61_MSM_202305_RHZ_UP_SF7",46.6181,987.7863,1.4540892077355,27.8642115655853,1.7849558441
"59","62","MSM","202305","RHZ","UP","SF8","62_MSM_202305_RHZ_UP_SF8",31.3174,598.1686,0.976837180286962,16.8735853314527,1.0809166602
"60","63","MSM","202305","RHZ","TR","SF1","63_MSM_202305_RHZ_TR_SF1",369.7565,3031.3889,11.5332657517155,85.5116755994358,5.4777457423
"61","64","MSM","202305","RHZ","TR","SF2","64_MSM_202305_RHZ_TR_SF2",328.9713,2948.931,10.2611135371179,83.1856417489422,5.328744317
"62","65","MSM","202305","RHZ","TR","SF3","65_MSM_202305_RHZ_TR_SF3",302.8968,2656.2601,9.44781035558328,74.9297630465444,4.7998880007
"63","66","MSM","202305","RHZ","TR","SF4","66_MSM_202305_RHZ_TR_SF4",385.8873,3103.4481,12.036409856519,87.5443751763047,5.6079567167
