"file_name","file_description","standard","file_version","data_orientation","header_rows","column_or_row_name_position","notes"
"COMPASS_SynopticCB_GW-Peeper_2022.csv","Depth resolved groundwater samples collected from COMPASS CB Synoptic sites in 2022","","","horizontal","1","1",""
"COMPASS_SynopticCB_GW-Peeper_2023.csv","Depth resolved groundwater samples collected from COMPASS CB Synoptic sites in 2023","","","horizontal","1","1",""
"dd.csv","Data dictionary file for annual Peeper water sample analysis data files describing each column in the dataset","","","horizontal","1","1",""
