"Project","Region","Year","Month","Day","Site","Zone","Depth_cm","Sample_ID","Sampler_Type","SO4_ppm","SO4_mM","SO4_conc_flag","Cl_ppm","Cl_mM","Cl_conc_flag","Salinity","H2S_mean_uM","H2S_sd_uM","H2S_conc_flag","NH3_mgL","NH3_uM","NH3_conc_flag","PO4_mgL","PO4_uM","PO4_conc_flag","NOx_mgL","NOx_uM","NOx_conc_flag","FE_2_mean_uM","FE_2_sd_uM","FE_2_conc_flag","FE_3_mean_uM","FE_3_sd_uM","FE_3_conc_flag"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",5,"MSM_202210_UP_PPR_5cm","PPR",56.4808,1.7617217716781,NA,1046.1222,29.5097940761636,NA,1.8903688154,NA,NA,NA,0.313359,22.372079076442,NA,0.003792,0.27072758037225,NA,0.003577,0.25537778348933,"bdl",74.8250697174969,2.55939904990192,NA,171.601122236424,81.8815101070448,NA
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",15,"MSM_202210_UP_PPR_15cm","PPR",56.9315,1.77577978789769,NA,1042.8043,29.4162002820874,NA,1.8843733701,NA,NA,NA,0.343022,24.4898512854562,NA,0.003947,0.281793713008774,NA,0.001753,0.125154390398881,"bdl",656.113449875451,58.7424324797883,NA,355.120031094197,31.5276679756945,NA
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",25,"MSM_202210_UP_PPR_25cm","PPR",70.1598,2.18839051777916,NA,1104.8402,31.1661551480959,NA,1.9964722414,NA,NA,NA,0.467758,33.3953036760979,NA,0.00706,0.504044492992639,NA,0.003841,0.274225906173474,"bdl",806.37508894555,3.60172962503972,NA,161.061706711202,19.901168139904,NA
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",35,"MSM_202210_UP_PPR_35cm","PPR",82.4729,2.57245477230193,NA,1330.7842,37.5397517630465,NA,2.4047530494,NA,NA,NA,0.645589,46.0914419527797,NA,0.009802,0.699807949052953,NA,0.006355,0.453711438097482,"bdl",1868.39379220371,104.450159126153,NA,136.332918758467,61.8041137254612,NA
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",45,"MSM_202210_UP_PPR_45cm","PPR",94.551,2.9491890205864,NA,1353.2643,38.1738871650212,NA,2.4453745901,NA,NA,NA,0.79449,56.7221401186575,NA,0.009451,0.674748513211535,NA,0.003096,0.221037075114053,"bdl",2665.5445215078,154.87437387671,NA,30.9242519175812,43.7334964680855,"bdl"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",55,"MSM_202210_UP_PPR_55cm","PPR",95.2751,2.97177479725515,NA,1491.5376,42.0744033850494,NA,2.6952344432,NA,NA,NA,0.450865,32.189238007525,NA,0.005077,0.362469389649239,NA,1.1e-05,0.000785338445172667,"bdl",2897.30399871762,162.07783312679,NA,0,0,"bdl"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",65,"MSM_202210_UP_PPR_65cm","PPR",101.5296,3.16686213349969,NA,1765.9643,49.8156361071932,NA,3.1911234901,NA,NA,NA,0.45069,32.1767439868063,NA,0.015779,1.12653230239814,NA,0.005841,0.417014714386686,"bdl",2169.76600615787,36.9360255942215,NA,50.1023168676596,29.0753478521001,NA
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",75,"MSM_202210_UP_PPR_75cm","PPR",112.9602,3.52339987523394,NA,2132.855,60.1651622002821,NA,3.854094985,NA,NA,NA,0.361354,25.7986535015385,NA,-0.0053,-0.378390341765012,"bdl",0.001839,0.131294309152049,"bdl",2274.60957918136,99.0475646885933,NA,98.9313238894206,59.9289122529193,NA
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",85,"MSM_202210_UP_PPR_85cm","PPR",138.9142,4.33294447910168,NA,2589.1649,73.0370916784203,NA,4.6786469743,NA,NA,NA,0.304009,21.7045413980452,NA,0.015861,1.13238664353488,NA,0.008685,0.620060399665874,"bdl",1583.15135871471,118.857077626312,NA,255.608965798601,109.335061581786,NA
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",95,"MSM_202210_UP_PPR_95cm","PPR",133.0179,4.14902994385527,NA,2447.1084,69.029856135402,NA,4.4219508788,NA,NA,NA,0.338749,24.1847829967087,NA,0.019816,1.41475151177651,NA,0.00576,0.411231767654051,"bdl",2177.83089639044,138.666590564031,NA,120.794623908273,127.014257228256,NA
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",105,"MSM_202210_UP_PPR_105cm","PPR",146.819,4.57950717404866,NA,2371.4323,66.8951283497884,NA,4.2852041661,NA,NA,NA,0.345049,24.6345677425803,NA,0.017267,1.23276717570877,NA,0.004157,0.296786537871162,"bdl",1611.16624057524,97.2466998760734,NA,146.915979414318,155.924678529584,NA
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP",115,"MSM_202210_UP_PPR_115cm","PPR",141.9209,4.42672800998128,NA,2376.4229,67.0359069111424,NA,4.2942221803,NA,NA,NA,0.34512,24.6396367452719,NA,0.021077,1.50477985535494,NA,0.004426,0.315991632575839,"bdl",1879.85442569211,102.649294313633,NA,242.431809004684,37.4515402541763,NA
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR",5,"MSM_202210_TR_PPR_5cm","PPR",234.3596,7.31003119151591,NA,2538.4834,71.6074301833568,NA,4.5870655038,NA,NA,NA,0.492415,35.1556754981545,NA,0.006604,0.471488644720027,NA,0.030207,2.15661076484825,NA,156.83573975606,25.2071573005363,NA,31.9191334073554,2.94074782771743,NA
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR",15,"MSM_202210_TR_PPR_15cm","PPR",244.5354,7.62742981908921,NA,2577.2622,72.7013314527504,NA,4.6571387954,1.92622492915712,0.189695913851379,NA,0.493272,35.2168605024738,NA,0.011991,0.856090299642314,NA,0.024336,1.73745421833837,"bdl",113.244482708535,3.8390985748529,NA,47.8662872329846,17.9384425667644,NA
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR",25,"MSM_202210_TR_PPR_25cm","PPR",422.5919,13.1812819713038,NA,3501.0406,98.7599605077574,NA,6.3264063642,3.3123923739667,0.298503893733822,NA,0.61463,43.8811425960433,NA,0.020532,1.46586990511684,NA,0.020434,1.45887325351439,"bdl",2530.5637270889,122.458807251352,NA,56.1978807946603,19.7723446077076,NA
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR",35,"MSM_202210_TR_PPR_35cm","PPR",427.6311,13.3384622582658,NA,3386.6446,95.5329929478138,NA,6.1196927922,3.98157665766788,0.180436805308183,NA,1.01472,72.4453297350554,NA,-0.005337,-0.381031934716957,"bdl",0.021132,1.5087065475808,"bdl",3345.90204393641,333.293035446733,NA,987.365754562243,506.306096847854,NA
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR",45,"MSM_202210_TR_PPR_45cm","PPR",446.9793,13.9419619463506,NA,3488.3102,98.4008519040903,NA,6.3034025314,7.82938628894964,0.556913333920855,NA,0.962214,68.6966951530339,NA,0.057148,4.08004740588433,NA,0.036333,2.59397288440532,NA,2815.8061605779,360.172962503976,NA,0,0,"bdl"
